"","Origin.ID","Destination.ID","Traffic.V"
"295",41,139,3427
"296",89,201,3420
"297",141,177,3407
"298",141,195,3404
"299",139,115,3395
"300",181,77,3334
"301",75,53,3294
"302",115,21,3258
"303",31,7,3215
"304",123,143,3210
"305",139,41,3196
"306",49,173,3187
"307",161,195,3176
"308",29,35,3159
"309",99,31,3156
"310",173,49,3111
"311",29,139,3079
"312",31,99,3066
"313",167,135,3065
"314",143,113,3050
"315",113,143,3047
"316",7,31,3044
"317",113,107,2981
"318",95,143,2976
"319",21,115,2969
"320",105,63,2945
"321",73,95,2944
"322",35,29,2942
"323",107,113,2909
"324",145,157,2899
"325",19,31,2882
"326",165,59,2880
"327",139,29,2863
"328",177,15,2852
"329",115,173,2837
"330",177,85,2804
"331",183,75,2801
"332",27,189,2797
"333",189,27,2787
"334",157,145,2774
"335",103,99,2763
"336",17,137,2720
"337",189,163,2705
"338",135,167,2703
"339",117,83,2700
"340",63,105,2689
"341",85,177,2677
"342",179,57,2674
"343",163,189,2660
"344",83,117,2656
"345",59,165,2650
"346",137,17,2641
"347",57,95,2625
"348",173,115,2622
"349",57,179,2599
"350",7,37,2563
"351",19,29,2561
"352",19,115,2558
"353",37,111,2557
"354",99,103,2553
"355",203,123,2547
"356",195,15,2539
"357",73,11,2529
"358",55,77,2527
"359",111,37,2499
"360",19,75,2441
"361",49,35,2426
"362",123,203,2422
"363",155,11,2410
"364",35,49,2390
"365",11,155,2383
"366",137,171,2365
"367",109,57,2364
"368",115,19,2354
"369",15,177,2349
"370",1,67,2338
"371",57,109,2328
"372",19,39,2321
"373",37,7,2305
"374",77,157,2305
"375",81,191,2302
"376",29,49,2300
"377",7,89,2294
"378",31,19,2283
"379",29,19,2277
"380",95,57,2247
"381",77,55,2232
"382",67,1,2227
"383",175,73,2215
"384",121,51,2214
"385",51,5,2206
"386",171,137,2199
"387",99,123,2182
"388",123,99,2173
"389",195,161,2154
"390",5,51,2150
"391",119,135,2142
"392",157,77,2130
"393",1,149,2125
"394",103,37,2125
"395",89,7,2121
"396",27,5,2092
"397",49,29,2090
"398",43,63,2087
"399",139,173,2081
"400",75,19,2080
"401",173,139,2074
"402",149,1,2073
"403",29,173,2071
"404",99,43,2066
"405",39,19,2063
"406",55,145,2063
"407",21,135,2052
"408",63,43,2052
"409",201,43,2038
"410",49,79,2036
"411",195,141,2025
"412",113,31,2015
"413",83,61,1999
"414",45,23,1998
"415",51,121,1994
"416",109,67,1988
"417",5,27,1986
"418",135,119,1971
"419",199,181,1961
"420",115,113,1959
"421",81,189,1941
"422",173,29,1939
"423",167,17,1937
"424",79,49,1936
"425",145,55,1922
"426",99,89,1913
"427",37,103,1910
"428",43,99,1900
"429",125,57,1892
"430",67,109,1887
"431",57,125,1880
"432",135,21,1878
"433",31,113,1874
"434",89,99,1847
"435",197,37,1839
"436",113,115,1834
"437",191,81,1833
"438",73,175,1827
"439",43,201,1807
"440",37,197,1806
"441",61,83,1791
"442",23,45,1789
"443",25,191,1785
"444",115,107,1771
"445",167,113,1770
"446",113,167,1768
"447",17,167,1735
"448",181,199,1721
"449",143,175,1704
"450",191,25,1687
"451",17,169,1685
"452",75,183,1679
"453",107,115,1656
"454",45,29,1648
"455",25,49,1634
"456",169,17,1611
"457",121,189,1609
"458",81,65,1594
"459",71,187,1589
"460",137,61,1588
"461",147,39,1584
"462",53,105,1584
"463",147,41,1580
"464",39,147,1576
"465",103,201,1572
"466",33,23,1550
"467",41,147,1547
"468",187,71,1539
"469",91,63,1536
"470",61,137,1535
"471",63,91,1528
"472",133,119,1524
"473",201,103,1523
"474",135,5,1507
"475",189,121,1507
"476",189,81,1507
"477",105,197,1506
"478",111,197,1502
"479",159,25,1501
"480",119,133,1493
"481",193,47,1486
"482",109,187,1482
"483",29,45,1480
"484",25,159,1473
"485",49,25,1470
"486",179,107,1468
"487",11,195,1463
"488",81,199,1456
"489",101,159,1453
"490",197,111,1451
"491",47,193,1450
"492",5,135,1447
"493",197,105,1446
"494",131,73,1440
"495",183,45,1439
"496",159,101,1437
"497",165,69,1434
"498",201,97,1433
"499",105,53,1414
"500",23,33,1414
"501",53,113,1398
"502",103,11,1397
"503",107,179,1376
"504",65,81,1375
"505",145,189,1365
"506",107,125,1364
"507",47,185,1359
"508",65,193,1358
"509",141,31,1356
"510",193,65,1339
"511",73,195,1334
"512",189,157,1330
"513",185,47,1327
"514",113,99,1321
"515",157,189,1321
"516",189,145,1317
"517",125,107,1316
"518",87,181,1306
"519",181,153,1302
"520",143,73,1299
"521",33,101,1297
"522",101,33,1292
"523",81,27,1291
"524",23,35,1285
"525",113,53,1279
"526",153,181,1278
"527",187,109,1278
"528",29,23,1278
"529",31,141,1276
"530",199,81,1264
"531",159,79,1259
"532",181,87,1258
"533",9,1,1256
"534",175,143,1249
"535",11,103,1240
"536",69,165,1237
"537",113,197,1235
"538",195,73,1232
"539",165,193,1230
"540",99,113,1225
"541",7,141,1224
"542",23,29,1221
"543",1,9,1216
"544",203,105,1212
"545",97,201,1212
"546",141,7,1209
"547",193,165,1209
"548",199,145,1204
"549",197,113,1200
"550",91,105,1187
"551",187,131,1183
"552",85,15,1172
"553",35,23,1171
"554",119,167,1167
"555",167,119,1159
"556",141,15,1155
"557",47,191,1148
"558",145,199,1134
"559",105,91,1128
"560",161,95,1126
"561",95,161,1123
"562",107,39,1122
"563",91,43,1122
"564",109,169,1112
"565",81,163,1108
"566",39,107,1107
"567",105,203,1106
"568",169,109,1104
"569",191,47,1101
"570",203,99,1085
"571",167,125,1083
"572",73,131,1077
"573",179,95,1068
"574",83,13,1068
"575",131,187,1060
"576",141,89,1054
"577",79,159,1051
"578",89,141,1040
"579",25,121,1038
"580",27,81,1032
"581",43,91,1027
"582",121,25,1017
"583",33,79,1013
"584",55,65,1008
"585",179,167,1006
"586",51,135,1002
"587",55,165,1002
"588",135,51,1000
"589",3,153,996
"590",45,183,992
"591",163,81,989
"592",15,85,983
"593",125,167,978
"594",75,31,977
"595",99,203,972
"596",167,179,969
"597",19,167,962
"598",15,141,959
"599",165,55,952
"600",109,95,946
"601",13,83,946
"602",153,3,932
"603",179,123,929
"604",165,151,922
"605",95,131,920
"606",195,11,909
"607",65,55,897
"608",201,197,887
"609",63,89,884
"610",89,63,882
"611",201,195,879
"612",47,159,877
"613",123,155,872
"614",79,33,869
"615",7,43,867
"616",167,19,860
"617",191,193,860
"618",31,75,860
"619",103,31,858
"620",155,123,855
"621",193,191,851
"622",159,47,848
"623",131,95,842
"624",201,99,841
"625",123,11,839
"626",137,149,839
"627",95,109,839
"628",151,165,837
"629",95,179,837
"630",117,163,836
"631",123,179,834
"632",169,9,825
"633",197,201,822
"634",11,123,810
"635",115,41,809
"636",9,169,802
"637",19,91,799
"638",41,115,798
"639",43,7,798
"640",101,185,793
"641",149,137,793
"642",51,173,789
"643",61,117,789
"644",121,49,784
"645",185,101,782
"646",117,61,778
"647",121,163,778
"648",173,51,777
"649",73,143,769
"650",19,197,764
"651",193,59,764
"652",163,117,762
"653",163,121,762
"654",129,125,750
"655",59,193,747
"656",113,43,730
"657",31,105,730
"658",105,31,729
"659",125,129,729
"660",99,201,729
"661",141,99,717
"662",143,99,715
"663",43,113,713
"664",117,137,706
"665",19,49,705
"666",173,35,702
"667",81,145,698
"668",141,43,686
"669",31,103,685
"670",167,31,683
"671",119,61,682
"672",49,121,682
"673",137,117,680
"674",3,181,677
"675",75,197,677
"676",35,173,673
"677",165,77,672
"678",167,143,665
"679",143,167,664
"680",75,105,664
"681",105,75,657
"682",197,19,657
"683",93,97,657
"684",77,87,653
"685",43,141,648
"686",91,19,648
"687",61,119,647
"688",23,49,643
"689",99,143,643
"690",37,97,639
"691",87,77,639
"692",119,51,627
"693",99,141,625
"694",183,53,622
"695",19,43,617
"696",197,75,617
"697",127,87,612
"698",19,179,612
"699",97,37,612
"700",163,5,611
"701",181,3,608
"702",45,41,606
"703",97,93,602
"704",71,67,599
"705",77,165,599
"706",103,89,598
"707",31,167,593
"708",125,143,591
"709",165,65,591
"710",51,119,590
"711",7,97,590
"712",11,175,588
"713",177,195,588
"714",29,115,588
"715",115,29,587
"716",5,163,587
"717",67,71,584
"718",87,127,584
"719",41,45,583
"720",49,19,580
"721",129,17,579
"722",103,43,578
"723",19,139,577
"724",165,87,573
"725",19,143,572
"726",145,81,571
"727",143,11,562
"728",65,165,560
"729",147,139,556
"730",57,169,556
"731",125,17,549
"732",163,83,547
"733",169,57,547
"734",175,11,546
"735",139,147,544
"736",17,129,544
"737",87,151,544
"738",9,137,544
"739",143,125,542
"740",179,19,542
"741",167,163,541
"742",143,31,538
"743",149,9,534
"744",187,161,531
"745",89,103,531
"746",201,85,528
"747",137,9,526
"748",49,23,524
"749",83,163,524
"750",127,151,523
"751",85,201,519
"752",87,165,519
"753",9,149,517
"754",163,167,516
"755",187,73,516
"756",99,73,515
"757",17,125,514
"758",151,87,511
"759",127,153,505
"760",145,163,503
"761",43,103,503
"762",103,15,500
"763",43,19,500
"764",143,107,497
"765",183,113,496
"766",143,19,494
"767",151,127,494
"768",147,113,491
"769",97,7,490
"770",163,145,486
"771",195,201,485
"772",153,127,483
"773",153,87,480
"774",27,51,480
"775",35,79,478
"776",161,187,477
"777",109,1,475
"778",19,45,475
"779",81,77,473
"780",87,153,472
"781",53,91,471
"782",1,109,468
"783",53,183,466
"784",113,147,465
"785",139,19,462
"786",11,143,457
"787",159,49,456
"788",31,195,456
"789",51,27,455
"790",37,195,452
"791",45,19,452
"792",179,99,445
"793",31,143,445
"794",9,17,445
"795",159,191,444
"796",119,49,436
"797",141,111,436
"798",31,161,436
"799",77,163,436
"800",19,105,435
"801",91,53,433
"802",185,193,432
"803",191,159,431
"804",79,35,431
"805",151,69,430
"806",179,73,428
"807",57,187,424
"808",21,51,421
"809",157,119,420
"810",17,9,419
"811",107,129,418
"812",93,111,418
"813",119,13,417
"814",69,151,416
"815",113,123,414
"816",13,119,414
"817",163,77,414
"818",159,33,413
"819",141,197,410
"820",113,63,409
"821",189,119,409
"822",111,141,407
"823",61,13,407
"824",65,191,406
"825",107,143,405
"826",171,61,404
"827",61,171,403
"828",163,135,402
"829",33,159,401
"830",77,81,399
"831",111,93,398
"832",179,31,396
"833",193,185,393
"834",161,31,391
"835",135,163,390
"836",15,103,390
"837",197,141,388
"838",99,195,388
"839",119,157,386
"840",187,57,386
"841",199,127,386
"842",199,163,386
"843",149,171,385
"844",129,107,384
"845",191,65,384
"846",99,179,384
"847",119,189,380
"848",49,159,380
"849",167,149,379
"850",51,21,379
"851",171,149,377
"852",123,113,372
"853",143,161,371
"854",179,105,371
"855",161,11,369
"856",49,119,368
"857",71,95,368
"858",123,105,366
"859",63,113,366
"860",81,49,366
"861",11,161,364
"862",23,79,363
"863",41,49,363
"864",163,199,360
"865",105,19,359
"866",149,167,359
"867",11,31,356
"868",167,1,354
"869",73,99,354
"870",167,61,353
"871",177,7,353
"872",127,199,352
"873",7,177,352
"874",201,15,351
"875",95,71,349
"876",195,31,348
"877",81,119,346
"878",1,167,344
"879",105,123,344
"880",197,167,344
"881",167,197,343
"882",61,167,343
"883",71,131,343
"884",177,31,340
"885",13,61,339
"886",123,175,338
"887",73,187,334
"888",119,113,332
"889",195,177,332
"890",85,31,332
"891",183,41,331
"892",163,55,330
"893",185,159,329
"894",173,167,327
"895",31,179,327
"896",143,187,325
"897",115,179,324
"898",21,117,324
"899",55,163,323
"900",105,179,321
"901",99,161,319
"902",113,119,318
"903",179,115,318
"904",31,49,318
"905",159,185,317
"906",19,97,317
"907",131,71,316
"908",79,23,316
"909",31,11,315
"910",167,173,314
"911",5,49,314
"912",201,113,312
"913",49,31,312
"914",81,165,312
"915",31,73,311
"916",197,11,310
"917",167,171,309
"918",31,177,309
"919",43,195,308
"920",117,21,307
"921",199,121,306
"922",149,13,304
"923",15,201,304
"924",55,189,304
"925",195,37,303
"926",143,109,301
"927",167,39,301
"928",171,167,301
"929",161,99,300
"930",183,31,297
"931",39,167,297
"932",55,87,296
"933",103,177,295
"934",49,5,293
"935",11,197,292
"936",113,95,292
"937",161,143,292
"938",31,85,290
"939",187,143,286
"940",49,41,285
"941",115,135,284
"942",177,103,282
"943",59,69,282
"944",113,89,280
"945",119,81,280
"946",113,183,278
"947",115,31,278
"948",139,49,278
"949",199,157,278
"950",81,193,277
"951",165,81,276
"952",33,49,276
"953",77,189,276
"954",103,197,275
"955",169,1,275
"956",109,143,274
"957",49,139,274
"958",73,179,274
"959",55,121,273
"960",1,169,272
"961",163,51,272
"962",13,149,271
"963",43,105,271
"964",121,119,270
"965",201,93,270
"966",41,173,270
"967",137,1,269
"968",105,143,268
"969",29,79,268
"970",175,123,266
"971",113,201,265
"972",199,59,265
"973",103,161,263
"974",49,81,263
"975",91,89,263
"976",121,199,262
"977",143,105,260
"978",179,39,260
"979",197,7,260
"980",87,55,260
"981",89,113,260
"982",51,163,259
"983",89,195,259
"984",113,97,258
"985",81,25,258
"986",1,137,257
"987",135,115,257
"988",25,79,257
"989",105,43,256
"990",119,121,255
"991",193,81,255
"992",7,197,255
"993",143,197,254
"994",25,51,254
"995",37,63,254
"996",55,181,254
"997",73,31,254
"998",69,59,252
"999",89,91,252
"1000",93,201,251
"1001",183,115,250
"1002",29,21,247
"1003",49,33,247
"1004",63,37,247
"1005",15,161,246
"1006",183,29,246
"1007",173,41,245
"1008",99,91,245
"1009",197,143,244
"1010",21,29,244
"1011",91,99,244
"1012",93,103,244
"1013",39,179,243
"1014",121,55,242
"1015",179,197,242
"1016",113,75,241
"1017",123,73,241
"1018",135,173,241
"1019",189,55,241
"1020",79,29,241
"1021",161,15,240
"1022",173,135,240
"1023",189,77,240
"1024",19,173,240
"1025",97,113,240
"1026",121,191,239
"1027",19,99,239
"1028",119,31,238
"1029",5,117,238
"1030",113,91,237
"1031",157,199,237
"1032",185,191,237
"1033",191,121,237
"1034",95,113,237
"1035",147,29,235
"1036",197,73,235
"1037",55,157,235
"1038",91,97,234
"1039",19,107,233
"1040",19,203,233
"1041",183,91,232
"1042",195,99,231
"1043",63,11,231
"1044",75,113,231
"1045",103,93,230
"1046",199,65,230
"1047",51,25,230
"1048",197,179,229
"1049",79,25,228
"1050",97,19,228
"1051",109,71,226
"1052",117,5,226
"1053",147,167,226
"1054",59,199,226
"1055",65,199,226
"1056",11,63,225
"1057",115,143,225
"1058",25,81,225
"1059",31,115,225
"1060",197,103,223
"1061",91,113,223
"1062",95,175,223
"1063",169,67,221
"1064",109,125,219
"1065",115,49,219
"1066",137,169,219
"1067",161,103,219
"1068",175,95,219
"1069",29,147,219
"1070",169,137,218
"1071",41,183,218
"1072",43,167,218
"1073",203,19,217
"1074",71,109,217
"1075",163,49,216
"1076",143,115,215
"1077",43,161,215
"1078",171,17,214
"1079",167,43,212
"1080",197,161,212
"1081",153,199,211
"1082",191,185,211
"1083",199,153,210
"1084",97,91,210
"1085",99,97,210
"1086",49,115,208
"1087",17,171,206
"1088",181,55,206
"1089",19,35,205
"1090",21,49,204
"1091",67,169,204
"1092",167,169,203
"1093",113,11,201
"1094",29,31,201
"1095",157,55,200
"1096",199,193,200
"1097",49,163,200
"1098",91,93,199
"1099",125,109,198
"1100",125,113,198
"1101",173,19,198
"1102",107,31,197
"1103",99,111,197
"1104",119,197,196
"1105",169,167,196
"1106",105,167,195
"1107",143,43,195
"1108",195,43,195
"1109",167,57,194
"1110",179,175,194
"1111",113,125,193
"1112",199,151,193
"1113",111,99,192
"1114",179,109,192
"1115",199,49,192
"1116",113,73,191
"1117",119,115,191
"1118",167,105,191
"1119",167,147,191
"1120",179,161,191
"1121",31,29,191
"1122",107,19,190
"1123",193,199,190
"1124",53,39,190
"1125",97,63,190
"1126",97,99,190
"1127",53,197,189
"1128",57,167,188
"1129",103,73,187
"1130",143,155,185
"1131",93,91,185
"1132",119,137,184
"1133",141,11,184
"1134",43,143,184
"1135",77,119,184
"1136",63,97,183
"1137",99,19,182
"1138",31,41,181
"1139",1,17,180
"1140",161,43,180
"1141",27,157,180
"1142",113,135,179
"1143",119,21,179
"1144",49,21,179
"1145",73,123,179
"1146",157,27,178
"1147",19,89,178
"1148",197,119,178
"1149",31,107,178
"1150",113,57,177
"1151",141,161,177
"1152",197,49,177
"1153",113,29,176
"1154",115,119,176
"1155",11,141,174
"1156",151,199,174
"1157",161,179,174
"1158",167,99,174
"1159",141,97,173
"1160",161,197,173
"1161",203,39,173
"1162",107,21,172
"1163",49,197,172
"1164",161,141,171
"1165",31,119,171
"1166",109,179,170
"1167",21,107,170
"1168",57,113,170
"1169",21,119,169
"1170",167,203,168
"1171",197,53,168
"1172",35,19,168
"1173",109,17,167
"1174",29,113,166
"1175",155,143,165
"1176",179,11,165
"1177",41,31,165
"1178",55,193,165
"1179",11,113,164
"1180",19,21,163
"1181",199,189,162
"1182",203,57,162
"1183",93,141,162
"1184",129,137,161
"1185",137,119,161
"1186",39,53,161
"1187",17,109,160
"1188",183,167,160
"1189",31,183,160
"1190",75,43,160
"1191",99,167,160
"1192",141,93,159
"1193",39,203,159
"1194",47,101,159
"1195",159,121,158
"1196",75,49,158
"1197",113,111,157
"1198",17,1,157
"1199",27,133,157
"1200",57,203,157
"1201",63,73,157
"1202",101,47,156
"1203",187,67,156
"1204",201,161,156
"1205",203,31,156
"1206",137,129,155
"1207",193,55,155
"1208",199,119,155
"1209",133,27,154
"1210",141,113,154
"1211",167,29,154
"1212",41,113,154
"1213",97,141,154
"1214",145,27,152
"1215",159,29,152
"1216",85,141,152
"1217",41,35,151
"1218",115,183,150
"1219",119,19,150
"1220",81,51,150
"1221",113,41,149
"1222",177,111,149
"1223",29,183,149
"1224",167,109,148
"1225",67,187,148
"1226",165,127,147
"1227",19,119,147
"1228",195,89,147
"1229",73,197,147
"1230",121,159,146
"1231",127,165,146
"1232",183,197,146
"1233",21,19,146
"1234",25,101,146
"1235",29,167,146
"1236",89,177,146
"1237",109,161,145
"1238",121,5,145
"1239",85,195,145
"1240",135,113,144
"1241",139,167,144
"1242",141,85,144
"1243",175,179,144
"1244",203,167,144
"1245",23,119,144
"1246",51,29,144
"1247",29,51,143
"1248",7,99,143
"1249",89,19,143
"1250",93,113,143
"1251",103,7,142
"1252",115,137,142
"1253",119,107,142
"1254",127,181,142
"1255",177,89,142
"1256",5,121,142
"1257",55,49,142
"1258",81,31,142
"1259",109,73,141
"1260",181,127,141
"1261",189,199,141
"1262",111,113,140
"1263",3,199,140
"1264",51,167,140
"1265",95,203,140
"1266",113,93,139
"1267",119,77,139
"1268",191,55,139
"1269",29,159,139
"1270",113,141,138
"1271",167,139,138
"1272",37,161,138
"1273",109,167,137
"1274",45,33,137
"1275",161,201,136
"1276",167,51,136
"1277",199,3,136
"1278",91,183,136
"1279",107,197,135
"1280",113,163,135
"1281",183,147,135
"1282",89,161,135
"1283",43,75,134
"1284",55,191,134
"1285",101,79,133
"1286",107,119,133
"1287",11,179,133
"1288",149,17,133
"1289",183,179,133
"1290",115,197,132
"1291",153,77,132
"1292",37,11,132
"1293",139,21,131
"1294",19,201,131
"1295",31,203,131
"1296",7,103,131
"1297",95,195,131
"1298",167,9,130
"1299",203,95,130
"1300",35,41,130
"1301",81,19,130
"1302",145,181,129
"1303",197,115,129
"1304",21,139,129
"1305",27,145,129
"1306",33,45,129
"1307",43,179,129
"1308",9,167,129
"1309",119,23,128
"1310",143,195,128
"1311",145,121,128
"1312",49,199,128
"1313",53,31,128
"1314",111,177,127
"1315",113,161,127
"1316",163,113,127
"1317",17,149,127
"1318",51,115,127
"1319",77,153,127
"1320",93,11,127
"1321",113,49,125
"1322",115,51,125
"1323",147,173,125
"1324",161,109,125
"1325",167,49,125
"1326",179,43,125
"1327",197,107,125
"1328",121,145,124
"1329",183,39,124
"1330",11,93,123
"1331",137,115,123
"1332",179,187,123
"1333",31,95,123
"1334",113,137,122
"1335",121,77,122
"1336",137,125,122
"1337",189,133,122
"1338",57,17,122
"1339",57,73,122
"1340",63,167,122
"1341",101,25,121
"1342",11,43,121
"1343",119,179,121
"1344",23,51,121
"1345",33,35,121
"1346",37,113,121
"1347",49,75,121
"1348",55,119,120
"1349",99,7,120
"1350",113,37,119
"1351",125,137,119
"1352",135,83,119
"1353",73,113,119
"1354",17,57,118
"1355",43,11,118
"1356",49,167,118
"1357",95,31,118
"1358",197,195,117
"1359",69,199,117
"1360",91,49,117
"1361",167,63,116
"1362",181,145,116
"1363",183,143,116
"1364",201,19,116
"1365",83,135,116
"1366",133,189,115
"1367",143,63,115
"1368",203,11,115
"1369",37,177,115
"1370",39,143,115
"1371",73,103,115
"1372",83,137,115
"1373",161,37,114
"1374",51,81,114
"1375",81,181,114
"1376",147,183,113
"1377",177,37,113
"1378",179,119,113
"1379",119,199,112
"1380",77,121,112
"1381",161,113,111
"1382",161,89,111
"1383",177,43,111
"1384",187,179,111
"1385",191,49,111
"1386",85,43,111
"1387",137,113,110
"1388",49,55,110
"1389",137,83,109
"1390",149,61,109
"1391",19,81,109
"1392",19,95,109
"1393",203,197,109
"1394",203,201,109
"1395",81,87,109
"1396",65,59,108
"1397",103,113,107
"1398",11,201,107
"1399",159,35,107
"1400",21,137,107
"1401",63,143,107
"1402",81,157,107
"1403",103,111,106
"1404",11,37,106
"1405",143,39,106
"1406",201,11,106
"1407",35,33,106
"1408",15,31,105
"1409",173,147,105
"1410",27,49,105
"1411",79,101,105
"1412",105,93,104
"1413",167,95,104
"1414",169,125,104
"1415",197,203,104
"1416",27,135,104
"1417",41,167,104
"1418",49,91,104
"1419",11,203,103
"1420",19,23,103
"1421",31,53,103
"1422",49,113,103
"1423",81,127,103
"1424",119,29,102
"1425",143,89,102
"1426",23,159,102
"1427",31,81,102
"1428",59,65,102
"1429",73,109,102
"1430",123,197,101
"1431",165,181,101
"1432",19,63,101
"1433",199,69,101
"1434",33,29,101
"1435",61,149,101
