"","Origin.ID","Destination.ID","Traffic.V"
"149",47,47,12407
"150",195,103,12345
"151",119,117,12230
"152",37,93,12074
"153",163,133,11998
"154",103,141,11902
"155",133,163,11873
"156",93,37,11804
"157",117,119,11803
"158",163,27,11012
"159",27,163,11000
"160",175,175,10871
"161",91,31,10844
"162",93,31,10813
"163",141,103,10775
"164",43,111,10726
"165",155,155,10523
"166",3,3,10504
"167",31,93,10335
"168",71,71,10227
"169",75,91,10016
"170",111,43,9984
"171",201,177,9948
"172",31,91,9927
"173",19,147,9810
"174",177,201,9763
"175",19,183,9763
"176",143,203,9730
"177",119,83,9679
"178",91,75,9656
"179",89,97,9575
"180",97,89,9530
"181",59,59,9520
"182",203,143,9432
"183",69,69,9174
"184",83,119,8961
"185",201,31,8946
"186",147,19,8912
"187",99,105,8443
"188",99,37,8312
"189",37,99,8284
"190",105,99,8186
"191",153,153,8092
"192",113,203,8076
"193",167,129,8040
"194",19,41,7963
"195",203,113,7826
"196",99,93,7788
"197",93,99,7733
"198",117,135,7715
"199",187,95,7659
"200",135,117,7596
"201",31,201,7523
"202",95,187,7497
"203",41,19,7297
"204",129,167,7260
"205",171,171,7217
"206",19,53,7207
"207",7,111,7205
"208",141,37,7112
"209",131,161,7070
"210",161,131,7037
"211",179,113,6868
"212",113,179,6866
"213",201,111,6775
"214",53,19,6770
"215",113,105,6717
"216",63,99,6682
"217",37,141,6632
"218",99,63,6609
"219",167,21,6407
"220",105,113,6385
"221",163,157,6110
"222",21,167,6070
"223",157,163,6030
"224",31,37,6030
"225",37,31,6008
"226",37,43,5990
"227",151,151,5920
"228",167,117,5900
"229",111,7,5862
"230",167,137,5780
"231",43,37,5766
"232",143,57,5763
"233",119,27,5732
"234",27,119,5719
"235",119,5,5717
"236",81,121,5648
"237",199,87,5583
"238",117,167,5580
"239",113,39,5486
"240",57,143,5450
"241",39,113,5411
"242",197,97,5376
"243",87,199,5309
"244",99,197,5285
"245",77,145,5206
"246",81,55,5177
"247",97,197,5129
"248",5,119,5115
"249",137,167,5087
"250",111,201,5084
"251",197,99,5081
"252",145,77,5044
"253",55,81,5013
"254",31,63,4976
"255",201,37,4918
"256",63,31,4864
"257",121,81,4829
"258",133,157,4759
"259",115,167,4734
"260",157,133,4688
"261",167,115,4686
"262",199,165,4625
"263",95,73,4567
"264",165,199,4543
"265",41,29,4468
"266",77,181,4446
"267",93,63,4401
"268",201,89,4287
"269",115,147,4246
"270",29,41,4240
"271",19,113,4215
"272",147,115,4212
"273",63,93,4209
"274",99,155,4194
"275",155,99,4185
"276",53,75,4171
"277",115,39,4164
"278",37,201,4149
"279",21,173,4127
"280",177,141,4026
"281",39,115,4015
"282",173,21,3937
"283",181,77,3921
"284",141,177,3900
"285",113,19,3844
"286",49,51,3842
"287",75,53,3831
"288",15,195,3790
"289",115,139,3786
"290",167,107,3778
"291",29,35,3734
"292",143,95,3720
"293",179,125,3695
"294",143,123,3674
"295",89,201,3660
"296",11,73,3629
"297",125,179,3596
"298",51,49,3592
"299",105,63,3591
"300",107,167,3590
"301",139,115,3580
"302",141,195,3552
"303",41,139,3499
"304",99,31,3451
"305",29,139,3423
"306",139,41,3414
"307",115,21,3392
"308",35,29,3382
"309",139,29,3372
"310",123,143,3344
"311",31,7,3333
"312",145,157,3324
"313",95,143,3286
"314",37,111,3273
"315",161,195,3270
"316",7,31,3266
"317",27,189,3259
"318",177,85,3252
"319",157,145,3223
"320",49,173,3177
"321",173,49,3176
"322",163,189,3163
"323",85,177,3160
"324",31,99,3153
"325",189,27,3145
"326",167,135,3139
"327",113,143,3136
"328",115,173,3134
"329",103,99,3114
"330",21,115,3097
"331",113,107,3092
"332",143,113,3070
"333",165,59,3069
"334",73,95,3067
"335",63,105,3064
"336",189,163,3023
"337",107,113,3013
"338",177,15,2977
"339",117,83,2912
"340",83,117,2910
"341",173,115,2891
"342",183,75,2846
"343",19,29,2821
"344",99,103,2814
"345",137,17,2809
"346",111,37,2805
"347",17,137,2795
"348",49,35,2794
"349",55,77,2790
"350",59,165,2771
"351",73,11,2767
"352",135,167,2757
"353",35,49,2752
"354",179,57,2727
"355",195,15,2713
"356",57,179,2711
"357",19,75,2690
"358",109,57,2685
"359",99,123,2668
"360",77,157,2653
"361",123,99,2649
"362",57,109,2627
"363",11,155,2601
"364",19,31,2597
"365",7,37,2591
"366",77,55,2579
"367",155,11,2570
"368",29,49,2568
"369",15,177,2536
"370",137,171,2526
"371",19,115,2523
"372",203,123,2448
"373",67,1,2447
"374",5,51,2431
"375",29,19,2413
"376",121,51,2406
"377",81,191,2398
"378",7,89,2391
"379",157,77,2386
"380",171,137,2382
"381",49,29,2367
"382",115,19,2358
"383",19,39,2349
"384",103,37,2332
"385",1,67,2327
"386",63,43,2325
"387",175,73,2312
"388",49,79,2296
"389",55,145,2293
"390",57,95,2286
"391",119,135,2283
"392",195,161,2278
"393",43,63,2272
"394",83,61,2259
"395",123,203,2252
"396",37,7,2250
"397",99,43,2240
"398",89,7,2235
"399",79,49,2234
"400",201,43,2225
"401",45,23,2210
"402",27,5,2201
"403",139,173,2195
"404",75,19,2193
"405",21,135,2162
"406",195,141,2158
"407",61,83,2158
"408",51,5,2155
"409",145,55,2152
"410",99,89,2151
"411",149,1,2149
"412",81,189,2124
"413",109,67,2118
"414",95,57,2115
"415",199,181,2103
"416",135,119,2096
"417",173,139,2094
"418",5,27,2089
"419",113,31,2086
"420",39,19,2061
"421",29,173,2060
"422",43,99,2050
"423",67,109,2043
"424",135,21,2030
"425",197,111,2011
"426",37,103,2008
"427",51,121,1994
"428",115,113,1990
"429",25,191,1981
"430",37,197,1974
"431",167,17,1972
"432",73,175,1970
"433",191,81,1964
"434",1,149,1962
"435",115,107,1961
"436",191,25,1949
"437",173,29,1940
"438",181,199,1927
"439",197,37,1924
"440",89,99,1912
"441",23,45,1910
"442",107,115,1883
"443",105,197,1859
"444",113,115,1858
"445",147,41,1858
"446",31,19,1847
"447",111,197,1837
"448",57,125,1834
"449",167,113,1831
"450",17,169,1829
"451",43,201,1829
"452",143,175,1825
"453",25,49,1821
"454",75,183,1820
"455",135,5,1811
"456",169,17,1799
"457",125,57,1793
"458",113,167,1791
"459",31,113,1779
"460",45,29,1771
"461",193,47,1770
"462",5,135,1767
"463",189,81,1762
"464",121,189,1751
"465",101,159,1743
"466",41,147,1735
"467",159,101,1731
"468",17,167,1730
"469",109,187,1714
"470",47,193,1709
"471",197,105,1702
"472",179,107,1701
"473",91,63,1700
"474",63,91,1694
"475",71,187,1680
"476",201,97,1678
"477",53,113,1666
"478",61,137,1651
"479",189,157,1644
"480",157,189,1641
"481",187,71,1641
"482",29,23,1636
"483",137,61,1634
"484",183,45,1630
"485",81,65,1630
"486",53,105,1613
"487",189,121,1596
"488",49,25,1575
"489",107,179,1574
"490",103,11,1563
"491",81,199,1562
"492",65,81,1561
"493",141,31,1556
"494",29,45,1556
"495",113,53,1552
"496",39,147,1546
"497",201,103,1544
"498",147,39,1543
"499",131,73,1527
"500",103,201,1524
"501",187,131,1517
"502",187,109,1506
"503",159,25,1492
"504",165,69,1479
"505",113,99,1478
"506",33,23,1468
"507",199,81,1465
"508",23,29,1459
"509",107,125,1448
"510",105,53,1445
"511",145,189,1431
"512",101,33,1428
"513",141,15,1422
"514",25,159,1417
"515",95,161,1409
"516",125,107,1407
"517",11,103,1394
"518",159,79,1383
"519",185,47,1380
"520",203,105,1380
"521",33,101,1378
"522",189,145,1377
"523",47,185,1364
"524",175,143,1354
"525",31,141,1349
"526",193,65,1347
"527",97,201,1347
"528",141,89,1344
"529",105,203,1341
"530",181,153,1338
"531",143,73,1336
"532",65,193,1336
"533",113,197,1334
"534",7,141,1332
"535",133,119,1330
"536",161,95,1324
"537",99,113,1323
"538",141,7,1320
"539",11,195,1319
"540",69,165,1313
"541",85,15,1309
"542",131,187,1308
"543",47,191,1296
"544",107,39,1281
"545",9,1,1281
"546",23,35,1280
"547",153,181,1279
"548",23,33,1269
"549",191,47,1268
"550",119,133,1264
"551",169,109,1263
"552",81,163,1260
"553",39,107,1259
"554",81,27,1259
"555",165,193,1258
"556",35,23,1255
"557",193,165,1244
"558",15,141,1230
"559",89,141,1228
"560",109,169,1221
"561",33,79,1219
"562",199,145,1218
"563",91,105,1207
"564",79,159,1204
"565",1,9,1185
"566",73,195,1178
"567",203,99,1173
"568",87,181,1168
"569",181,87,1163
"570",163,81,1161
"571",197,113,1161
"572",25,121,1158
"573",195,73,1157
"574",15,85,1155
"575",45,183,1137
"576",167,119,1136
"577",119,167,1131
"578",179,167,1131
"579",73,131,1131
"580",91,43,1128
"581",135,51,1122
"582",117,163,1115
"583",145,199,1112
"584",105,91,1105
"585",179,95,1083
"586",75,31,1070
"587",121,25,1068
"588",51,135,1065
"589",99,203,1052
"590",167,179,1050
"591",3,153,1046
"592",79,33,1044
"593",95,131,1043
"594",27,81,1040
"595",109,95,1032
"596",43,91,1024
"597",55,165,1022
"598",55,65,1021
"599",165,151,1016
"600",63,89,1015
"601",167,125,1005
"602",201,197,1004
"603",125,167,1000
"604",165,55,1000
"605",89,63,997
"606",47,159,985
"607",185,101,970
"608",101,185,965
"609",137,149,963
"610",131,95,959
"611",103,31,958
"612",163,117,955
"613",65,55,945
"614",149,137,941
"615",159,47,930
"616",153,3,926
"617",95,179,920
"618",123,11,910
"619",201,99,905
"620",151,165,900
"621",181,3,895
"622",105,31,887
"623",121,49,887
"624",179,123,887
"625",195,11,886
"626",201,195,884
"627",19,91,881
"628",169,9,880
"629",11,123,878
"630",61,117,876
"631",31,105,872
"632",117,61,871
"633",129,125,865
"634",193,191,865
"635",81,145,865
"636",115,41,860
"637",31,75,858
"638",197,201,857
"639",9,169,856
"640",41,115,855
"641",7,43,852
"642",191,193,851
"643",3,181,844
"644",95,109,844
"645",123,155,843
"646",143,99,834
"647",167,143,833
"648",173,35,808
"649",155,123,802
"650",125,129,797
"651",73,143,795
"652",37,97,793
"653",137,117,792
"654",19,167,792
"655",71,67,792
"656",123,179,787
"657",141,43,786
"658",143,167,786
"659",49,121,785
"660",119,51,780
"661",67,71,775
"662",145,81,773
"663",75,197,772
"664",43,7,771
"665",117,137,761
"666",167,31,761
"667",141,99,752
"668",165,87,748
"669",167,19,745
"670",163,121,743
"671",19,197,734
"672",105,75,726
"673",121,163,723
"674",127,87,721
"675",19,49,716
"676",23,49,716
"677",99,201,715
"678",169,57,714
"679",43,141,714
"680",57,169,711
"681",35,173,708
"682",75,105,703
"683",177,195,701
"684",183,53,701
"685",97,37,701
"686",87,77,696
"687",103,89,695
"688",115,29,692
"689",113,43,691
"690",99,143,686
"691",163,5,685
"692",197,75,684
"693",99,141,680
"694",93,97,678
"695",87,127,675
"696",5,163,672
"697",187,161,665
"698",31,103,659
"699",11,175,658
"700",77,87,657
"701",61,119,655
"702",193,59,651
"703",91,19,651
"704",59,193,648
"705",7,97,646
"706",143,11,645
"707",165,77,644
"708",51,119,644
"709",119,61,643
"710",103,43,642
"711",165,65,641
"712",43,113,641
"713",149,9,639
"714",173,51,635
"715",147,139,629
"716",19,179,629
"717",137,9,624
"718",29,115,624
"719",141,111,622
"720",175,11,619
"721",97,93,618
"722",127,151,617
"723",77,165,617
"724",89,103,615
"725",31,167,613
"726",139,147,611
"727",125,17,607
"728",9,137,606
"729",51,173,599
"730",45,41,598
"731",49,23,598
"732",129,17,597
"733",143,107,589
"734",17,125,587
"735",103,15,586
"736",83,163,586
"737",65,165,580
"738",49,19,579
"739",197,19,577
"740",87,165,577
"741",125,143,573
"742",145,163,571
"743",161,187,569
"744",9,149,564
"745",13,83,561
"746",93,111,559
"747",201,85,557
"748",143,31,556
"749",179,19,556
"750",17,129,554
"751",53,91,553
"752",35,79,551
"753",151,127,550
"754",163,83,546
"755",43,103,546
"756",179,99,540
"757",187,73,538
"758",53,183,533
"759",87,151,531
"760",91,53,531
"761",107,129,530
"762",19,143,530
"763",167,163,529
"764",85,201,527
"765",97,7,527
"766",195,201,524
"767",69,151,523
"768",163,167,521
"769",19,139,521
"770",19,45,521
"771",79,35,521
"772",151,69,517
"773",41,45,517
"774",65,191,517
"775",11,143,516
"776",147,113,515
"777",111,141,514
"778",111,93,512
"779",21,51,509
"780",99,73,509
"781",157,119,508
"782",19,43,504
"783",151,87,503
"784",37,195,503
"785",199,163,499
"786",143,125,498
"787",127,153,497
"788",27,51,497
"789",81,77,497
"790",141,197,495
"791",15,103,495
"792",119,49,493
"793",185,193,493
"794",191,65,490
"795",163,145,487
"796",163,135,486
"797",107,143,485
"798",99,179,484
"799",153,127,483
"800",129,107,477
"801",9,17,477
"802",179,31,474
"803",139,19,473
"804",113,147,469
"805",179,73,468
"806",45,19,468
"807",159,49,466
"808",77,163,458
"809",77,81,457
"810",31,161,455
"811",161,31,454
"812",163,199,452
"813",193,185,450
"814",113,123,448
"815",135,163,448
"816",197,141,448
"817",119,157,446
"818",55,163,446
"819",183,113,445
"820",113,63,443
"821",179,105,443
"822",109,1,440
"823",31,143,438
"824",163,55,436
"825",61,171,436
"826",31,195,434
"827",195,177,433
"828",51,27,432
"829",123,105,431
"830",13,149,431
"831",143,19,427
"832",51,21,427
"833",115,179,426
"834",191,159,426
"835",171,61,425
"836",87,153,424
"837",187,57,420
"838",123,113,419
"839",159,33,419
"840",167,197,415
"841",33,159,415
"842",163,77,409
"843",17,9,407
"844",153,87,405
"845",57,187,405
"846",13,61,403
"847",43,19,402
"848",119,189,399
"849",105,179,395
"850",189,119,395
"851",119,113,394
"852",185,159,394
"853",79,23,394
"854",177,31,393
"855",105,123,390
"856",167,149,389
"857",159,191,387
"858",99,161,387
"859",1,109,385
"860",179,115,384
"861",23,79,382
"862",71,95,382
"863",81,49,379
"864",95,71,379
"865",11,31,377
"866",161,99,377
"867",49,159,377
"868",49,119,375
"869",49,5,374
"870",41,49,373
"871",183,41,371
"872",81,119,371
"873",19,105,368
"874",63,113,366
"875",139,49,365
"876",167,39,360
"877",143,161,359
"878",149,167,358
"879",195,37,358
"880",73,99,356
"881",25,51,355
"882",5,49,355
"883",61,13,354
"884",197,167,353
"885",197,11,352
"886",103,197,351
"887",123,175,351
"888",99,195,351
"889",11,197,350
"890",149,171,348
"891",73,187,348
"892",199,127,347
"893",187,143,346
"894",167,173,344
"895",11,161,342
"896",143,187,342
"897",119,81,340
"898",113,119,339
"899",49,41,339
"900",15,201,337
"901",195,31,335
"902",161,11,333
"903",103,93,331
"904",201,113,331
"905",85,31,331
"906",127,199,330
"907",39,167,330
"908",55,189,330
"909",201,15,329
"910",31,179,329
"911",55,121,329
"912",49,81,328
"913",167,171,326
"914",193,81,326
"915",83,13,326
"916",105,43,325
"917",183,31,324
"918",77,189,324
"919",179,197,320
"920",29,79,319
"921",199,65,318
"922",21,117,318
"923",103,161,317
"924",7,177,316
"925",49,139,315
"926",61,167,315
"927",173,167,314
"928",53,39,314
"929",149,13,313
"930",73,179,313
"931",131,71,310
"932",171,149,310
"933",71,131,310
"934",167,1,308
"935",49,31,308
"936",25,79,306
"937",31,11,306
"938",121,119,304
"939",159,185,304
"940",33,49,302
"941",163,51,301
"942",167,61,301
"943",171,167,301
"944",199,121,301
"945",65,199,300
"946",79,29,300
"947",109,143,299
"948",91,97,299
"949",137,1,298
"950",185,191,298
"951",121,55,297
"952",31,177,297
"953",1,167,296
"954",31,49,295
"955",143,197,293
"956",199,157,293
"957",103,177,292
"958",113,97,292
"959",113,201,291
"960",105,19,290
"961",119,121,290
"962",183,29,286
"963",91,89,286
"964",43,105,284
"965",1,137,283
"966",113,89,281
"967",157,199,281
"968",91,99,281
"969",179,175,280
"970",197,179,280
"971",49,33,280
"972",81,193,280
"973",95,113,279
"974",165,81,278
"975",179,39,278
"976",173,135,277
"977",177,7,276
"978",93,103,276
"979",19,173,275
"980",113,95,274
"981",41,173,274
"982",115,135,273
"983",197,7,273
"984",113,75,271
"985",115,31,271
"986",177,103,271
"987",175,123,269
"988",147,29,268
"989",51,25,268
"990",55,87,268
"991",109,71,267
"992",99,91,267
"993",201,93,266
"994",39,53,266
"995",41,183,266
"996",115,143,265
"997",161,143,265
"998",169,1,265
"999",197,103,265
"1000",81,165,265
"1001",89,91,265
"1002",143,109,263
"1003",97,113,263
"1004",113,183,262
"1005",179,11,262
"1006",11,63,261
"1007",7,197,261
"1008",39,179,260
"1009",147,167,259
"1010",173,41,258
"1011",51,163,258
"1012",43,195,257
"1013",121,199,256
"1014",163,49,256
"1015",171,17,256
"1016",19,203,256
"1017",167,105,255
"1018",189,77,255
"1019",197,73,254
"1020",87,55,254
"1021",117,21,253
"1022",31,85,253
"1023",143,105,252
"1024",191,185,252
"1025",79,25,252
"1026",81,25,252
"1027",63,97,251
"1028",183,91,250
"1029",31,73,250
"1030",143,115,247
"1031",71,109,247
"1032",129,137,246
"1033",99,97,246
"1034",67,169,244
"1035",75,113,244
"1036",105,143,243
"1037",63,11,243
"1038",17,171,242
"1039",1,169,241
"1040",175,179,240
"1041",19,97,240
"1042",89,113,240
"1043",119,31,239
"1044",135,173,239
"1045",113,91,238
"1046",121,191,236
"1047",93,201,236
"1048",99,111,236
"1049",197,143,235
"1050",55,157,233
"1051",91,93,233
"1052",11,179,232
"1053",117,5,232
"1054",5,117,232
"1055",97,91,231
"1056",89,195,230
"1057",167,147,229
"1058",29,113,228
"1059",141,93,227
"1060",195,99,227
"1061",197,161,227
"1062",69,59,226
"1063",97,63,226
"1064",107,31,225
"1065",161,103,225
"1066",189,55,225
"1067",27,157,225
"1068",29,31,225
"1069",59,69,225
"1070",95,175,225
"1071",137,129,224
"1072",17,109,224
"1073",113,135,223
"1074",113,29,222
"1075",25,81,221
"1076",29,147,220
"1077",41,31,220
"1078",109,17,219
"1079",123,73,219
"1080",167,43,219
"1081",63,37,219
"1082",15,161,218
"1083",157,27,218
"1084",19,35,218
"1085",59,199,218
"1086",111,99,217
"1087",141,97,217
"1088",153,199,217
"1089",169,137,217
"1090",199,153,217
"1091",199,49,217
"1092",47,101,217
"1093",53,197,217
"1094",55,181,217
"1095",135,115,216
"1096",173,19,216
"1097",19,107,216
"1098",199,193,216
"1099",195,43,215
"1100",91,113,215
"1101",137,169,213
"1102",175,95,213
"1103",141,113,211
"1104",29,21,211
"1105",49,163,211
"1106",107,21,210
"1107",161,15,210
"1108",101,47,209
"1109",169,67,209
"1110",199,59,209
"1111",43,161,209
"1112",203,19,208
"1113",203,39,208
"1114",49,115,208
"1115",105,167,207
"1116",125,113,205
"1117",19,99,205
"1118",49,197,205
"1119",157,55,204
"1120",181,55,204
"1121",195,89,204
"1122",85,141,204
"1123",93,141,204
"1124",97,99,203
"1125",21,107,202
"1126",193,55,201
"1127",177,89,200
"1128",31,41,200
"1129",161,197,199
"1130",3,77,199
"1131",31,115,198
"1132",73,31,198
"1133",57,17,197
"1134",119,197,196
"1135",125,109,196
"1136",43,167,196
"1137",115,49,195
"1138",97,141,195
"1139",137,119,194
"1140",191,121,194
"1141",57,113,194
"1142",29,183,193
"1143",197,53,192
"1144",21,29,192
"1145",93,91,192
"1146",107,19,191
"1147",119,137,191
"1148",193,199,191
"1149",31,119,191
"1150",141,85,189
"1151",29,51,189
"1152",39,203,189
"1153",143,155,188
"1154",179,161,188
"1155",35,19,188
"1156",89,177,188
"1157",167,57,187
"1158",179,109,187
"1159",113,73,186
"1160",151,199,186
"1161",187,67,186
"1162",75,49,186
"1163",159,121,185
"1164",183,115,184
"1165",113,125,183
"1166",199,151,183
"1167",37,63,183
"1168",67,187,183
"1169",81,51,183
"1170",97,19,183
"1171",113,11,182
"1172",57,167,182
"1173",41,113,180
"1174",77,3,180
"1175",99,19,180
"1176",109,125,178
"1177",155,143,178
"1178",161,141,178
"1179",199,189,178
"1180",119,21,177
"1181",121,159,177
"1182",161,43,177
"1183",109,179,176
"1184",143,43,176
"1185",119,115,175
"1186",169,167,174
"1187",51,29,174
"1188",73,197,174
"1189",101,79,173
"1190",113,141,173
"1191",145,27,173
"1192",167,99,173
"1193",115,137,172
"1194",197,119,172
"1195",203,57,172
"1196",203,31,171
"1197",33,29,171
"1198",197,49,170
"1199",31,183,170
"1200",57,203,170
"1201",31,29,169
"1202",55,193,169
"1203",77,119,169
"1204",11,113,168
"1205",161,179,168
"1206",23,119,168
"1207",33,35,168
"1208",113,41,167
"1209",21,49,167
"1210",177,111,166
"1211",31,107,166
"1212",137,115,165
"1213",141,161,165
"1214",167,203,165
"1215",113,137,164
"1216",167,109,164
"1217",53,31,164
"1218",113,57,163
"1219",99,167,163
"1220",135,113,162
"1221",115,51,161
"1222",167,169,161
"1223",115,119,160
"1224",149,17,160
"1225",167,63,160
"1226",203,167,160
"1227",183,147,159
"1228",199,3,159
"1229",201,161,159
"1230",49,21,159
"1231",113,163,157
"1232",197,195,157
"1233",3,199,157
"1234",87,163,157
"1235",107,197,156
"1236",11,203,156
"1237",11,43,156
"1238",141,11,156
"1239",29,33,156
"1240",49,113,156
"1241",49,75,156
"1242",17,57,155
"1243",75,43,155
"1244",179,43,154
"1245",21,119,154
"1246",119,107,152
"1247",163,113,152
"1248",183,167,152
"1249",39,105,151
"1250",95,203,151
"1251",115,105,150
"1252",23,51,150
"1253",27,145,150
"1254",41,35,150
"1255",49,199,150
"1256",73,123,150
"1257",91,183,150
"1258",105,93,149
"1259",113,49,149
"1260",17,149,149
"1261",183,197,149
"1262",43,143,148
"1263",81,87,148
"1264",29,167,147
"1265",81,19,147
"1266",121,5,145
"1267",37,161,145
"1268",43,75,145
"1269",55,119,145
"1270",203,197,144
"1271",81,127,144
"1272",103,73,143
"1273",159,23,143
"1274",161,201,143
"1275",19,89,143
"1276",95,31,143
"1277",159,29,142
"1278",179,187,142
"1279",21,137,142
"1280",5,121,142
"1281",91,49,142
"1282",115,183,141
"1283",167,51,141
"1284",83,137,141
"1285",85,195,141
"1286",167,29,140
"1287",23,159,140
"1288",107,203,139
"1289",109,161,139
"1290",11,141,139
"1291",125,137,139
"1292",167,139,139
"1293",19,201,139
"1294",133,27,138
"1295",19,23,138
"1296",199,119,138
"1297",77,153,138
"1298",163,87,137
"1299",23,19,137
"1300",81,31,137
"1301",105,115,136
"1302",109,73,136
"1303",177,43,136
"1304",63,73,136
"1305",73,113,136
"1306",87,81,136
"1307",121,145,135
"1308",135,27,135
"1309",197,107,135
"1310",43,11,135
"1311",43,179,135
"1312",85,43,135
"1313",147,173,134
"1314",179,135,134
"1315",19,81,134
"1316",43,177,134
"1317",49,91,134
"1318",159,35,133
"1319",167,49,133
"1320",27,133,133
"1321",51,81,133
"1322",81,181,133
"1323",113,161,132
"1324",145,121,132
"1325",147,53,132
"1326",189,199,132
"1327",49,191,132
"1328",55,191,132
"1329",203,95,131
"1330",113,111,130
"1331",121,29,130
"1332",159,193,130
"1333",203,11,130
"1334",21,139,130
"1335",31,203,130
"1336",7,99,130
"1337",89,19,130
"1338",13,119,129
"1339",153,77,129
"1340",19,119,129
"1341",9,109,129
"1342",161,37,128
"1343",167,9,128
"1344",203,107,128
"1345",55,49,128
"1346",63,167,128
"1347",133,189,127
"1348",187,179,127
"1349",93,113,127
"1350",103,111,126
"1351",111,177,126
"1352",115,197,126
"1353",137,83,126
"1354",27,135,126
"1355",41,167,126
"1356",51,167,126
"1357",69,199,126
"1358",109,167,125
"1359",137,113,125
"1360",179,63,125
"1361",25,101,125
"1362",35,41,125
"1363",103,7,124
"1364",119,23,124
"1365",137,125,124
"1366",191,49,124
"1367",51,115,124
"1368",77,121,124
"1369",9,167,124
"1370",107,119,123
"1371",119,77,123
"1372",139,21,123
"1373",79,101,123
"1374",19,21,122
"1375",203,73,122
"1376",113,93,121
"1377",181,145,121
"1378",203,201,121
"1379",105,39,120
"1380",143,63,120
"1381",161,113,120
"1382",191,55,120
"1383",197,203,120
"1384",145,181,119
"1385",189,133,119
"1386",197,115,119
"1387",21,113,119
"1388",89,161,119
"1389",119,19,118
"1390",119,199,118
"1391",161,109,118
"1392",165,127,118
"1393",29,159,118
"1394",53,147,118
"1395",93,11,118
"1396",11,93,117
"1397",139,167,117
"1398",177,37,117
"1399",19,51,117
"1400",201,203,117
"1401",37,113,117
"1402",183,179,116
"1403",49,167,116
"1404",113,21,115
"1405",117,27,115
"1406",119,143,115
"1407",119,179,115
"1408",135,107,114
"1409",21,19,114
"1410",45,33,114
"1411",7,103,114
"1412",95,195,114
"1413",195,197,113
"1414",31,53,113
"1415",121,77,112
"1416",147,183,112
"1417",183,23,112
"1418",35,159,112
"1419",83,135,112
"1420",93,105,112
"1421",143,135,111
"1422",165,181,111
"1423",41,23,111
"1424",43,85,111
"1425",119,35,110
"1426",143,39,110
"1427",19,121,110
"1428",193,159,110
"1429",199,19,110
"1430",37,177,110
"1431",63,143,110
"1432",11,89,109
"1433",111,113,109
