,GEOID,ALAND
685,17043841205,1840034
686,17043842100,3913524
687,17043844701,2686413
688,17043842000,2992416
689,17043841603,16108952
690,17043840104,3583947
691,17043844601,12566828
692,17043845602,2667767
693,17029001200,7829694
694,17043842900,2267645
695,17043840201,8827136
696,17043841401,8679531
697,17043840101,9897291
698,17029000100,440698405
699,17031811401,1456660
700,17031811301,2944686
701,17031750600,1316350
702,17031812600,629191
703,17031803008,2516545
704,17031805110,1938897
705,17031805111,3858253
706,17031805112,2995546
707,17031805201,1831780
708,17031820300,1388690
709,17031820400,2526266
710,17031820902,2267569
711,17031821001,1973793
712,17031827805,2880160
713,17031828000,2549886
714,17031828100,2355654
715,17031828202,2407554
716,17031283100,212435
717,17031283800,376238
718,17031410700,259922
719,17031410800,249520
720,17031829000,2301596
721,17031410900,387624
722,17031411000,745934
723,17031411100,283282
724,17031411200,402991
725,17031460600,260611
726,17031460700,422623
727,17031460400,652525
728,17031460500,1277228
729,17031461000,561859
730,17031829200,2638718
731,17031829301,3270161
732,17031829302,1921015
733,17031829401,1098510
734,17031805202,1567950
735,17031805301,1055443
736,17031805302,1549942
737,17031805401,2620006
738,17031770400,5175589
739,17031800100,3167133
740,17031800300,3233913
741,17031812900,1117349
742,17031813000,833025
743,17031813100,992592
744,17031800500,3396166
745,17031821101,1720124
746,17031821102,1968487
747,17031821300,1752587
748,17099963300,3582147
749,17031821002,2216277
750,17031828401,3788013
751,17031828402,3859035
752,17031828504,10563104
753,17031420100,761045
754,17031420200,277261
755,17031420400,245128
756,17031420700,650530
757,17117956900,16832922
758,17025972200,281170396
759,17025972100,36663576
760,17025971900,458063579
761,17025972000,436918189
762,17137951800,2764000
763,17121952400,8667896
764,17137951900,6431066
765,17137952100,18098218
766,17053961800,12190828
767,17053961600,389468367
768,17053961700,437077933
769,17053961900,401784828
770,17043841327,6905982
771,17043841315,2173655
772,17043841604,14134289
773,17053962000,17168172
774,17071973300,221312168
775,17071973400,315148738
776,17071973500,444616449
777,17185957400,9401621
778,17177001100,2862032
779,17185957300,22305193
780,17141961000,349141696
781,17141961700,36316133
782,17141961300,385809269
783,17141961500,278828331
784,17141961100,100489698
785,17141960800,375519001
786,17141961600,30227232
787,17141961200,62651581
788,17141960900,126448234
789,17141960700,198067895
790,17141961400,21404647
791,17129010300,349246575
792,17163504500,18268989
793,17111870905,3558467
794,17089851904,8844788
795,17089852001,18964095
796,17089852002,8053237
797,17089852003,9428795
798,17089852601,6020962
799,17089852700,4628554
800,17171970600,317504926
801,17195000500,7396329
802,17069970900,189104127
803,17175951400,337466017
804,17175951500,408690153
805,17195000200,191386871
806,17195001400,9977286
807,17195000700,160709562
808,17195001700,18390108
809,17195001200,2472812
810,17195000300,58848769
811,17195000100,289781972
812,17195001300,3058885
813,17195000900,48944072
814,17195001100,3886141
815,17195000600,352619268
816,17195000800,329792004
817,17113001402,7924708
818,17089850302,3834981
819,17089850400,4499676
820,17089851101,1564432
821,17089850105,8122224
822,17031061902,275608
823,17031030102,113330
824,17031030103,86631
825,17031030706,392423
826,17031030601,150064
827,17031081202,204321
828,17031063303,236591
829,17113001200,2670291
830,17113001303,748492
831,17031252102,668487
832,17113001500,887457
833,17113001600,1141375
834,17113001700,916530
835,17031220901,293288
836,17031210602,381387
837,17031220602,464110
838,17031220601,189121
839,17031040401,385796
840,17031252202,637446
841,17031833900,677853
842,17167003700,219955989
843,17031770601,2767944
844,17031806103,2710682
845,17031802610,1281200
846,17031802609,974033
847,17031804610,1637254
848,17031770201,2811950
849,17043842704,2260012
850,17043843700,1996366
851,17043843800,2048245
852,17043843900,1498885
853,17153971000,272331600
854,17153971100,243893617
855,17031804308,2279541
856,17031820605,1586071
857,17031836300,137523
858,17031834500,464133
859,17031835900,647443
860,17031836000,505740
861,17031836200,813762
862,17043844100,1759291
863,17031834400,586494
864,17031834300,1911637
865,17197880420,4501076
866,17197883521,2473459
867,17197980100,3965516
868,17019000302,432039
869,17019000301,456544
870,17019000402,323642
871,17019000401,254569
872,17019005702,17577488
873,17019005701,2610800
874,17043843200,2300455
875,17043843500,2713693
876,17197883513,5425390
877,17043842800,2416582
878,17043843000,2783187
879,17113001800,3405700
880,17113002101,10428595
881,17113002102,33796605
882,17031070101,532229
883,17031110501,791607
884,17031030104,110578
885,17031081401,281790
886,17031430102,454086
887,17031770902,1164799
888,17031824121,1739354
889,17037002200,1242174
890,17031430101,327083
891,17031804109,2367604
892,17031804507,15406010
893,17031804611,2557336
894,17031824004,22708440
895,17031824006,15249626
896,17031252101,829724
897,17031010501,202133
898,17031020701,591396
899,17043844201,3549747
900,17143003700,155779725
901,17143003602,15487397
902,17143004400,3243393
903,17143004200,4810509
904,17031010201,504464
905,17031760801,1300063
906,17031839000,485696
907,17031440201,531454
908,17031540101,3357305
909,17031802004,1072961
910,17031802003,1712240
911,17031803013,1991944
912,17031802608,4380135
913,17031803015,3306120
914,17031803014,1266240
915,17031834000,984825
916,17167000600,6668047
917,17167000700,2079714
918,17167000800,1265015
919,17167000900,1428452
920,17167001001,2475215
921,17167001100,1962920
922,17167001800,1771717
923,17167001900,1398371
924,17167002100,2857019
925,17167002200,1502220
926,17167002300,1378041
927,17097861609,3261635
928,17167001004,2586399
929,17167002600,1757304
930,17167002801,1852095
931,17167002802,5913583
932,17095000900,11232090
933,17095000800,1493240
934,17095000500,17214457
935,17095001400,294826966
936,17095000600,2246652
937,17095000400,30778651
938,17095001600,482427717
939,17095001100,6260046
940,17095000300,14438413
941,17095001500,110690400
942,17095000100,520714099
943,17095001200,67050009
944,17057953600,5853215
945,17107953200,9049499
946,17107953300,8075905
947,17107953400,10239848
948,17095000700,3591040
949,17167000202,4069929
950,17167004000,356539747
951,17167003201,11497429
952,17167000300,4925954
953,17167002000,6416641
954,17167000400,3000600
955,17047957100,17484308
956,17047956900,289722767
957,17167003901,107051725
958,17167003500,548131092
959,17167003802,71337026
960,17167002500,5305399
961,17167003601,98618574
962,17167000100,31727951
963,17167003100,30270426
964,17167003203,69104009
965,17167000201,5901636
966,17167003000,23277361
967,17167001400,729196
968,17167003400,97437512
969,17167003202,71613839
970,17167003602,15177073
971,17077011200,12021240
972,17047957000,268805394
973,17167002400,4642390
974,17167003300,182067134
975,17167003603,82916990
976,17077010800,29434148
977,17077010400,116445242
978,17077010100,327155889
979,17077010700,13227521
980,17077011600,113687019
981,17057953500,27264505
982,17057953400,1855301
983,17057952800,10988110
984,17057953800,32177808
985,17057953200,183100642
986,17057953100,485289600
987,17057952900,355784690
988,17057953000,401068564
989,17057953700,358106280
990,17057953900,366282248
991,17057953300,14363908
992,17179021102,5527022
993,17167001200,1530868
994,17167001300,1332191
995,17167001500,867404
996,17167001700,998616
997,17121952200,384434879
998,17121951700,400804283
999,17113005201,32185552
1000,17113000102,2934966
1001,17043841316,4124362
1002,17197883401,6769867
1003,17031812801,317375
1004,17179021101,4942890
1005,17143001800,1328467
1006,17143001900,689241
1007,17143002000,1284658
1008,17143002100,2923383
1009,17193958000,7778228
1010,17193958100,11619598
1011,17031832200,399739
1012,17031836700,1227830
1013,17031836800,801875
1014,17031836600,634181
1015,17031833000,1312133
1016,17201002700,1362107
1017,17201002800,1485683
1018,17201002900,630180
1019,17031842500,1075294
1020,17031841800,1643102
1021,17031980100,2981781
1022,17031842800,1516560
1023,17031843800,1309516
1024,17197883804,5862442
1025,17201002600,1476996
1026,17197880306,7380999
1027,17197880115,1288790
1028,17197880116,1403839
1029,17031841000,1056049
1030,17031836500,468075
1031,17031843900,1478136
1032,17031834200,975440
1033,17031842200,1407941
1034,17031838000,538297
1035,17031010702,357548
1036,17031010503,194213
1037,17031010502,180386
1038,17031010701,429692
1039,17031020902,501889
1040,17031020302,639920
1041,17031020601,591326
1042,17089851500,1025975
1043,17089851801,9404123
1044,17031020301,825541
1045,17031760803,760718
1046,17031530501,1296493
1047,17031530503,1598487
1048,17031650301,985558
1049,17031650302,661844
1050,17031530502,706252
1051,17063000103,45550126
1052,17007010300,3938510
1053,17091010202,60837119
1054,17091010701,27978603
1055,17031803611,1120122
1056,17063000102,40576218
1057,17031831300,576183
1058,17031831400,2104282
1059,17031837000,412544
1060,17197880121,14715820
1061,17197880313,6164038
1062,17197880117,3021308
1063,17197880701,3969204
1064,17197880418,2228119
1065,17197883212,22173472
1066,17197883509,48049839
1067,17007010100,8938364
1068,17167001003,1193086
1069,17043842711,5118099
1070,17031842400,1968582
1071,17031832100,222094
1072,17043841003,2874096
1073,17201003000,813045
1074,17201003100,1661218
1075,17201003200,1458432
1076,17201003300,2274467
1077,17201003400,2394658
1078,17031020802,644017
1079,17031020702,704327
1080,17031020801,655953
1081,17031040202,588656
1082,17031040201,721413
1083,17031040402,602582
1084,17031031501,159412
1085,17031081201,185124
1086,17031063301,93840
1087,17031490901,845452
1088,17089852202,11652575
1089,17089852300,1249953
1090,17031490902,1196066
1091,17031301801,694937
1092,17031700301,1275707
1093,17031301702,330989
1094,17031700401,1482529
1095,17031803612,671966
1096,17031803702,3430188
1097,17089852401,44362736
1098,17089852402,34758917
1099,17089852500,14045825
1100,17031804713,1636054
1101,17031804309,2042642
1102,17031804510,1403373
1103,17031837100,745370
1104,17031837400,591450
1105,17031837800,1005364
1106,17031837300,368498
1107,17031841500,432305
1108,17031838700,658085
1109,17197880602,2972542
1110,17197881009,7652957
1111,17197880415,6048567
1112,17197880410,4577254
1113,17197883305,7110172
1114,17197883904,93916868
1115,17197883903,93780219
1116,17043846004,4399230
1117,17043845902,8539546
1118,17043845402,2984243
1119,17043845401,3026898
1120,17043845811,2632501
1121,17097861108,3822863
1122,17031150501,698792
1123,17031150401,738023
1124,17031150502,684583
1125,17031110502,649329
1126,17031150402,662508
1127,17031140302,421895
1128,17031140301,164129
1129,17031700302,1319649
1130,17031580501,492117
1131,17031580502,494416
1132,17031730201,998832
1133,17031301802,345011
1134,17031440101,377008
1135,17031301701,330773
1136,17201003500,2233791
1137,17201003602,4141301
1138,17201003605,2206191
1139,17031804509,2155196
1140,17031804511,915695
1141,17031804609,3856659
1142,17031804608,2713928
1143,17031806202,1204349
1144,17031839100,1101979
1145,17031833100,922811
1146,17031838100,820733
1147,17031833300,477330
1148,17031838200,1157568
1149,17089850702,114158895
1150,17089850202,2425871
1151,17089850201,2411312
1152,17089854400,10285081
1153,17089850701,140188152
1154,17089853004,3619811
1155,17089854002,9866160
1156,17089852201,2782778
1157,17089852904,2135891
1158,17089852403,282008445
1159,17197880601,2400178
1160,17197880414,3558705
1161,17197883209,2581912
1162,17089851600,1912635
1163,17197881010,16217334
1164,17197881007,22685298
1165,17197883511,3657567
1166,17197883809,20305346
1167,17197883810,4774332
1168,17197880305,2928326
1169,17043845807,6028140
1170,17089852806,9903698
1171,17043846604,3223569
1172,17097861107,3124075
1173,17097863003,2367681
1174,17097863005,1019796
1175,17097861610,3356782
1176,17097866100,1700350
1177,17031140702,427095
1178,17031140602,384380
1179,17031140701,228328
1180,17031160502,310887
1181,17031160602,570721
1182,17031151002,637151
1183,17031151001,330135
1184,17031190402,653980
1185,17031431301,404025
1186,17031431302,437419
1187,17031460302,648832
1188,17031460301,485612
1189,17031700501,1670340
1190,17031700502,1722969
1191,17031210601,273651
1192,17031812302,677387
1193,17031812802,370744
1194,17163503404,32670556
1195,17163503414,9283628
1196,17163503411,7618604
1197,17163503906,119543580
1198,17201003708,6795736
1199,17201003709,2094644
1200,17201003606,1488284
1201,17031812301,603513
1202,17197880903,2333991
1203,17031160601,328031
1204,17031813802,584419
1205,17031813701,667532
1206,17031820603,2679935
1207,17031841100,1117345
1208,17031840200,826355
1209,17163504352,7349796
1210,17031841300,1345364
1211,17031840700,541526
1212,17031841600,159365
1213,17031841700,266794
1214,17119401903,39898563
1215,17163503304,24275185
1216,17119403534,30790497
1217,17119403604,7413949
1218,17197881108,17152243
1219,17197881402,1294232
1220,17163503322,9916810
1221,17197883208,2590202
1222,17197881012,5241494
1223,17197880307,2709078
1224,17197880309,5152624
1225,17197880203,2214070
1226,17197880114,1916277
1227,17197883605,1127896
1228,17197880412,3655731
1229,17133600101,15287574
1230,17133600102,101737403
1231,17031190602,621354
1232,17031190401,655475
1233,17031190702,383493
1234,17031191302,631185
1235,17031190601,690034
1236,17031191301,674995
1237,17031200402,386205
1238,17031200401,402815
1239,17031220902,330304
1240,17031210501,313076
1241,17031061901,161112
1242,17083010402,287557123
1243,17083010401,69258624
1244,17037001300,2464676
1245,17037001800,377896826
1246,17163504600,3120772
1247,17163503202,64945273
1248,17031840800,328679
1249,17031030703,198290
1250,17031081403,331289
1251,17031030702,22158
1252,17031440102,627506
1253,17031440202,781698
1254,17031824113,7654663
1255,17031825304,2336080
1256,17031830008,11832095
1257,17031803012,1470718
1258,17031802607,1855278
1259,17031841400,242487
1260,17031830500,3827807
1261,17031840100,332956
1262,17031840400,977537
1263,17031839200,650846
1264,17201003710,4834993
1265,17031835500,914549
1266,17119404000,4402429
1267,17197881011,2625783
1268,17197881116,6048578
1269,17197883519,7175713
1270,17197883516,10438831
1271,17197881601,1095196
