,GEOID,ALAND
1272,17197882802,2787522
1273,17197883216,2593760
1274,17197880507,2657737
1275,17197880505,5916311
1276,17197880905,1171967
1277,17197881401,1935353
1278,17197882701,1174583
1279,17031804404,3099600
1280,17197880419,5535443
1281,17197883517,3589818
1282,17043846408,3830946
1283,17089851102,1531629
1284,17089852102,17838827
1285,17089852807,11505979
1286,17089852101,20017868
1287,17089852805,5248033
1288,17089851905,18470107
1289,17089851907,4361588
1290,17089851909,2502805
1291,17089850101,6231761
1292,17089850103,10803398
1293,17113005800,3313646
1294,17163503324,4597205
1295,17043841113,1667886
1296,17043841111,2206249
1297,17043841704,5329860
1298,17069971000,270330958
1299,17201003808,4321521
1300,17201003809,4282592
1301,17043841112,3016664
1302,17043841323,1266353
1303,17201000104,2203275
1304,17201004200,169956386
1305,17163503332,5798137
1306,17089854600,1853363
1307,17043841326,13669387
1308,17043841314,3154709
1309,17043841404,4533054
1310,17043841313,6618575
1311,17043841325,2589063
1312,17201003604,1308697
1313,17201004300,183173101
1314,17201002200,12898186
1315,17201003904,13016534
1316,17201003601,18512697
1317,17201000300,3890259
1318,17201003705,64049974
1319,17201004100,260448819
1320,17201004001,24480416
1321,17201003707,10544131
1322,17201003903,38470361
1323,17201001200,1103673
1324,17201003805,15991573
1325,17201000501,3916399
1326,17201000502,3227033
1327,17043841504,1416646
1328,17043841607,3585786
1329,17043846412,2509574
1330,17043846410,2179854
1331,17043846411,5796507
1332,17201000105,4019324
1333,17201000200,2956807
1334,17201000401,1300052
1335,17201000402,2630000
1336,17089854900,7089477
1337,17089854800,15816638
1338,17163503800,10165498
1339,17201003706,14003197
1340,17201003801,97724304
1341,17201003901,67612033
1342,17201004002,11139161
1343,17201000101,4452813
1344,17043841902,1268149
1345,17043844305,2000523
1346,17201000103,1896175
1347,17201003807,30838509
1348,17201004003,12166405
1349,17201002100,4240130
1350,17201003806,22827997
1351,17043846106,5160401
1352,17043844802,2992441
1353,17043844902,2949551
1354,17043846003,3358714
1355,17137952300,308805938
1356,17137951600,6311282
1357,17137952000,9953384
1358,17137951400,275045841
1359,17137951700,4034361
1360,17137952200,368397175
1361,17137951500,473742834
1362,17161024200,10343964
1363,17133600401,61330435
1364,17037002000,9809588
1365,17037002100,7235227
1366,17037000800,17984026
1367,17087980000,3495114
1368,17163504355,9765746
1369,17201000504,5941865
1370,17163503323,11939865
1371,17163503334,6114276
1372,17163503413,5499541
1373,17163501605,1939214
1374,17197883304,152343493
1375,17201000506,4032152
1376,17201000507,4544726
1377,17201000510,3921488
1378,17163504354,5183717
1379,17163501604,3356817
1380,17163503402,18100253
1381,17007010602,87898547
1382,17163504351,3098931
1383,17201000511,5175819
1384,17063000300,5202965
1385,17063000900,101962819
1386,17063000700,92298567
1387,17063000200,223174222
1388,17063000400,8709229
1389,17063000800,51429244
1390,17063000500,124070861
1391,17063000600,389966284
1392,17201000513,5248009
1393,17201000600,2840312
1394,17201000800,1266281
1395,17163503100,88575212
1396,17163502404,24703409
1397,17163504002,351952373
1398,17163503412,19107162
1399,17163504001,179941790
1400,17163501400,2085684
1401,17119402802,134884213
1402,17201000514,11420546
1403,17197880310,10753462
1404,17197883307,79950332
1405,17197880408,2101784
1406,17119401400,3047781
1407,17119403801,180219869
1408,17119400903,47342003
1409,17119403121,15993585
1410,17119402721,44055316
1411,17119401800,11498763
1412,17119400700,4793830
1413,17119401200,6112710
1414,17163503904,53455224
1415,17163503903,70586634
1416,17163503905,12004302
1417,17031828900,3195418
1418,17019010100,15164685
1419,17043843602,1656859
1420,17043843601,1554578
1421,17043844307,2502480
1422,17043844306,1863977
1423,17043844502,4216745
1424,17197883603,8331536
1425,17197883700,2013395
1426,17197883806,25176631
1427,17031804804,4843441
1428,17043845506,1598466
1429,17043845810,1854099
1430,17043845809,3697927
1431,17197881005,5191180
1432,17197883902,116132137
1433,17197881002,11051793
1434,17197882900,6772126
1435,17043846311,2291813
1436,17043846105,2546844
1437,17197883504,17849890
1438,17197883803,2206131
1439,17043846312,2357410
1440,17043846315,3109695
1441,17043846313,4299221
1442,17043846209,2319397
1443,17043846208,2385496
1444,17043846514,3516448
1445,17043846409,7177036
1446,17043846522,2079312
1447,17043846518,2479316
1448,17043846515,2336876
1449,17031030604,198296
1450,17031031502,161705
1451,17031081402,589626
1452,17031080201,135375
1453,17031760802,6189567
1454,17031140601,272123
1455,17031070102,124703
1456,17197880404,22240244
1457,17043841312,10077172
1458,17043841320,1515804
1459,17043841324,1147354
1460,17185957500,27199519
1461,17185957200,519497665
1462,17031210502,345944
1463,17043840906,1807427
1464,17043840910,2586504
1465,17043841209,3482295
1466,17043840303,1462341
1467,17043846701,2101748
1468,17119400101,2309594
1469,17119400102,2130095
1470,17191955200,19782840
1471,17191955000,677665288
1472,17191955300,418122055
1473,17191954900,716404879
1474,17191955100,16835310
1475,17043841606,2280549
1476,17043841703,2670008
1477,17159978300,505495257
1478,17159977900,410744097
1479,17159978100,4926772
1480,17159978000,7491041
1481,17159978200,3826929
1482,17043846507,4216007
1483,17043846519,4562653
1484,17043846511,2498662
1485,17043846517,3326332
1486,17043841208,5154993
1487,17043841403,5470195
1488,17043844304,1474201
1489,17043840704,3346676
1490,17043840705,4867197
1491,17043840706,3230180
1492,17043840703,2526942
1493,17043846521,3317143
1494,17043846523,2114946
1495,17043846310,1261440
1496,17043845808,3549018
1497,17043845505,2553795
1498,17043845507,2323340
1499,17043845509,1800852
1500,17111871105,3349062
1501,17111871207,3188451
1502,17037001001,18005525
1503,17043840304,2791035
1504,17043841308,18894129
1505,17043841310,7855256
1506,17043841110,1644871
1507,17043840907,3821267
1508,17043840904,5233762
1509,17043844801,2754993
1510,17043844901,1361138
1511,17043842710,3552582
1512,17043844501,3934757
1513,17049950600,31690294
1514,17049950300,199483411
1515,17049950100,139891752
1516,17049950800,46126379
1517,17049950500,315547929
1518,17049950200,267137374
1519,17049950400,227220678
1520,17049950700,12909750
1521,17043846314,2399944
1522,17043841901,1660242
1523,17099961702,153421788
1524,17089851302,866567
1525,17089854302,2517256
1526,17089851301,820624
1527,17089850106,14698914
1528,17089851910,7656281
1529,17089851908,4475571
1530,17087977800,312181887
1531,17113001404,4462535
1532,17113001106,1539247
1533,17113005101,16423497
1534,17113001403,4637413
1535,17059972700,416688023
1536,17087977700,188473045
1537,17087977600,386118770
1538,17043841109,1230025
1539,17043846702,8164383
1540,17043840908,4382282
1541,17043840911,1326040
1542,17043843302,1475197
1543,17043841004,2475162
1544,17059972800,419852681
1545,17089853005,2376068
1546,17089854504,34385830
1547,17089852606,5864189
1548,17089852808,8546060
1549,17089852907,3176170
1550,17089853006,1530651
1551,17089854301,1168589
1552,17089853007,1981014
1553,17089852803,7582312
1554,17115001200,2518370
1555,17021958300,13432665
1556,17031540102,5297055
1557,17031700402,1148944
1558,17183011000,46609390
1559,17183010702,43537933
1560,17097864402,21211844
1561,17097864403,21453331
1562,17097864407,14913100
1563,17097864408,9661313
1564,17097864511,6603635
1565,17097864512,6464596
1566,17031830100,1597026
1567,17097865802,2589387
1568,17097862401,860342
1569,17097865700,5466206
1570,17031830201,2900376
1571,17031830300,2291775
1572,17031830400,2404852
1573,17031812700,638933
1574,17031030800,567414
1575,17031031100,549965
1576,17031811702,2722714
1577,17031812100,1040870
1578,17031821800,2147413
1579,17031821900,1905035
1580,17031822000,1240338
1581,17031822101,1861189
1582,17031828601,2918060
1583,17031828602,2334847
1584,17031828701,6792132
1585,17031828702,11026903
1586,17031822900,814250
1587,17037001002,3477267
1588,17097864409,3336646
1589,17031031300,632210
1590,17097864410,4068577
1591,17097864411,9396125
1592,17097864412,5593177
1593,17031031900,257670
1594,17031813500,824363
1595,17031813600,701701
1596,17031822102,2243695
1597,17031822200,1396248
1598,17031822301,1449751
1599,17031822302,1595918
1600,17031822500,1819234
1601,17031828802,1629732
1602,17197880202,29089985
1603,17197883100,33188902
1604,17197883602,63225415
1605,17197881200,6067433
1606,17197882200,3357106
1607,17091011100,60153270
1608,17091011500,2547229
1609,17089852903,7310455
1610,17089852905,3473913
1611,17089853001,6814588
1612,17161024102,93116997
1613,17031813900,686988
1614,17031822601,1792135
1615,17031822701,1078062
1616,17031822702,1298804
1617,17031822801,1149740
1618,17031823002,2007866
1619,17031814000,624154
1620,17031814100,1300127
1621,17031814200,2449564
1622,17031814300,907133
1623,17031814400,1665055
1624,17031823101,1633867
1625,17031823302,5529558
1626,17031823303,2004696
1627,17031823500,1112872
1628,17031814500,1157814
1629,17031814600,825815
1630,17031814800,1430917
1631,17031814900,619046
1632,17031815000,537626
1633,17031815100,666562
1634,17031823602,4847240
1635,17031823604,3563789
1636,17127970400,10378500
1637,17097863201,3661474
1638,17097863202,9369310
1639,17097863300,4920393
1640,17031823605,3287629
1641,17031823702,3898288
1642,17031160501,345248
1643,17031815200,1448697
1644,17031815300,780746
1645,17031815400,1413266
1646,17031815500,1525999
1647,17031823704,1949667
1648,17031823705,1955334
1649,17031824108,3870263
1650,17031815800,1968110
1651,17097864505,12763239
1652,17031815900,662838
1653,17031816000,1262897
1654,17031816200,1920949
1655,17031824507,5142988
1656,17031824602,3606403
1657,17031824701,1734808
1658,17031824702,2202632
1659,17031825200,2367741
1660,17031040100,1972511
1661,17117957000,108570907
1662,17117956000,11868262
1663,17117956400,13299235
1664,17031040300,752565
1665,17117957200,7447622
1666,17117956700,179164234
1667,17117956800,188372801
1668,17117956300,477554884
1669,17117956100,145233825
1670,17117956600,167093364
1671,17117956200,437440820
1672,17031816300,923658
1673,17031816401,659144
1674,17031816402,1029660
1675,17031816600,869761
1676,17097861301,2844411
1677,17019005800,1437376
1678,17019006000,11205591
1679,17097861504,7337969
1680,17097861506,6767912
1681,17031816700,1131236
1682,17031825503,5084458
1683,17031825504,2617942
1684,17031825505,5167660
1685,17031825700,4804119
1686,17097863100,1751144
1687,17197883206,2581671
1688,17097860302,1656059
1689,17097860400,10607967
1690,17097860600,9051528
1691,17197880105,3516401
1692,17197880107,2742798
1693,17197880109,3199844
1694,17197880106,1374860
1695,17097862000,1652747
1696,17097862100,1398449
1697,17097862200,4732323
1698,17097862604,2610110
1699,17097862605,2813257
1700,17097862800,3228556
1701,17097862901,1996226
1702,17097862902,904741
1703,17197880111,1375023
1704,17197880112,1031211
1705,17197880113,1571905
1706,17197881006,2616473
1707,17197881500,1785954
1708,17197881700,1750711
1709,17097860805,9438470
1710,17097860806,5128891
1711,17097860810,23080562
1712,17075950500,212059779
1713,17075950300,398023823
1714,17075950800,448244696
1715,17075950400,11195129
1716,17075950600,169652625
1717,17075950100,481581157
1718,17075950900,427256214
1719,17075950200,362174844
1720,17075950700,383851424
1721,17167002900,6129562
1722,17167003604,6943389
1723,17167003801,29039410
1724,17167003902,93627524
1725,17167000504,2048753
1726,17019005500,10090327
1727,17019005600,20571255
1728,17197881800,1199274
1729,17197881900,862627
1730,17097862502,1258325
1731,17097862603,2913662
1732,17197882000,1672331
1733,17197882400,1137577
1734,17197882500,1024092
1735,17197881105,20056614
1736,17197880502,14360261
1737,17197882300,4765670
1738,17197883000,8273472
1739,17197881001,19981218
1740,17197882100,1259913
1741,17031808800,1932175
1742,17183000200,2232167
1743,17097860906,16563342
1744,17097861007,8952427
1745,17097864522,6496098
1746,17097864516,3082250
1747,17097861902,3860527
1748,17097860104,12266322
1749,17097862700,936742
1750,17077011400,4846830
1751,17031611600,315136
1752,17031340400,290316
1753,17031816800,4775515
1754,17031770700,4677383
1755,17031806102,3295963
1756,17031430700,189450
1757,17031808100,4896434
1758,17031804810,3044191
1759,17097861604,14751364
1760,17031808500,2425583
1761,17031800200,6956429
1762,17031191000,434313
1763,17097860811,17538318
1764,17179020800,2946590
1765,17097860903,6092588
1766,17097860904,13947521
1767,17183000400,16028910
1768,17097861607,4853588
1769,17097861701,8920516
1770,17097861804,1296274
1771,17097861901,3934753
1772,17091012000,3375652
1773,17197884003,10019931
1774,17197880417,4342596
1775,17089854501,92494889
1776,17029000200,391714393
1777,17029000600,365258303
1778,17029001100,4686329
1779,17161022300,2665330
1780,17097863801,8713878
1781,17031170900,320577
1782,17031171000,1393039
1783,17031171100,666147
1784,17031180100,1071402
1785,17031190100,316148
1786,17031222200,231074
1787,17031222500,158354
1788,17031222600,160604
1789,17031251500,683926
1790,17031251600,480786
1791,17031251700,486655
1792,17031251800,997741
1793,17031251900,632452
1794,17031252000,624594
1795,17031130300,721103
1796,17161020700,655648
1797,17161020200,28404874
1798,17161020900,3545867
1799,17161024103,382772145
1800,17161020100,283706170
1801,17161020400,29561415
1802,17161024101,130645582
1803,17031821500,4197000
1804,17031190200,660108
1805,17031190300,660302
1806,17031190800,661317
1807,17031260100,325451
1808,17031260200,328451
1809,17091010602,10215760
1810,17091010702,25273532
1811,17091010201,127781950
1812,17091010601,26193722
1813,17031530100,649937
1814,17031061800,82769
1815,17031828201,3644062
1816,17031825000,5848101
1817,17031824300,4021339
1818,17031824601,3409579
1819,17031818500,5618668
1820,17031823400,5160343
1821,17031830005,7007312
1822,17031410200,64827
1823,17031803606,1517505
1824,17031222900,218387
1825,17031241000,207513
1826,17031825400,7465733
1827,17031200300,250668
1828,17031824505,2703741
1829,17031824800,4626559
1830,17031803608,15535516
1831,17031190900,314637
1832,17031191200,705577
1833,17031200100,584862
1834,17031200200,818684
1835,17031823001,3644304
1836,17031222700,224935
1837,17031230100,166340
1838,17031230200,214283
1839,17031230300,106482
1840,17031230400,338516
1841,17031230500,526593
1842,17031351100,347265
1843,17031827500,6868914
1844,17031807600,4413911
1845,17031804201,76735431
1846,17031826201,6036538
1847,17031770500,6754579
1848,17031081700,359199
1849,17031820201,13225822
1850,17031820202,21861734
1851,17031611700,328310
1852,17031819700,2427717
1853,17031300500,271031
1854,17031816100,6119835
1855,17031818700,1530847
1856,17031817300,733391
1857,17031381500,108677
1858,17031420500,245980
1859,17031811500,2820905
1860,17031081500,284635
1861,17031081600,128834
1862,17119403701,183827361
1863,17031081800,701139
1864,17031081900,137297
1865,17031222800,111384
1866,17031050800,162818
1867,17031210100,836118
1868,17031210400,421549
1869,17031230700,647089
1870,17031230800,204403
1871,17031230900,451725
1872,17119403533,23885357
1873,17119403702,235286254
1874,17119403603,7575071
1875,17119404100,50584293
1876,17031823200,7502426
1877,17031820502,3645914
1878,17031820901,11561425
1879,17031550200,5093938
1880,17031823304,3557491
1881,17031820700,4983928
1882,17031822602,2478764
1883,17031670500,622494
1884,17031820104,3277658
1885,17031580800,183294
1886,17031805109,2573294
1887,17031811800,3695328
1888,17031380700,244481
1889,17031770300,14379521
1890,17031804603,11859086
1891,17031836400,799114
1892,17031230600,1010886
1893,17031242300,328316
1894,17031242200,326986
1895,17031032100,431027
1896,17031828300,11629735
1897,17031824900,5552383
1898,17031827801,2841100
1899,17031801500,10119481
1900,17031806002,2316161
1901,17031811701,7244520
1902,17031823803,5361945
1903,17031820800,5632378
1904,17031300800,325846
1905,17031060900,499066
1906,17031061000,172815
1907,17031210700,497304
1908,17031817500,1888113
1909,17031818300,3173557
1910,17031291600,220340
1911,17031400400,326944
1912,17031816500,3487184
1913,17097862300,1477788
1914,17097862402,796897
1915,17097862501,1182515
1916,17097860905,9047269
1917,17097861303,1326728
1918,17097861304,1294131
1919,17097861402,14743247
1920,17097861403,1992498
1921,17097861404,2078450
1922,17031560400,339633
1923,17031710700,490083
1924,17077011700,21337414
1925,17019010300,8425285
1926,17019001206,2457102
1927,17031550100,7189486
1928,17077010900,49779882
1929,17077010300,544237594
1930,17077011100,870409
1931,17097864101,62191311
1932,17097863604,3329982
1933,17077010600,67132336
1934,17077011000,26165306
1935,17077010200,185098780
1936,17097861010,9624272
1937,17097861608,2676859
1938,17097860301,1603275
1939,17097864517,3715698
1940,17097861507,7789402
1941,17097861508,4325722
1942,17097861509,6061038
1943,17097861510,3989039
1944,17097861603,19722650
1945,17073030900,2337720
1946,17073030400,455341256
1947,17073031100,43346711
1948,17033880200,176877324
1949,17033880400,4939895
1950,17033880300,9360666
1951,17033880100,363087383
1952,17033880600,422639275
1953,17033880500,172126712
1954,17097990000,0
1955,17031283200,236547
1956,17031100500,1957557
1957,17031801607,5578920
1958,17031804106,3985972
1959,17031801606,6282273
1960,17097861803,3953696
1961,17097860809,8401053
1962,17097861105,3440687
1963,17097864515,6739598
1964,17097860500,2061646
1965,17097861008,3540215
1966,17097861009,5854194
1967,17097861011,6763193
1968,17097861012,14844963
1969,17097861013,4091238
1970,17099963100,12127668
1971,17061973800,589215302
1972,17061973900,8981398
1973,17061973600,569092758
1974,17061973700,11599100
1975,17061974000,227576348
1976,17113000301,2053159
1977,17113000302,8650168
1978,17041952000,466068523
1979,17041952300,273551600
1980,17041952200,9560908
1981,17041952400,149737627
1982,17041952100,180191518
1983,17031220701,266386
1984,17031063302,121199
1985,17031252201,386790
1986,17031660302,491837
1987,17031660301,163782
1988,17031730202,872692
1989,17031813302,647220
1990,17031813702,374768
1991,17031813301,647921
1992,17031802403,561475
1993,17031803016,1029774
1994,17031803701,1485728
1995,17031804108,1214480
1996,17031804715,848760
1997,17031835600,917505
1998,17031840000,591217
1999,17113000501,1509232
2000,17113000502,1510858
2001,17031835700,190190
2002,17031836100,860471
2003,17095001300,25065961
2004,17031834600,1562221
2005,17031843600,410895
2006,17113000504,7121205
2007,17113000505,5062409
2008,17113001103,4061654
2009,17113001104,18980861
2010,17197882702,949168
2011,17197882602,1039444
2012,17197883210,5102155
2013,17197883214,3925221
2014,17197883213,7719973
2015,17197881301,1186709
2016,17197881111,3182944
2017,17197881113,13870494
2018,17197881115,4263022
2019,17121952600,1876635
2020,17121952700,8517979
2021,17121952300,111928860
2022,17121951800,43078146
2023,17121951600,399021623
2024,17121951900,96018515
2025,17121952100,9453097
2026,17121952000,12073008
2027,17095001000,6921362
2028,17095000200,260476612
2029,17101881000,4044370
2030,17101881100,32819994
2031,17173959300,17668906
2032,17173959400,352749509
2033,17173959500,430060397
2034,17173959200,398125318
2035,17173959600,421307654
2036,17173959100,344620929
2037,17001001100,12840514
2038,17031810301,1726894
2039,17167001600,3003544
2040,17167002700,6755202
2041,17031221000,220053
2042,17031221100,440042
2043,17031242800,439630
2044,17031242900,323819
2045,17031243000,324548
2046,17031243100,324004
2047,17031243200,323850
2048,17031243300,327093
2049,17031243400,329156
2050,17031071400,640573
2051,17101880700,505421580
2052,17031110400,933971
2053,17031150600,656191
2054,17031150700,662396
2055,17031150800,661051
2056,17101880900,32633201
2057,17101880800,389018986
2058,17031151100,660846
2059,17031151200,655584
2060,17031241500,302473
2061,17031241100,330814
2062,17031241600,293931
2063,17031241300,164087
2064,17031241400,518625
2065,17161022600,2376370
2066,17031243500,657221
2067,17031250200,499204
2068,17031250300,617326
2069,17031250400,1309879
2070,17031250500,2061581
2071,17031071500,895866
2072,17031071800,323370
2073,17001010500,48668107
2074,17001010200,387454770
2075,17001010300,771879095
2076,17001000500,1262517
2077,17001010100,574561439
2078,17001010400,176820021
2079,17001000202,1514956
2080,17001010600,206242319
2081,17031080100,265446
2082,17031080300,361504
2083,17031080400,327241
2084,17031160100,593563
2085,17031160200,957173
2086,17031160300,426175
2087,17031160400,657337
2088,17031160700,773893
2089,17031221300,330104
2090,17031221500,304903
2091,17031221400,355032
2092,17031250600,647765
2093,17031250700,662320
2094,17031250800,574711
2095,17031251000,466955
2096,17031251100,496455
2097,17031051400,346283
2098,17031060100,325545
2099,17031060300,319839
2100,17031060800,181490
2101,17199020201,22344971
2102,17031160800,657623
2103,17031160900,657736
2104,17031161000,426501
2105,17031161100,576830
2106,17031161200,517850
2107,17031161300,497601
2108,17031170100,1014644
2109,17031221600,327555
2110,17031242100,327980
2111,17031242000,326757
2112,17031251200,662289
2113,17031251300,653465
2114,17031051300,322017
2115,17001000600,2730589
2116,17001000700,1356916
2117,17031600700,447251
2118,17031600900,382319
2119,17119400904,4229367
2120,17031821200,2943051
2121,17031672000,995092
2122,17001000800,2367423
2123,17149952600,668464275
2124,17149952800,540915300
2125,17149952500,315556722
2126,17149952400,598342328
2127,17031710900,990948
2128,17031711000,654358
2129,17001000900,1797929
2130,17001001001,1629646
2131,17149952700,29912100
2132,17031711100,653926
2133,17031711200,1102231
2134,17031711500,649295
2135,17031711300,350019
2136,17031711400,745157
2137,17031270500,561347
2138,17031271200,329808
2139,17031271300,327413
2140,17031271400,328376
2141,17031350100,567876
2142,17031350400,201454
2143,17031351000,821383
2144,17031351400,323957
2145,17031360200,232044
2146,17031430400,548002
2147,17031430600,333359
2148,17031430800,328071
2149,17031430500,342833
2150,17031430900,336518
2151,17001000100,12937185
2152,17001000201,3206335
2153,17031610300,2383657
2154,17031681000,652466
2155,17031681100,652438
2156,17031680500,326856
2157,17031803400,3077022
2158,17031803500,2951704
2159,17031803604,2518649
2160,17001001002,3076710
2161,17031680900,1032879
2162,17031803607,2531011
2163,17031809400,1009703
2164,17031809500,706468
2165,17031809600,1300137
2166,17031809700,1323074
2167,17031809800,597774
2168,17031809900,765552
2169,17031810000,1109877
2170,17031825501,6026987
2171,17031720100,1965312
2172,17031824400,3129445
2173,17031720200,1672473
2174,17031720300,1264753
2175,17031720400,663284
2176,17031720500,1042167
2177,17031720600,582372
2178,17031720700,1049859
2179,17031040600,331259
2180,17031040700,342084
2181,17031040800,217717
2182,17031816900,1470777
2183,17001000400,4458010
2184,17031817000,2174406
2185,17031817101,988837
2186,17031817102,1542532
2187,17031825801,2445029
2188,17031825802,1497069
2189,17031825803,1746042
2190,17031825900,1612665
2191,17031826000,1956133
2192,17031380100,438048
2193,17031380200,215130
2194,17031431200,655295
2195,17031431400,1084987
2196,17031803902,2201658
2197,17031804000,2532233
2198,17031804104,2911330
2199,17031810100,723779
2200,17031810200,883828
2201,17031823801,45140305
2202,17031050100,334634
2203,17031610800,331962
2204,17031611000,571300
2205,17031611100,326779
2206,17031611300,327029
2207,17031611400,326619
2208,17031611500,487798
2209,17031611900,612381
2210,17031681200,774319
2211,17031810302,781827
2212,17031810400,2319247
2213,17031810701,629767
2214,17031810702,686174
2215,17031810600,1534759
2216,17031817200,1091131
2217,17031817400,1094405
2218,17031817600,1034542
2219,17031691200,1003068
2220,17031691100,675743
2221,17031730100,656951
2222,17031730300,297371
2223,17031730400,1285204
2224,17031817700,1451540
2225,17031818100,1333677
2226,17031826100,3530817
2227,17031826301,2464187
2228,17031826303,1557566
2229,17031826304,1274939
2230,17031730500,1317608
2231,17031730600,1007256
2232,17031802801,2926591
2233,17031380500,191451
2234,17031381200,258553
2235,17031381400,316691
2236,17031381700,196802
2237,17031440300,1295106
2238,17031804706,1676836
2239,17031804710,2204120
2240,17031810800,989819
2241,17031810900,1065680
2242,17031811000,1571278
2243,17031612000,325911
2244,17031612100,326357
2245,17031620100,837583
2246,17031620200,577060
2247,17031620300,992183
2248,17031620400,656282
2249,17031630100,508073
2250,17031810501,2272696
2251,17031810502,1793871
2252,17031812200,1482580
2253,17031818200,2000861
2254,17031818402,1273645
2255,17031818800,1821565
2256,17031818900,1482926
2257,17031826402,2023806
2258,17031826600,1512447
2259,17031826700,1114602
2260,17031826901,1310901
2261,17031826902,704658
2262,17031730700,988114
2263,17031740100,891330
2264,17031740200,1962882
2265,17031740300,1320728
2266,17031740400,2838803
2267,17031803005,3050591
2268,17031803007,2567306
2269,17067954300,769387812
2270,17067954000,264153068
2271,17067954100,35071885
2272,17067954200,348466357
2273,17067953700,378935157
2274,17067953900,245113627
2275,17067953800,14670786
2276,17031805701,2755195
2277,17031804803,5658766
2278,17031191100,822433
2279,17031804105,12782814
2280,17031120100,2789745
2281,17031804705,1910225
2282,17031803603,10117580
2283,17031820101,6970926
2284,17103000700,436982137
2285,17103000300,13373020
2286,17097863902,3150702
2287,17097863903,3242450
2288,17097863904,4756529
2289,17097864001,5964249
2290,17097864002,4536077
2291,17031611200,327038
2292,17031300900,327299
2293,17031061100,173036
2294,17031061500,162913
2295,17031062000,224975
2296,17031062100,244805
2297,17031062200,242322
2298,17031827901,4077203
2299,17031829500,5131290
2300,17031090200,1529762
2301,17031090100,933123
2302,17031829100,2620208
2303,17031824503,12286921
2304,17031824106,8553858
2305,17031801608,6810865
2306,17031805901,3709721
2307,17103000100,414257652
2308,17103000900,433904706
2309,17103000500,93158545
2310,17103000800,207404794
2311,17031802605,5250966
2312,17031826401,3000488
2313,17031260400,328225
2314,17103000600,5158223
2315,17103000200,251748011
2316,17103000400,21201979
2317,17031351500,166221
2318,17031811200,3427329
2319,17031770800,3925188
2320,17031804102,8402922
2321,17031804305,2929117
2322,17031803800,3334531
2323,17031210800,162930
2324,17031210900,555364
2325,17031803901,5641205
2326,17031801601,6479641
2327,17031803610,4358533
2328,17031800900,2132398
2329,17031081100,102996
2330,17031063000,324350
2331,17031241200,328119
2332,17031031200,326475
2333,17031062500,161003
2334,17031062600,330019
2335,17031062700,325098
2336,17031062800,325609
2337,17031062900,325739
2338,17031062400,162936
2339,17031063100,159625
2340,17043841318,3035556
2341,17031063200,366779
2342,17031063400,158851
2343,17031090300,475842
2344,17031100100,1182384
2345,17031100300,2286205
2346,17097864105,8802619
2347,17097864106,4620523
2348,17031140100,282494
2349,17031140200,394455
2350,17031140400,1181559
2351,17031140500,452819
2352,17031800800,4148396
2353,17031242700,175572
2354,17097864513,7919701
2355,17097864514,3529085
2356,17097864519,2513084
2357,17043846104,3615830
2358,17043844602,4847985
2359,17043844702,4813420
2360,17031070200,341404
2361,17031070300,324412
2362,17031070400,324363
2363,17031070500,305415
2364,17031070600,343156
2365,17019010603,50592283
2366,17019010604,258165312
2367,17019005402,15050874
2368,17201003711,65098148
2369,17019005401,4768476
2370,17201980000,10608827
2371,17031070700,646549
2372,17031100400,971799
2373,17031100600,1282466
2374,17031100700,1215251
2375,17031110200,596253
2376,17031150200,1326781
2377,17031150300,1326511
2378,17097864107,9681759
2379,17097864108,2666304
2380,17097864203,18807067
2381,17097864204,12299652
2382,17043845704,2454682
2383,17043845802,2778486
2384,17111870302,13069561
2385,17111871109,2690345
2386,17111871209,5792166
2387,17111871310,3929329
2388,17111871500,213219640
2389,17111871600,9365183
2390,17031140800,714363
2391,17031231200,656674
2392,17031231100,176381
2393,17031242400,328052
2394,17031242500,309814
2395,17043843301,1768813
2396,17043841207,814791
2397,17043841210,3345009
2398,17043841706,4126141
2399,17043842709,2435315
2400,17043841321,2511586
2401,17043841503,1153577
2402,17043841605,19200872
2403,17043845508,2296402
2404,17043845000,2668071
2405,17019011100,1078531
2406,17089850703,106390673
2407,17043846413,5310419
2408,17097864520,4583399
2409,17097864521,4477884
2410,17097864601,10781031
2411,17097864602,5951951
2412,17097864700,5777943
2413,17031120200,2394584
2414,17031120300,2055073
2415,17031120400,1064699
2416,17043845200,2353820
2417,17043845300,2700143
2418,17031231500,999706
2419,17043846513,1836294
2420,17043846510,1970130
2421,17043841705,4108110
2422,17043844002,2094674
2423,17043845510,1273781
2424,17043845901,5979242
2425,17097864205,22632976
2426,17097864206,5277240
2427,17097864303,12488111
2428,17097864306,11686984
2429,17043845502,1873363
2430,17031071100,325455
2431,17097864307,16427564
2432,17031071000,324639
2433,17031071200,325200
2434,17031071300,309582
2435,17031110300,1210672
2436,17043845805,4454698
2437,17031220300,326095
2438,17031220400,329548
2439,17031220500,334922
2440,17031240300,166319
2441,17031240500,233801
2442,17097864802,6510458
2443,17097864901,3045879
2444,17097864903,2840737
2445,17097864904,2325315
2446,17097864801,7282996
2447,17097865000,2692251
2448,17031060400,325028
2449,17031060500,228276
2450,17031240800,168897
2451,17031240600,165380
2452,17031240700,165872
2453,17031240900,958058
2454,17043846002,8236738
2455,17043846201,2802028
2456,17043846202,3079084
2457,17031242600,475743
2458,17043845601,2224925
2459,17043845701,2651283
2460,17089853008,2519736
2461,17089852906,9491674
2462,17031803100,1738132
2463,17097864308,10172318
