GEOID,Area_Name,percent2,income2,percent3,income3,percent4,income4,percent5,income5,percent6,income6,percent7,income7
1400000US17113001302,"Census Tract 13.02, McLean County, Illinois",29.8,88929,31.9,59318,23.4,60417,9.6,-,5.3,-,0,-
1400000US17113001303,"Census Tract 13.03, McLean County, Illinois",37.9,55000,21.6,77955,20.3,-,15.7,61000,0,-,4.6,-
1400000US17113001402,"Census Tract 14.02, McLean County, Illinois",42.1,100489,18,137778,30.1,104821,9.1,141161,0,-,0.6,-
1400000US17113001403,"Census Tract 14.03, McLean County, Illinois",46.9,56500,27.5,80385,15.2,85938,6.7,100000,0,-,3.7,-
1400000US17113001404,"Census Tract 14.04, McLean County, Illinois",49.4,37341,29.8,33550,8.5,-,4.8,"2,500-",0.6,-,6.9,38833
1400000US17113001500,"Census Tract 15, McLean County, Illinois",26,70417,34.1,42917,21.9,30893,12,49141,4.4,26667,1.5,-
1400000US17113001600,"Census Tract 16, McLean County, Illinois",41.4,-,26.3,-,10.2,31875,13.5,28672,3.9,-,4.6,-
1400000US17113001700,"Census Tract 17, McLean County, Illinois",46.7,41944,26.5,-,22.9,79279,2,-,2,-,0,-
1400000US17113001800,"Census Tract 18, McLean County, Illinois",61,80313,19.2,101905,10.9,133667,8.9,105104,0,-,0,-
1400000US17113002101,"Census Tract 21.01, McLean County, Illinois",60,60278,21.8,79222,11.2,74167,5.3,67226,1.7,-,0,-
1400000US17113002102,"Census Tract 21.02, McLean County, Illinois",57.5,126094,18.5,86750,15.4,119615,6.6,198750,2,-,0,-
1400000US17113005101,"Census Tract 51.01, McLean County, Illinois",39.2,130833,21.6,127054,25,143836,7.4,169877,5.7,91658,1.2,-
1400000US17113005102,"Census Tract 51.02, McLean County, Illinois",47,87857,18.2,81979,22.7,129479,9.1,96528,1.9,110592,1,-
1400000US17113005201,"Census Tract 52.01, McLean County, Illinois",61,105962,22.8,149821,11.5,106458,3.6,-,1,-,0,-
1400000US17113005202,"Census Tract 52.02, McLean County, Illinois",44.1,80455,22.7,84519,19.3,138125,8,78750,2.8,73750,3.1,-
1400000US17113005400,"Census Tract 54, McLean County, Illinois",37.6,85234,24.4,98333,25.1,130000,8.4,121875,2.3,109083,2.2,106596
1400000US17113005501,"Census Tract 55.01, McLean County, Illinois",51.9,74688,24.4,91149,15.3,127917,3.3,-,5.1,-,0,-
1400000US17113005502,"Census Tract 55.02, McLean County, Illinois",46.2,80469,25.7,68750,14.2,109750,6.7,109750,6.4,144583,0.7,41250
1400000US17113005601,"Census Tract 56.01, McLean County, Illinois",52,57222,21.5,100833,20.2,58333,2,73750,3.6,136250,0.7,-
1400000US17113005602,"Census Tract 56.02, McLean County, Illinois",50.5,81667,26.5,88281,16.6,79792,3.9,51250,0.5,-,2,76250
1400000US17113005700,"Census Tract 57, McLean County, Illinois",55.2,73583,15.9,59643,19,102656,5.9,64861,3.9,160172,0.1,-
1400000US17113005800,"Census Tract 58, McLean County, Illinois",63.3,65583,24,73450,12.8,98594,0,-,0,-,0,-
1400000US17113005900,"Census Tract 59, McLean County, Illinois",49.5,88828,30,95739,13.1,-,0,-,7.3,-,0,-
1400000US17113006000,"Census Tract 60, McLean County, Illinois",57.1,94375,18.5,82500,9.2,105385,10.1,63438,4,126542,1.1,-
1400000US17115000200,"Census Tract 2, Macon County, Illinois",51.9,28924,13.5,23750,10.5,-,12.2,-,9.6,-,2.4,-
1400000US17115000300,"Census Tract 3, Macon County, Illinois",39.8,48563,26.2,39504,14.2,-,12.7,-,3.2,-,3.9,-
1400000US17115000400,"Census Tract 4, Macon County, Illinois",49.6,-,22.1,-,14.7,-,11,98438,1.1,-,1.5,-
1400000US17115000500,"Census Tract 5, Macon County, Illinois",41.2,55962,38.9,-,7.8,80875,5.6,-,6,-,0.4,-
1400000US17115000600,"Census Tract 6, Macon County, Illinois",32.8,27734,33.1,-,17,-,3.8,-,13.2,21719,0,-
1400000US17115000900,"Census Tract 9, Macon County, Illinois",41.4,29766,21.1,39038,12.1,-,21.4,37404,4,-,0,-
1400000US17115001000,"Census Tract 10, Macon County, Illinois",65.1,37292,8,-,22.2,-,4.7,-,0,-,0,-
1400000US17115001100,"Census Tract 11, Macon County, Illinois",60.3,50521,26,-,7.7,56563,0.7,-,4.4,-,0.7,-
1400000US17115001200,"Census Tract 12, Macon County, Illinois",46.9,55250,18.9,-,7,57250,7,-,12.1,-,8.1,-
1400000US17115001300,"Census Tract 13, Macon County, Illinois",60.2,73889,17.2,93906,12.2,79427,7.4,93864,0,-,3,150833
1400000US17115001400,"Census Tract 14, Macon County, Illinois",72.2,71452,14.8,64432,9.7,88542,1.2,-,2.1,-,0,-
1400000US17115001500,"Census Tract 15, Macon County, Illinois",60.7,74940,17.8,87750,15.8,64432,3.4,83438,1.8,-,0.5,-
1400000US17115001600,"Census Tract 16, Macon County, Illinois",50.3,43750,14.7,82917,22.5,86071,3.8,-,8.7,61071,0,-
1400000US17115001700,"Census Tract 17, Macon County, Illinois",51.4,58542,27.7,65625,14.2,51875,2.8,-,3.9,-,0,-
1400000US17115001801,"Census Tract 18.01, Macon County, Illinois",55.9,62788,13.4,109375,16.4,77159,7,101111,7.3,-,0,-
1400000US17115001802,"Census Tract 18.02, Macon County, Illinois",66.8,47125,16.4,54135,11.7,73125,5.2,-,0,-,0,-
1400000US17115001900,"Census Tract 19, Macon County, Illinois",60.2,37778,18.8,-,14.5,-,2.8,-,3.8,-,0,-
1400000US17115002000,"Census Tract 20, Macon County, Illinois",50.9,35288,11.9,48641,18,49871,9.8,-,8.5,21055,0.8,-
1400000US17115002100,"Census Tract 21, Macon County, Illinois",52.2,32750,20.8,25114,13.7,-,9.8,-,3.5,-,0,-
1400000US17115002200,"Census Tract 22, Macon County, Illinois",49.1,54773,25,85978,15.4,101250,8.8,115469,1.6,97614,0.1,-
1400000US17115002300,"Census Tract 23, Macon County, Illinois",58.3,77054,16.9,83929,10.6,82386,9.2,-,3.2,102188,1.8,-
1400000US17115002401,"Census Tract 24.01, Macon County, Illinois",68.8,87146,15,-,9.5,157938,5.4,102000,1.4,-,0,-
1400000US17115002402,"Census Tract 24.02, Macon County, Illinois",63,75938,16,64464,13.8,150804,5.8,-,1.5,-,0,-
1400000US17115002500,"Census Tract 25, Macon County, Illinois",54.9,82906,18.1,111755,12.4,96635,8.6,103750,4.9,"250,000+",1.2,-
1400000US17115002601,"Census Tract 26.01, Macon County, Illinois",63,69107,9.2,96333,22.8,99427,4,115500,1,-,0,-
1400000US17115002602,"Census Tract 26.02, Macon County, Illinois",53.5,60278,30.2,98611,10.5,83750,3.5,118750,1.5,-,0.9,-
1400000US17115002700,"Census Tract 27, Macon County, Illinois",45.2,70833,28.5,51786,15.2,77917,5.2,66250,4.1,79107,1.8,128036
1400000US17115002800,"Census Tract 28, Macon County, Illinois",55.5,70000,21,65000,14.1,89500,7.5,83636,1.6,123542,0.2,-
1400000US17115002901,"Census Tract 29.01, Macon County, Illinois",51.3,69286,21,163542,19,122024,6.8,123438,0.4,-,1.4,-
1400000US17115002902,"Census Tract 29.02, Macon County, Illinois",47.8,72894,24.7,77075,21.1,126250,4.7,102321,1.8,-,0,-
1400000US17115002903,"Census Tract 29.03, Macon County, Illinois",53.6,46635,25.7,-,10.6,-,7,-,3.1,-,0,-
1400000US17115002904,"Census Tract 29.04, Macon County, Illinois",68.2,61750,10.2,83750,20.4,95790,1.2,-,0,-,0,-
1400000US17115003000,"Census Tract 30, Macon County, Illinois",50.9,68088,20.7,74135,19.8,85833,5.3,111354,3.4,117727,0,-
1400000US17115003100,"Census Tract 31, Macon County, Illinois",30.3,21314,39.6,13393,20.6,"2,500-",2.8,-,4.3,-,2.5,-
1400000US17117956000,"Census Tract 9560, Macoupin County, Illinois",44.9,53750,23,105139,20.2,90313,3,-,8.8,-,0,-
1400000US17117956100,"Census Tract 9561, Macoupin County, Illinois",56.2,64342,20.1,83869,13.1,64844,6.4,-,1.9,-,2.3,-
1400000US17117956200,"Census Tract 9562, Macoupin County, Illinois",60.6,55469,13.5,63214,19.3,71563,5.6,91125,0.4,86250,0.6,-
1400000US17117956300,"Census Tract 9563, Macoupin County, Illinois",49,71458,26.7,105972,16.6,131771,6.4,82188,1.3,-,0,-
1400000US17117956400,"Census Tract 9564, Macoupin County, Illinois",54.4,58833,21.7,51979,9,93274,11.9,80813,1.4,-,1.6,-
1400000US17117956500,"Census Tract 9565, Macoupin County, Illinois",54.2,80366,19.6,61875,16.8,119773,8.8,96029,0.6,-,0,-
1400000US17117956600,"Census Tract 9566, Macoupin County, Illinois",52.3,63993,23.5,74643,14.4,90000,3,-,6.3,121042,0.4,-
1400000US17117956700,"Census Tract 9567, Macoupin County, Illinois",47.2,63077,27.5,64938,17.2,111574,5.2,70625,1.2,-,1.7,99091
1400000US17117956800,"Census Tract 9568, Macoupin County, Illinois",55.1,54722,21.3,81705,14.9,86563,5.6,123375,3,-,0,-
1400000US17117956900,"Census Tract 9569, Macoupin County, Illinois",47.2,43824,26.4,60732,23.5,-,1.9,-,0,-,0.9,-
1400000US17117957000,"Census Tract 9570, Macoupin County, Illinois",52.4,55500,15.7,47143,20.1,68750,6.3,75417,1.2,40000,4.3,-
1400000US17117957100,"Census Tract 9571, Macoupin County, Illinois",46.6,60972,22.1,58704,24.9,76250,6.4,83810,0,-,0,-
1400000US17117957200,"Census Tract 9572, Macoupin County, Illinois",53.2,57097,18.4,-,19.7,56616,5.9,82744,2.8,-,0,-
1400000US17119400101,"Census Tract 4001.01, Madison County, Illinois",52.2,57216,29.8,64167,14,-,1.6,-,2,-,0.5,-
1400000US17119400102,"Census Tract 4001.02, Madison County, Illinois",56.4,56585,26.1,52870,13.1,13000,0.4,-,4,-,0,-
1400000US17119400200,"Census Tract 4002, Madison County, Illinois",47.5,42159,20.5,38750,14.8,49702,16.3,-,0,-,0.9,-
1400000US17119400600,"Census Tract 4006, Madison County, Illinois",54.5,19257,29.4,23750,5.8,65250,0,-,2.5,-,7.8,-
1400000US17119400700,"Census Tract 4007, Madison County, Illinois",37.2,24643,30,27262,30,26765,1.1,-,0,-,1.7,-
1400000US17119400801,"Census Tract 4008.01, Madison County, Illinois",46.9,59327,19.8,100500,23.6,97656,6.4,-,3.3,143750,0,-
1400000US17119400802,"Census Tract 4008.02, Madison County, Illinois",43.3,47742,26.6,71397,15.8,59293,12.5,73116,1.7,-,0,-
1400000US17119400903,"Census Tract 4009.03, Madison County, Illinois",47.1,40169,27.2,59900,16.9,-,7.4,-,1.3,-,0,-
1400000US17119400904,"Census Tract 4009.04, Madison County, Illinois",48.2,54427,25.4,86875,19.9,87955,6.5,97944,0,-,0,-
1400000US17119400951,"Census Tract 4009.51, Madison County, Illinois",53.6,83359,22.8,72270,12.4,-,8.2,122750,1.6,-,1.4,-
1400000US17119400952,"Census Tract 4009.52, Madison County, Illinois",38.3,66989,36.7,70764,11.3,-,9.2,60833,2.6,-,1.8,-
1400000US17119401000,"Census Tract 4010, Madison County, Illinois",53.8,43988,17.9,37083,16,67292,8.6,77500,3,-,0.6,-
1400000US17119401100,"Census Tract 4011, Madison County, Illinois",47.1,49112,25.7,51964,18.1,92212,5.7,72768,2.3,-,1.1,-
1400000US17119401200,"Census Tract 4012, Madison County, Illinois",55.1,48333,19.1,75357,17.6,-,8.2,-,0,-,0,-
1400000US17119401300,"Census Tract 4013, Madison County, Illinois",45.7,38665,25.3,58828,21.9,-,1.6,-,1.7,-,3.7,-
1400000US17119401400,"Census Tract 4014, Madison County, Illinois",57.6,58269,9.5,79554,23,79189,3.4,113750,6.6,28700,0,-
1400000US17119401500,"Census Tract 4015, Madison County, Illinois",41,47500,32.3,41944,17.9,67404,2.4,-,6.5,-,0,-
1400000US17119401701,"Census Tract 4017.01, Madison County, Illinois",41.5,41154,19.1,41500,28.8,43571,4.7,-,1,-,4.9,-
1400000US17119401721,"Census Tract 4017.21, Madison County, Illinois",38.4,69302,23.3,83417,31.9,88814,5.3,108036,0,-,1.2,-
1400000US17119401722,"Census Tract 4017.22, Madison County, Illinois",40,44871,37.4,82969,13.2,74464,8.4,-,0,-,0.9,-
1400000US17119401800,"Census Tract 4018, Madison County, Illinois",51.3,63472,32.8,95578,10.8,74943,5.2,53831,0,-,0,-
1400000US17119401901,"Census Tract 4019.01, Madison County, Illinois",57.2,69732,21.4,63281,16.5,71167,2.2,-,2.7,-,0,-
1400000US17119401903,"Census Tract 4019.03, Madison County, Illinois",48.1,54643,28.8,53438,13,-,8.2,-,1,-,0.8,-
1400000US17119401904,"Census Tract 4019.04, Madison County, Illinois",51.8,72813,20.1,101875,12.6,87813,8.5,-,7,-,0,-
1400000US17119402000,"Census Tract 4020, Madison County, Illinois",50.4,53508,20.5,45439,16.8,-,5.2,27500,3.3,100074,3.8,-
1400000US17119402100,"Census Tract 4021, Madison County, Illinois",46.5,42344,24.1,21033,12.9,48456,15.1,20858,1.3,-,0,-
1400000US17119402200,"Census Tract 4022, Madison County, Illinois",44.3,78750,26.9,58393,12.7,85850,16.2,39643,0,-,0,-
1400000US17119402300,"Census Tract 4023, Madison County, Illinois",43,67500,36,80924,11.6,-,8.5,-,0,-,1,-
1400000US17119402400,"Census Tract 4024, Madison County, Illinois",56.7,45625,11.3,75781,31.4,-,0.6,-,0,-,0,-
1400000US17119402500,"Census Tract 4025, Madison County, Illinois",45.2,39313,23.1,44167,10.5,-,14.1,84280,4.6,-,2.5,-
1400000US17119402600,"Census Tract 4026, Madison County, Illinois",36.7,39300,36.7,26389,16,27700,7.5,-,3.1,-,0,-
1400000US17119402701,"Census Tract 4027.01, Madison County, Illinois",45.6,78042,18.8,105580,25.3,91827,7.2,80804,3.1,84338,0,-
1400000US17119402721,"Census Tract 4027.21, Madison County, Illinois",52,74189,25.7,70703,13,90783,2.9,-,4.9,140841,1.6,-
1400000US17119402722,"Census Tract 4027.22, Madison County, Illinois",57.9,74537,15.3,134167,13.2,161094,9.7,52368,3.8,-,0,-
1400000US17119402801,"Census Tract 4028.01, Madison County, Illinois",57.9,88875,21.9,75250,12.1,143224,6.1,105250,1,-,1,-
1400000US17119402802,"Census Tract 4028.02, Madison County, Illinois",55.6,81495,17.1,107596,18.5,110313,3.3,98472,5.4,140515,0,-
1400000US17119402803,"Census Tract 4028.03, Madison County, Illinois",50.3,64257,14.4,84844,24.6,148194,5.4,97143,2.8,-,2.4,206250
1400000US17119402900,"Census Tract 4029, Madison County, Illinois",42.1,62656,18.2,111198,27.4,81336,12.3,135635,0,-,0,-
1400000US17119403001,"Census Tract 4030.01, Madison County, Illinois",53.8,66923,18.6,102955,15.7,113977,9.6,100469,0,-,2.4,-
1400000US17119403002,"Census Tract 4030.02, Madison County, Illinois",39.5,86023,22.2,95224,26.7,91583,9.8,129432,1.8,-,0,-
1400000US17119403101,"Census Tract 4031.01, Madison County, Illinois",47.3,88079,22.4,134063,17.6,87955,7.1,207500,5.6,-,0,-
1400000US17119403121,"Census Tract 4031.21, Madison County, Illinois",42.2,84097,25.1,132426,22.1,123780,10.1,121118,0.6,-,0,-
1400000US17119403122,"Census Tract 4031.22, Madison County, Illinois",39.8,57411,25.6,120071,18.7,128750,12,148681,3.9,190441,0,-
1400000US17119403200,"Census Tract 4032, Madison County, Illinois",51.1,38812,18.1,66964,16.2,60956,9.2,112612,5.5,-,0,-
1400000US17119403300,"Census Tract 4033, Madison County, Illinois",49.2,42813,31.3,60192,13.2,55781,4.6,-,1,-,0.7,-
1400000US17119403401,"Census Tract 4034.01, Madison County, Illinois",43.1,72772,29.4,67273,18.8,72096,8.7,128913,0,-,0,-
1400000US17119403402,"Census Tract 4034.02, Madison County, Illinois",44.6,49104,27.7,68229,14.6,65541,12.3,-,0,-,0.8,-
1400000US17119403502,"Census Tract 4035.02, Madison County, Illinois",52.8,66099,17,118864,19.3,148977,9.2,145410,1.7,-,0,-
1400000US17119403531,"Census Tract 4035.31, Madison County, Illinois",50.3,81484,20.1,77958,17.5,100475,8.8,99485,3.3,111223,0,-
1400000US17119403532,"Census Tract 4035.32, Madison County, Illinois",35,86157,19.7,88625,31.1,135268,10.7,115139,2.4,-,1,-
1400000US17119403533,"Census Tract 4035.33, Madison County, Illinois",55.4,81875,16.4,103081,15.9,112882,8.1,110598,4.2,118750,0,-
1400000US17119403534,"Census Tract 4035.34, Madison County, Illinois",61.9,66439,13.4,138594,17.4,113346,5.8,97000,1.6,-,0,-
1400000US17119403601,"Census Tract 4036.01, Madison County, Illinois",44.8,72865,18.2,98594,24.8,94612,11.6,85588,0.6,-,0,-
1400000US17119403603,"Census Tract 4036.03, Madison County, Illinois",48.6,91875,16.8,120000,21.3,109423,8.2,107917,3.9,-,1.1,-
1400000US17119403604,"Census Tract 4036.04, Madison County, Illinois",50.8,58421,20.8,92222,15.8,101713,9.2,67813,2.1,-,1.4,-
1400000US17119403701,"Census Tract 4037.01, Madison County, Illinois",51.9,92583,10.7,118269,22.3,153345,12.2,148482,2.9,156964,0,-
1400000US17119403702,"Census Tract 4037.02, Madison County, Illinois",47.2,85703,23,99375,16.8,101806,6.7,143077,6.3,103947,0,-
1400000US17119403801,"Census Tract 4038.01, Madison County, Illinois",44.9,73984,19.5,102404,29,109042,3.6,72308,3,101207,0,-
1400000US17119403802,"Census Tract 4038.02, Madison County, Illinois",58.1,69931,16.7,76705,19,91591,4.6,74500,0.6,71250,0.9,113125
1400000US17119404000,"Census Tract 4040, Madison County, Illinois",37.5,47292,20.8,-,23.2,52820,15.9,25938,0,-,2.6,-
1400000US17119404100,"Census Tract 4041, Madison County, Illinois",54.4,47375,20.9,49375,15.1,57708,5.5,158385,2.7,-,1.5,-
1400000US17121951600,"Census Tract 9516, Marion County, Illinois",55.3,50806,10.7,58958,16.9,74917,14.9,83036,1.7,73750,0.4,-
1400000US17121951700,"Census Tract 9517, Marion County, Illinois",55.8,69286,23.9,64583,14.3,91000,4,48542,1.2,-,0.8,-
1400000US17121951800,"Census Tract 9518, Marion County, Illinois",52.6,56875,19.8,64000,17.4,65208,6.2,31250,2.6,89063,1.4,-
1400000US17121951900,"Census Tract 9519, Marion County, Illinois",46.5,61875,23.6,73125,19.9,72250,6.2,-,3.6,115375,0.3,-
1400000US17121952000,"Census Tract 9520, Marion County, Illinois",52.8,51012,23.4,66250,17,79107,6.1,29583,0.7,-,0,-
1400000US17121952100,"Census Tract 9521, Marion County, Illinois",41.9,39722,34.1,65114,10.7,51250,5.9,49038,4.3,"2,500-",3.1,-
1400000US17121952200,"Census Tract 9522, Marion County, Illinois",53.3,65313,14.1,73000,19.5,90833,9.3,69500,3.8,-,0.1,-
1400000US17121952300,"Census Tract 9523, Marion County, Illinois",60.5,69500,16.3,63438,15.1,69926,5,-,3,-,0.2,-
1400000US17121952400,"Census Tract 9524, Marion County, Illinois",55.7,74583,23.5,70800,13.5,69000,3,83281,0.6,-,3.7,-
1400000US17121952500,"Census Tract 9525, Marion County, Illinois",54.3,40911,24.7,38824,9,-,7,-,2,-,3,-
1400000US17121952600,"Census Tract 9526, Marion County, Illinois",52.6,32604,27.6,42969,4.7,38125,8.1,18571,1.8,-,5.1,-
1400000US17121952700,"Census Tract 9527, Marion County, Illinois",49.5,40685,23.6,25450,19.5,34375,6.1,41667,1.2,-,0,-
1400000US17123961100,"Census Tract 9611, Marshall County, Illinois",57.9,66806,16.5,66250,8.5,65972,10.9,72014,4.2,-,1.9,112750
1400000US17123961200,"Census Tract 9612, Marshall County, Illinois",49.8,56250,15.1,84464,19.3,92574,12.7,92917,1,-,2.1,-
1400000US17123961300,"Census Tract 9613, Marshall County, Illinois",61.3,66538,13.3,85417,16.2,112222,4.7,178750,2.3,50625,2.2,76250
1400000US17123961400,"Census Tract 9614, Marshall County, Illinois",62.8,65625,16.2,110909,14.8,64750,3,-,3.1,165769,0,-
1400000US17123961500,"Census Tract 9615, Marshall County, Illinois",61.6,59063,13.1,95625,16.3,85764,7.5,54167,1.6,-,0,-
1400000US17125956300,"Census Tract 9563, Mason County, Illinois",47.7,66324,24.6,76023,15.9,80625,9.1,69615,2.2,-,0.5,-
1400000US17125956400,"Census Tract 9564, Mason County, Illinois",58.6,46641,29.7,-,7.6,103000,1.4,-,2.7,-,0,-
1400000US17125956500,"Census Tract 9565, Mason County, Illinois",57.1,42308,12.5,-,16.1,42955,5.1,-,7.8,-,1.5,-
1400000US17125956600,"Census Tract 9566, Mason County, Illinois",51.1,63250,30.9,42500,10.9,79250,7.1,53654,0,-,0,-
1400000US17125956700,"Census Tract 9567, Mason County, Illinois",56.2,65188,16.7,93750,23.8,74028,2.2,160179,1.2,-,0,-
1400000US17125956800,"Census Tract 9568, Mason County, Illinois",53.4,44297,21.7,52750,18.5,88250,4.2,63333,1,-,1.1,-
1400000US17127970100,"Census Tract 9701, Massac County, Illinois",50.6,71036,21.7,74896,15.5,75313,6.6,81528,3.2,56800,2.4,-
1400000US17127970200,"Census Tract 9702, Massac County, Illinois",50.1,37857,18.9,60833,14.5,70250,11.4,-,5.2,82065,0,-
1400000US17127970300,"Census Tract 9703, Massac County, Illinois",50.8,44485,14,-,15.1,50750,17.2,79425,2.8,-,0,-
1400000US17127970400,"Census Tract 9704, Massac County, Illinois",44.6,32331,30.7,27440,15.4,63750,5.3,37109,4,-,0,-
1400000US17129010100,"Census Tract 101, Menard County, Illinois",43.7,78047,26.2,103750,21.5,100897,5.9,82750,2,95875,0.7,80938
1400000US17129010200,"Census Tract 102, Menard County, Illinois",58,77159,17.2,130938,15.9,93636,6.7,92750,1.7,-,0.5,-
1400000US17129010300,"Census Tract 103, Menard County, Illinois",50.8,73750,24.7,78466,15.1,86442,3.5,-,3,61250,3,-
1400000US17131040100,"Census Tract 401, Mercer County, Illinois",48.9,69203,22.5,76250,19.4,87417,7.3,58125,1.9,103125,0,-
1400000US17131040200,"Census Tract 402, Mercer County, Illinois",56.3,51458,20.1,58958,15.7,65000,4.4,76125,0.4,-,3.1,-
1400000US17131040300,"Census Tract 403, Mercer County, Illinois",56,65147,18.4,103007,12.8,88182,11.2,104306,1.5,-,0,-
1400000US17131040400,"Census Tract 404, Mercer County, Illinois",55,65273,19.1,83750,12.8,79671,7.8,82976,4.4,71397,1,-
1400000US17133600101,"Census Tract 6001.01, Monroe County, Illinois",44.7,73438,28.3,106618,18.3,118015,5.2,129917,2.9,"250,000+",0.6,-
1400000US17133600102,"Census Tract 6001.02, Monroe County, Illinois",48.6,105063,18.7,133125,25.6,172750,5.5,122083,1.2,-,0.5,-
1400000US17133600401,"Census Tract 6004.01, Monroe County, Illinois",51.2,72355,18.4,88664,19.5,123438,6.1,96488,3.1,-,1.7,-
1400000US17133600402,"Census Tract 6004.02, Monroe County, Illinois",46.8,86063,22.4,91696,19.3,126406,5.7,135521,4.8,176023,1,-
1400000US17133600501,"Census Tract 6005.01, Monroe County, Illinois",54,72819,16.6,100662,20,122969,5.9,118594,1.7,-,1.7,-
1400000US17133600502,"Census Tract 6005.02, Monroe County, Illinois",55.6,63625,18.7,79792,8.8,88438,10.8,88162,2.2,112857,3.8,64375
1400000US17135957300,"Census Tract 9573, Montgomery County, Illinois",50,62692,25.8,73095,11,91875,7.8,86750,3.2,84107,2.2,-
1400000US17135957400,"Census Tract 9574, Montgomery County, Illinois",54.4,59583,19.4,45769,11.4,82941,7,105000,1.5,-,6.2,-
1400000US17135957500,"Census Tract 9575, Montgomery County, Illinois",55,66150,15.6,73750,19.7,74107,4.6,85000,5,51307,0.2,-
1400000US17135957600,"Census Tract 9576, Montgomery County, Illinois",67.6,70610,12.3,106354,8.8,88500,5.9,85476,5.4,-,0,-
1400000US17135957700,"Census Tract 9577, Montgomery County, Illinois",47.5,55990,24.7,66806,18.4,-,8.6,-,0.8,-,0,-
1400000US17135957800,"Census Tract 9578, Montgomery County, Illinois",55.1,53482,21.1,70927,12.6,67607,7.8,31346,2.6,-,0.8,-
1400000US17135957900,"Census Tract 9579, Montgomery County, Illinois",65,56012,15.7,74417,15.8,59917,1.8,123000,0,-,1.7,-
1400000US17135958000,"Census Tract 9580, Montgomery County, Illinois",56.5,64688,20.9,47857,18.7,76136,2,63250,0.7,-,1.2,-
1400000US17137951400,"Census Tract 9514, Morgan County, Illinois",60.4,47679,13.8,52708,13.2,99750,11,56250,0.7,-,0.9,-
1400000US17137951500,"Census Tract 9515, Morgan County, Illinois",56.6,71875,19.6,83813,8.9,88750,12.7,61023,0.1,-,2.2,-
1400000US17137951600,"Census Tract 9516, Morgan County, Illinois",54.6,39773,23.5,-,16.8,48358,5.1,-,0,-,0,-
1400000US17137951700,"Census Tract 9517, Morgan County, Illinois",64.9,43472,15.1,60652,12.1,56250,5.3,-,2.6,-,0,-
1400000US17137951800,"Census Tract 9518, Morgan County, Illinois",46.3,58958,34.1,64896,9.4,80500,3.5,-,3.9,91250,2.9,-
1400000US17137951900,"Census Tract 9519, Morgan County, Illinois",56.3,49727,21.2,73542,14.1,83750,6.4,166304,2.1,-,0,-
1400000US17137952000,"Census Tract 9520, Morgan County, Illinois",61.5,51250,13.7,47554,21.3,33040,0,-,3.5,-,0,-
1400000US17137952100,"Census Tract 9521, Morgan County, Illinois",67.4,62723,9.6,40750,17.1,93750,5.8,44470,0,-,0,-
1400000US17137952200,"Census Tract 9522, Morgan County, Illinois",61.2,64600,19,68750,10.2,86473,6.4,148333,2.4,80417,0.9,135000
1400000US17137952300,"Census Tract 9523, Morgan County, Illinois",47,75139,18.2,66250,23.5,76563,7.4,51750,3.9,96563,0,-
1400000US17139976900,"Census Tract 9769, Moultrie County, Illinois",46.2,65903,23.2,66450,10.8,90833,11.9,58750,3.3,86042,4.6,240250
1400000US17139977000,"Census Tract 9770, Moultrie County, Illinois",52.5,58641,15.8,88125,15,67250,9.8,54722,4.9,-,2,"250,000+"
1400000US17139977100,"Census Tract 9771, Moultrie County, Illinois",54.7,77614,16.8,74583,17.8,92188,8.7,105972,2,73750,0,-
1400000US17139977200,"Census Tract 9772, Moultrie County, Illinois",43.6,69605,21.8,61583,26.8,68796,5.1,41125,1.8,-,0.9,-
1400000US17141960700,"Census Tract 9607, Ogle County, Illinois",48.6,91190,21.6,64861,21.2,133097,6.6,120682,1.1,-,0.9,-
1400000US17141960800,"Census Tract 9608, Ogle County, Illinois",55.3,66806,17.3,56250,14,49688,8.3,95833,3,118839,2,-
1400000US17141960900,"Census Tract 9609, Ogle County, Illinois",56,65268,25.3,54191,11.3,-,6.1,79063,1.4,-,0,-
1400000US17141961000,"Census Tract 9610, Ogle County, Illinois",42.3,59835,18.5,82188,27.1,84000,8,75833,2.2,-,1.9,-
1400000US17141961100,"Census Tract 9611, Ogle County, Illinois",47,53519,16,56964,21.2,81689,12.5,68229,3.1,79688,0.1,-
1400000US17141961200,"Census Tract 9612, Ogle County, Illinois",48.3,82353,15.5,64375,14.5,65795,11.2,67895,8.6,-,1.8,-
1400000US17141961300,"Census Tract 9613, Ogle County, Illinois",62.8,93647,18.3,65852,11.9,131412,5.8,41393,1.2,-,0,-
1400000US17141961400,"Census Tract 9614, Ogle County, Illinois",52,65272,30,85221,6.1,132708,8,72596,2.5,-,1.4,-
1400000US17141961500,"Census Tract 9615, Ogle County, Illinois",58.6,65786,19.2,74674,11.1,100625,8.3,76500,1.1,-,1.7,53750
1400000US17141961600,"Census Tract 9616, Ogle County, Illinois",38.2,56181,28.6,48821,16.8,73795,10.4,48047,3,-,3.1,-
1400000US17141961700,"Census Tract 9617, Ogle County, Illinois",49.7,66583,12.7,85114,22.6,100114,9.5,102719,4.9,106875,0.6,-
1400000US17143000100,"Census Tract 1, Peoria County, Illinois",39.8,-,22.1,26471,14.3,-,11.5,57250,4.5,-,7.8,-
1400000US17143000200,"Census Tract 2, Peoria County, Illinois",50.7,-,21.4,17000,23.9,22639,1.6,-,0,-,2.5,-
