GEOID,Area_Name,percent2,income2,percent3,income3,percent4,income4,percent5,income5,percent6,income6,percent7,income7
1400000US17031242000,"Census Tract 2420, Cook County, Illinois",60.7,127545,14.2,151308,13.1,23472,0,-,11.4,77500,0.5,-
1400000US17031242100,"Census Tract 2421, Cook County, Illinois",61,152734,21.6,153750,11.7,128984,5,81050,0.7,-,0,-
1400000US17031242200,"Census Tract 2422, Cook County, Illinois",57.2,179167,22.2,-,15.3,239063,3.4,-,1.9,-,0,-
1400000US17031242300,"Census Tract 2423, Cook County, Illinois",62.4,114861,25.7,122841,7.1,-,3.7,-,1.1,-,0,-
1400000US17031242400,"Census Tract 2424, Cook County, Illinois",65.2,126250,17.2,132375,12.7,-,2,-,2.9,-,0,-
1400000US17031242500,"Census Tract 2425, Cook County, Illinois",40.8,84167,26.4,90417,17,142500,13,-,2.9,-,0,-
1400000US17031242600,"Census Tract 2426, Cook County, Illinois",47.8,44609,32.2,-,11.6,105337,4,-,3.3,-,1,-
1400000US17031242700,"Census Tract 2427, Cook County, Illinois",48.9,28355,23.6,77188,10.4,-,14.9,-,2.3,-,0,-
1400000US17031242800,"Census Tract 2428, Cook County, Illinois",37.2,83182,34.8,123500,11.7,133250,13.5,-,2.7,-,0,-
1400000US17031242900,"Census Tract 2429, Cook County, Illinois",55.8,134766,32.5,112679,10.4,184375,1.2,-,0,-,0,-
1400000US17031243000,"Census Tract 2430, Cook County, Illinois",58.7,86719,16.3,-,19.4,86314,5.5,-,0,-,0,-
1400000US17031243100,"Census Tract 2431, Cook County, Illinois",45.3,133393,24.5,-,29.3,-,0.9,-,0,-,0,-
1400000US17031243200,"Census Tract 2432, Cook County, Illinois",52,152250,17,210000,15.9,176083,12.4,-,2,-,0.7,-
1400000US17031243300,"Census Tract 2433, Cook County, Illinois",60.1,118529,12.4,-,16.3,-,8.7,85577,2.5,-,0,-
1400000US17031243400,"Census Tract 2434, Cook County, Illinois",48.1,106932,33.2,91406,8.6,-,3.5,-,6.5,81023,0,-
1400000US17031243500,"Census Tract 2435, Cook County, Illinois",57,155703,24.6,217778,10.4,-,0,-,8.1,-,0,-
1400000US17031250200,"Census Tract 2502, Cook County, Illinois",37.3,48269,22.7,49583,14.2,54583,11.2,63750,5.8,70859,8.8,64821
1400000US17031250300,"Census Tract 2503, Cook County, Illinois",31.7,34013,26.3,34375,26.8,29667,8.8,31667,4.2,106563,2.1,-
1400000US17031250400,"Census Tract 2504, Cook County, Illinois",44.6,37153,33,50000,15.1,-,7.3,-,0,-,0,-
1400000US17031250500,"Census Tract 2505, Cook County, Illinois",37.1,93750,32.5,113092,15.7,125833,5.6,146354,3.4,125042,5.7,-
1400000US17031250600,"Census Tract 2506, Cook County, Illinois",41,56563,34.3,40658,12.6,69063,5.2,82697,4.5,63333,2.3,-
1400000US17031250700,"Census Tract 2507, Cook County, Illinois",54.5,33534,24.4,54706,4.7,-,12.1,83722,0,-,4.2,-
1400000US17031250800,"Census Tract 2508, Cook County, Illinois",48.8,31771,20.7,65208,16.1,39931,3.1,-,4.2,-,7.1,-
1400000US17031251000,"Census Tract 2510, Cook County, Illinois",40.4,25200,34.2,49118,20.2,42206,1.8,-,0,-,3.5,-
1400000US17031251100,"Census Tract 2511, Cook County, Illinois",26.6,21464,38,37857,8.6,47333,12.5,35000,6.9,-,7.4,-
1400000US17031251200,"Census Tract 2512, Cook County, Illinois",24.3,62143,21.9,25288,21,63459,14.4,-,3.7,-,14.7,-
1400000US17031251300,"Census Tract 2513, Cook County, Illinois",51,29315,27.3,31298,11.5,86500,5.4,-,2.2,-,2.6,-
1400000US17031251400,"Census Tract 2514, Cook County, Illinois",48.8,31500,29.7,43620,8.7,120625,6.8,64028,3.5,-,2.4,-
1400000US17031251500,"Census Tract 2515, Cook County, Illinois",40.5,-,23.3,20852,15.3,68125,3.1,-,7.8,-,9.9,-
1400000US17031251600,"Census Tract 2516, Cook County, Illinois",21.7,-,24.8,-,29.1,30865,13.2,31682,11.1,75345,0,-
1400000US17031251700,"Census Tract 2517, Cook County, Illinois",33.8,36875,18.1,37240,19.6,67917,18.9,-,2.5,-,7.1,-
1400000US17031251800,"Census Tract 2518, Cook County, Illinois",25.4,28750,32.9,28462,10.8,41576,18.6,19769,10.2,37284,2.1,-
1400000US17031251900,"Census Tract 2519, Cook County, Illinois",37.6,21741,30.4,21875,13.3,-,8,-,4.5,-,6.2,-
1400000US17031252000,"Census Tract 2520, Cook County, Illinois",32.1,-,39.2,21840,14.3,65435,12.7,-,0,-,1.6,-
1400000US17031252101,"Census Tract 2521.01, Cook County, Illinois",55.4,28145,16.2,-,20.4,-,8.1,-,0,-,0,-
1400000US17031252102,"Census Tract 2521.02, Cook County, Illinois",42.8,41230,17.5,-,12.4,-,8.2,113899,7.6,56711,11.6,-
1400000US17031252201,"Census Tract 2522.01, Cook County, Illinois",55.4,38618,10.9,44886,10.2,-,19.3,50156,0,-,4.2,-
1400000US17031252202,"Census Tract 2522.02, Cook County, Illinois",29.9,30435,24.2,28750,26.5,30729,16.4,-,1.4,-,1.6,-
1400000US17031260100,"Census Tract 2601, Cook County, Illinois",16.2,16719,18.2,-,29.2,53015,16.9,-,9.7,-,9.7,-
1400000US17031260200,"Census Tract 2602, Cook County, Illinois",34.2,33250,25.5,38958,24.2,-,10,-,0,-,6.1,-
1400000US17031260300,"Census Tract 2603, Cook County, Illinois",34.8,39643,41.5,18589,4.6,-,1.4,-,9.2,-,8.5,-
1400000US17031260400,"Census Tract 2604, Cook County, Illinois",55.2,19471,19.3,-,4.4,-,7.8,-,0,-,13.3,-
1400000US17031260500,"Census Tract 2605, Cook County, Illinois",25.4,27833,37,-,17.5,-,1.8,-,9.5,-,8.9,-
1400000US17031260600,"Census Tract 2606, Cook County, Illinois",24,28688,29.7,-,19,70946,12.6,35221,10.2,-,4.5,-
1400000US17031260700,"Census Tract 2607, Cook County, Illinois",34.5,26250,12.7,-,29.9,21016,4.9,-,3.8,23056,14.3,-
1400000US17031260800,"Census Tract 2608, Cook County, Illinois",39,28750,23.6,43696,13.5,26250,8.4,"2,500-",7.9,-,7.7,-
1400000US17031260900,"Census Tract 2609, Cook County, Illinois",28,-,24,-,27.2,45625,5.9,-,7.1,-,7.9,-
1400000US17031261000,"Census Tract 2610, Cook County, Illinois",36.9,35859,33.7,38867,13,38500,10.6,-,3.2,-,2.5,-
1400000US17031270500,"Census Tract 2705, Cook County, Illinois",40.9,21094,25.8,-,18.8,31339,14.5,-,0,-,0,-
1400000US17031271200,"Census Tract 2712, Cook County, Illinois",32.3,25804,27.9,31932,28.6,-,7.1,-,0,-,4.1,-
1400000US17031271300,"Census Tract 2713, Cook County, Illinois",19.9,24375,32,-,18.4,14511,2,-,19.1,-,8.6,-
1400000US17031271400,"Census Tract 2714, Cook County, Illinois",31.3,22083,47.4,24479,16.9,-,1.5,-,0,-,2.9,-
1400000US17031271500,"Census Tract 2715, Cook County, Illinois",35.7,-,27,19479,20.9,-,7.9,-,4.2,-,4.2,-
1400000US17031271800,"Census Tract 2718, Cook County, Illinois",30.6,36750,6.9,-,30.6,20750,22.5,"2,500-",9.2,-,0,-
1400000US17031280100,"Census Tract 2801, Cook County, Illinois",80.3,195285,18.1,166813,1.6,-,0,-,0,-,0,-
1400000US17031280400,"Census Tract 2804, Cook County, Illinois",48.5,-,14.9,-,11.2,64306,16.3,-,0.8,-,8.3,38802
1400000US17031280800,"Census Tract 2808, Cook County, Illinois",20,30000,40.7,29213,8.6,-,20.7,-,0,-,10,-
1400000US17031280900,"Census Tract 2809, Cook County, Illinois",47,-,19.5,14000,22,-,11.4,-,0,-,0,-
1400000US17031281900,"Census Tract 2819, Cook County, Illinois",73.2,149612,20.9,-,4.2,"250,000+",0,-,1.7,-,0,-
1400000US17031282700,"Census Tract 2827, Cook County, Illinois",42.8,57963,22.8,112143,17.3,-,12.4,120000,0,-,4.8,-
1400000US17031282800,"Census Tract 2828, Cook County, Illinois",50.8,83125,29.8,42500,11.8,195221,7.6,-,0,-,0,-
1400000US17031283100,"Census Tract 2831, Cook County, Illinois",35,95179,43.1,39107,11.1,136771,10.9,6582,0,-,0,-
1400000US17031283200,"Census Tract 2832, Cook County, Illinois",41,90515,27,109464,20.3,217500,5.4,-,6.3,-,0,-
1400000US17031283800,"Census Tract 2838, Cook County, Illinois",61.8,87188,14,128625,9.9,146375,7,151055,4.4,-,2.8,-
1400000US17031290900,"Census Tract 2909, Cook County, Illinois",26.9,33169,15.2,-,26.1,30673,23,-,6.8,-,2,-
1400000US17031291200,"Census Tract 2912, Cook County, Illinois",38.5,13194,35.8,-,12.7,-,6.8,47014,0,-,6.2,-
1400000US17031291600,"Census Tract 2916, Cook County, Illinois",45.4,-,15.9,-,24.2,48309,5.7,-,5.7,-,3.1,-
1400000US17031292200,"Census Tract 2922, Cook County, Illinois",48.3,35801,18.6,45278,15.5,-,10.7,-,4.3,166146,2.7,-
1400000US17031292400,"Census Tract 2924, Cook County, Illinois",43.8,31000,18.8,-,14,95750,10.2,-,0,-,13.1,73958
1400000US17031292500,"Census Tract 2925, Cook County, Illinois",43.5,55341,23.9,41250,21.1,42426,5.2,-,6.3,23250,0,-
1400000US17031300500,"Census Tract 3005, Cook County, Illinois",31.2,34271,26.1,30577,25.8,39643,13.2,39152,3.7,50179,0,-
1400000US17031300600,"Census Tract 3006, Cook County, Illinois",25.1,23563,18.5,-,24.9,53958,15.3,44479,11,-,5.2,-
1400000US17031300700,"Census Tract 3007, Cook County, Illinois",24.2,26905,34.2,35934,17.9,47440,10.8,37361,8.1,-,4.8,-
1400000US17031300800,"Census Tract 3008, Cook County, Illinois",23.5,15625,35.7,29038,17.5,-,10.4,19167,2.7,-,10.2,-
1400000US17031300900,"Census Tract 3009, Cook County, Illinois",32,30139,23.5,25944,22.5,31587,11.3,30463,5.1,-,5.6,38125
1400000US17031301100,"Census Tract 3011, Cook County, Illinois",17.1,-,34.1,27386,32.9,35521,8.1,-,4,-,3.7,-
1400000US17031301200,"Census Tract 3012, Cook County, Illinois",30.9,30536,22.2,26375,19.4,37278,9.7,23043,11.3,-,6.5,-
1400000US17031301600,"Census Tract 3016, Cook County, Illinois",25.7,28871,17,26063,27.2,27353,15,54844,4.6,57292,10.4,-
1400000US17031301701,"Census Tract 3017.01, Cook County, Illinois",32.4,37963,12.6,62976,26,26917,23.3,25871,1.9,-,3.7,-
1400000US17031301702,"Census Tract 3017.02, Cook County, Illinois",18.1,19362,28.4,31250,22.9,50677,21.4,47094,2.7,-,6.4,72361
1400000US17031301801,"Census Tract 3018.01, Cook County, Illinois",29.4,-,28.1,31154,12.7,68600,21.2,34444,4.1,-,4.4,-
1400000US17031301802,"Census Tract 3018.02, Cook County, Illinois",29.1,23500,19.3,40875,23,36830,12.1,-,7.6,68009,8.9,58750
1400000US17031301803,"Census Tract 3018.03, Cook County, Illinois",23.2,29713,16,42941,21.6,37368,28.2,59779,7.1,-,3.9,143056
1400000US17031310200,"Census Tract 3102, Cook County, Illinois",57.6,68050,15.9,78000,12.8,63750,10.7,-,0,-,3,-
1400000US17031310300,"Census Tract 3103, Cook County, Illinois",45.3,55550,24.6,82237,16.4,-,12.3,-,0,-,1.5,-
1400000US17031310400,"Census Tract 3104, Cook County, Illinois",30.6,-,22.5,84250,19.7,-,3.5,-,23.7,-,0,-
1400000US17031310500,"Census Tract 3105, Cook County, Illinois",27.8,27212,39.9,-,15.7,-,16.6,83988,0,-,0,-
1400000US17031310600,"Census Tract 3106, Cook County, Illinois",45.3,49475,34.5,43235,12,43288,4.8,-,3.2,-,0,-
1400000US17031310700,"Census Tract 3107, Cook County, Illinois",37.9,45000,26.1,63917,15.7,25625,15.7,56500,4.6,-,0,-
1400000US17031310800,"Census Tract 3108, Cook County, Illinois",13.2,57963,36.8,64292,31.6,51797,11.3,-,3,-,4.2,-
1400000US17031310900,"Census Tract 3109, Cook County, Illinois",33,32131,25.4,35087,15,-,19.1,-,5.7,-,1.8,-
1400000US17031320100,"Census Tract 3201, Cook County, Illinois",82.5,165400,11.3,-,6.2,"250,000+",0,-,0,-,0,-
1400000US17031320400,"Census Tract 3204, Cook County, Illinois",84.8,"250,000+",10.9,-,2,-,2.3,-,0,-,0,-
1400000US17031320600,"Census Tract 3206, Cook County, Illinois",66.4,139079,24.3,154875,5.5,111250,3.8,-,0,-,0,-
1400000US17031330100,"Census Tract 3301, Cook County, Illinois",70.2,162077,14.2,184818,11.1,192167,4.5,-,0,-,0,-
1400000US17031330200,"Census Tract 3302, Cook County, Illinois",68.2,133100,19,149417,9.4,189500,1.9,-,0.8,-,0.7,-
1400000US17031340300,"Census Tract 3403, Cook County, Illinois",38.8,41406,22.9,35924,31.7,26500,5.6,127500,0.6,-,0.4,-
1400000US17031340400,"Census Tract 3404, Cook County, Illinois",33,-,24.2,49423,28.5,23145,4.8,47857,9.5,-,0,-
1400000US17031340500,"Census Tract 3405, Cook County, Illinois",51.4,13365,32.5,57734,14.2,81071,1.9,-,0,-,0,-
1400000US17031340600,"Census Tract 3406, Cook County, Illinois",45.4,13864,17.1,20375,18.1,27404,11.6,-,0,-,7.9,-
1400000US17031350100,"Census Tract 3501, Cook County, Illinois",76.9,74000,20.8,-,2.3,-,0,-,0,-,0,-
1400000US17031350400,"Census Tract 3504, Cook County, Illinois",31.2,17500,33.2,23125,21.1,-,2.9,-,3.3,-,8.4,-
1400000US17031351000,"Census Tract 3510, Cook County, Illinois",77.6,-,5.2,71917,8.6,-,0,-,8.6,-,0,-
1400000US17031351100,"Census Tract 3511, Cook County, Illinois",57.2,11875,22.2,8704,10.9,8800,8.8,"2,500-",0.8,-,0,-
1400000US17031351400,"Census Tract 3514, Cook County, Illinois",49.4,24219,21.7,-,24.1,13380,0,-,1.2,-,3.6,-
1400000US17031351500,"Census Tract 3515, Cook County, Illinois",32.8,-,61.3,-,5.9,-,0,-,0,-,0,-
1400000US17031360200,"Census Tract 3602, Cook County, Illinois",38.8,20724,24.9,32125,33.1,33750,1.4,-,1.7,-,0,-
1400000US17031380100,"Census Tract 3801, Cook County, Illinois",41.6,29417,42.3,-,14,119038,2.1,-,0,-,0,-
1400000US17031380200,"Census Tract 3802, Cook County, Illinois",86.5,-,2.8,-,5.2,-,5.6,-,0,-,0,-
1400000US17031380500,"Census Tract 3805, Cook County, Illinois",64.7,16250,5.4,-,19.1,35750,8.7,-,2.1,-,0,-
1400000US17031380700,"Census Tract 3807, Cook County, Illinois",48.1,36500,29.9,72917,12,-,7.5,-,2.5,-,0,-
1400000US17031381200,"Census Tract 3812, Cook County, Illinois",54.5,79138,23.9,18272,21.6,-,0,-,0,-,0,-
1400000US17031381400,"Census Tract 3814, Cook County, Illinois",40.2,25559,19,32778,17.1,90455,19,98696,4.7,-,0,-
1400000US17031381500,"Census Tract 3815, Cook County, Illinois",38.2,70114,16.4,-,0,-,34.5,-,10.9,-,0,-
1400000US17031381700,"Census Tract 3817, Cook County, Illinois",-,-,-,-,-,-,-,-,-,-,-,-
1400000US17031381800,"Census Tract 3818, Cook County, Illinois",56.6,86250,37.7,-,5.7,-,0,-,0,-,0,-
1400000US17031381900,"Census Tract 3819, Cook County, Illinois",48.7,54891,18.5,47000,16,-,6.7,-,2.5,-,7.6,-
1400000US17031390100,"Census Tract 3901, Cook County, Illinois",39.7,63854,29.5,50592,14.1,148056,7.6,195625,9.2,-,0,-
1400000US17031390200,"Census Tract 3902, Cook County, Illinois",50.5,57337,24.9,148125,19.2,"250,000+",3.8,-,0,-,1.5,-
1400000US17031390300,"Census Tract 3903, Cook County, Illinois",49.8,41310,23,48110,16.6,-,8.9,-,0,-,1.7,-
1400000US17031390400,"Census Tract 3904, Cook County, Illinois",50.2,-,35.6,-,14.1,-,0,-,0,-,0,-
1400000US17031390500,"Census Tract 3905, Cook County, Illinois",48.2,96071,27.7,86250,10.6,199018,10.3,"250,000+",1.3,-,1.9,-
1400000US17031390600,"Census Tract 3906, Cook County, Illinois",56.2,94107,22.8,106875,16.3,-,2,"250,000+",1.1,-,1.7,-
1400000US17031390700,"Census Tract 3907, Cook County, Illinois",73.2,115446,20.2,114013,6.7,-,0,-,0,-,0,-
1400000US17031400300,"Census Tract 4003, Cook County, Illinois",54.5,52596,27.3,-,14.5,43421,3.6,-,0,-,0,-
1400000US17031400400,"Census Tract 4004, Cook County, Illinois",38.9,36094,26.8,31218,16.4,46447,10.5,10395,1.4,-,6.1,-
1400000US17031400500,"Census Tract 4005, Cook County, Illinois",43.4,19868,26.8,43393,24.5,25179,2.6,-,2.8,-,0,-
1400000US17031400800,"Census Tract 4008, Cook County, Illinois",35.1,14153,26.6,24398,22,-,12.4,104955,3.9,-,0,-
1400000US17031410100,"Census Tract 4101, Cook County, Illinois",55.5,98194,35.5,78958,6.5,-,2.5,-,0,-,0,-
1400000US17031410200,"Census Tract 4102, Cook County, Illinois",62.4,36875,18.1,81667,19.5,"250,000+",0,-,0,-,0,-
1400000US17031410500,"Census Tract 4105, Cook County, Illinois",62.2,64594,31,127473,6.8,247125,0,-,0,-,0,-
1400000US17031410600,"Census Tract 4106, Cook County, Illinois",35.9,94318,19.7,-,30,-,8.5,-,2.6,-,3.2,-
1400000US17031410700,"Census Tract 4107, Cook County, Illinois",74.2,86719,9.9,82292,11.7,221094,2.6,-,1.6,-,0,-
1400000US17031410800,"Census Tract 4108, Cook County, Illinois",59.1,75417,21.8,-,16.6,92917,2.5,-,0,-,0,-
1400000US17031410900,"Census Tract 4109, Cook County, Illinois",59.3,88077,16.6,121000,18.5,203098,5.5,-,0,-,0,-
1400000US17031411000,"Census Tract 4110, Cook County, Illinois",72.9,118839,18.9,66735,8.1,-,0,-,0,-,0,-
1400000US17031411100,"Census Tract 4111, Cook County, Illinois",47,188409,32.6,173214,12.5,"250,000+",5.1,"250,000+",2.8,-,0,-
1400000US17031411200,"Census Tract 4112, Cook County, Illinois",52.3,160750,35.7,178571,7.4,"250,000+",4.6,"250,000+",0,-,0,-
1400000US17031420100,"Census Tract 4201, Cook County, Illinois",50.3,26542,40.3,-,3.8,-,1.6,-,4.1,-,0,-
1400000US17031420200,"Census Tract 4202, Cook County, Illinois",50.5,-,13.3,98611,13.3,30357,15.8,-,0,-,7,-
1400000US17031420300,"Census Tract 4203, Cook County, Illinois",45.5,48500,34.1,-,12.8,-,4.8,-,1.4,-,1.4,-
1400000US17031420400,"Census Tract 4204, Cook County, Illinois",59.6,-,9.4,-,28.7,-,2.3,-,0,-,0,-
1400000US17031420500,"Census Tract 4205, Cook County, Illinois",52.8,37639,18.4,-,19.5,53036,3.5,-,5.7,-,0,-
1400000US17031420600,"Census Tract 4206, Cook County, Illinois",50,20625,28.3,27804,10.4,-,3.8,-,7.4,33661,0,-
1400000US17031420700,"Census Tract 4207, Cook County, Illinois",33.6,24500,26.2,10380,12.5,3417,21.5,-,0,-,6.3,-
1400000US17031420800,"Census Tract 4208, Cook County, Illinois",40.4,-,31.5,-,17.3,-,9.2,-,0,-,1.6,-
1400000US17031421200,"Census Tract 4212, Cook County, Illinois",33.7,33571,23,57961,0,-,14,-,25.3,-,3.9,-
1400000US17031430101,"Census Tract 4301.01, Cook County, Illinois",49.3,30038,28.3,35777,14.8,-,7.7,15909,0,-,0,-
1400000US17031430102,"Census Tract 4301.02, Cook County, Illinois",50.8,37639,30.8,-,16.5,58906,1.5,-,0.4,-,0,-
1400000US17031430200,"Census Tract 4302, Cook County, Illinois",54.3,21389,23.2,-,16.7,70045,3,-,1.7,-,1.2,-
1400000US17031430300,"Census Tract 4303, Cook County, Illinois",37.5,21250,37.1,15313,19.3,-,4.1,-,0.9,-,1.1,-
1400000US17031430400,"Census Tract 4304, Cook County, Illinois",43,48979,29.1,39231,7.1,-,10.4,-,0.4,-,10.1,-
1400000US17031430500,"Census Tract 4305, Cook County, Illinois",48,20208,22.1,16766,13.3,-,9.6,-,3.1,-,3.9,-
1400000US17031430600,"Census Tract 4306, Cook County, Illinois",48.1,-,19.4,-,18.2,73229,14.4,-,0,-,0,-
1400000US17031430700,"Census Tract 4307, Cook County, Illinois",52.1,-,30.9,-,12,-,5,-,0,-,0,-
1400000US17031430800,"Census Tract 4308, Cook County, Illinois",39.4,68083,29.8,65375,21.9,70163,8.9,-,0,-,0,-
1400000US17031430900,"Census Tract 4309, Cook County, Illinois",38.4,53611,34.4,52344,15.8,-,7.7,-,3.7,-,0,-
1400000US17031431200,"Census Tract 4312, Cook County, Illinois",40.2,58438,23.5,75909,17.9,78945,16.9,-,1.5,-,0,-
1400000US17031431301,"Census Tract 4313.01, Cook County, Illinois",31.3,34962,23.5,21463,35.5,35769,5.2,-,4.5,-,0,-
1400000US17031431302,"Census Tract 4313.02, Cook County, Illinois",31.5,-,29.1,35530,17.4,-,15,-,7.1,-,0,-
1400000US17031431400,"Census Tract 4314, Cook County, Illinois",50.5,41331,26.8,32331,12.9,19778,2.8,-,3.9,-,3.1,-
1400000US17031440101,"Census Tract 4401.01, Cook County, Illinois",40.1,19286,34,25595,14.1,26518,1,-,3.6,-,7.2,-
1400000US17031440102,"Census Tract 4401.02, Cook County, Illinois",40.7,40774,39.2,-,11.9,-,3.9,-,4.2,-,0,-
1400000US17031440201,"Census Tract 4402.01, Cook County, Illinois",38.8,38638,42.5,-,11.6,-,5.4,-,1.8,-,0,-
1400000US17031440202,"Census Tract 4402.02, Cook County, Illinois",52.2,23947,33,74708,10.5,-,4.2,-,0,-,0,-
1400000US17031440300,"Census Tract 4403, Cook County, Illinois",50.3,60731,34.7,56692,6.6,-,8.4,72854,0,-,0,-
1400000US17031440600,"Census Tract 4406, Cook County, Illinois",51.7,70947,14.7,76635,16.5,93889,10.3,71071,6.9,-,0,-
1400000US17031440700,"Census Tract 4407, Cook County, Illinois",64.4,47059,12.9,46103,7.6,75000,8.8,-,1.6,-,4.7,-
1400000US17031440800,"Census Tract 4408, Cook County, Illinois",50.4,25662,15.9,30909,18.6,-,6.5,86000,8.6,-,0,-
1400000US17031440900,"Census Tract 4409, Cook County, Illinois",42.3,-,26.7,46063,19.4,-,11.6,-,0,-,0,-
1400000US17031450300,"Census Tract 4503, Cook County, Illinois",54.6,49107,19.9,54125,13.1,-,7.4,-,2.1,-,2.9,64667
1400000US17031460100,"Census Tract 4601, Cook County, Illinois",37.4,40250,26.3,43125,14.6,-,17,-,1.6,-,3.1,-
1400000US17031460200,"Census Tract 4602, Cook County, Illinois",33.6,40250,31,-,12.5,30714,12.7,-,6.8,-,3.4,-
1400000US17031460301,"Census Tract 4603.01, Cook County, Illinois",37,31563,22.6,61438,17.4,-,8.5,-,12.1,-,2.4,-
1400000US17031460302,"Census Tract 4603.02, Cook County, Illinois",43.7,26064,16.8,28992,15.2,63882,11.5,-,8.3,-,4.4,-
1400000US17031460400,"Census Tract 4604, Cook County, Illinois",44,38466,22.4,-,20.1,70469,9.5,63990,2.8,-,1.1,-
1400000US17031460500,"Census Tract 4605, Cook County, Illinois",60.7,46376,5.5,-,29.8,116250,2.2,-,0,-,1.9,-
1400000US17031460600,"Census Tract 4606, Cook County, Illinois",47.8,40380,18.4,-,22.4,37031,3.5,-,7.9,-,0,-
1400000US17031460700,"Census Tract 4607, Cook County, Illinois",53.2,22743,16.7,26435,11.4,53466,14.9,-,2.5,-,1.3,-
1400000US17031461000,"Census Tract 4610, Cook County, Illinois",32.1,-,41.7,52614,2.6,-,23.7,-,0,-,0,-
1400000US17031470100,"Census Tract 4701, Cook County, Illinois",48.6,33750,22.8,-,15.1,103911,7.7,105625,5.2,-,0.6,-
1400000US17031480100,"Census Tract 4801, Cook County, Illinois",53.1,64868,24.2,80625,15.8,113185,6,102574,0.9,-,0,-
1400000US17031480200,"Census Tract 4802, Cook County, Illinois",50,46250,36.7,52917,6.6,-,6.6,80625,0,-,0,-
1400000US17031480300,"Census Tract 4803, Cook County, Illinois",58.5,66250,40.1,-,0,-,1.4,-,0,-,0,-
1400000US17031480400,"Census Tract 4804, Cook County, Illinois",57.6,46538,18.6,-,13.1,105260,7.4,108971,0,-,3.3,-
1400000US17031480500,"Census Tract 4805, Cook County, Illinois",52.2,42946,22.6,54313,13.3,102667,8.1,88859,3.7,-,0,-
1400000US17031490300,"Census Tract 4903, Cook County, Illinois",45.5,62500,26,69402,15.6,-,8.2,-,1.1,-,3.6,-
1400000US17031490400,"Census Tract 4904, Cook County, Illinois",55.1,50147,21.1,63403,16.2,135357,4.3,-,3.2,-,0,-
1400000US17031490500,"Census Tract 4905, Cook County, Illinois",43.5,101563,31.9,55329,15.6,-,8.9,-,0.2,-,0,-
1400000US17031490600,"Census Tract 4906, Cook County, Illinois",34.3,41667,36.9,39115,7.3,-,13.7,120850,7.8,-,0,-
1400000US17031490700,"Census Tract 4907, Cook County, Illinois",33.8,31447,28.7,61667,19.6,49038,5.6,92708,3.5,-,8.7,-
1400000US17031490800,"Census Tract 4908, Cook County, Illinois",46.2,36368,23.6,49427,20.2,64375,7.8,-,1.4,-,0.9,-
1400000US17031490901,"Census Tract 4909.01, Cook County, Illinois",48,43701,30.1,55385,6.8,-,8.3,112803,3.9,-,2.8,-
1400000US17031490902,"Census Tract 4909.02, Cook County, Illinois",42.8,47774,28.5,49250,21,85625,7.7,99152,0,-,0,-
1400000US17031491000,"Census Tract 4910, Cook County, Illinois",22.8,37391,24.1,-,15.3,23600,8.2,63715,13.6,-,15.9,-
1400000US17031491100,"Census Tract 4911, Cook County, Illinois",43.7,53958,25.4,60469,15.5,79766,7.9,74844,4.1,-,3.5,-
1400000US17031491200,"Census Tract 4912, Cook County, Illinois",35.8,62250,26.5,-,18.8,-,12.2,-,2.3,-,4.3,-
1400000US17031491300,"Census Tract 4913, Cook County, Illinois",49.8,25958,14.5,-,12.7,103281,8.3,50000,4,-,10.7,24868
1400000US17031491400,"Census Tract 4914, Cook County, Illinois",39,33277,29.7,30660,13.7,46691,5.2,-,6,-,6.4,-
1400000US17031500100,"Census Tract 5001, Cook County, Illinois",72.9,51447,18.5,96708,6.4,92625,1.1,-,1.1,-,0,-
1400000US17031500200,"Census Tract 5002, Cook County, Illinois",46.3,27063,25.6,22778,17.8,67431,10.3,-,0,-,0,-
1400000US17031500300,"Census Tract 5003, Cook County, Illinois",54.1,49545,22.6,44408,19.9,-,0,-,0,-,3.4,-
1400000US17031510100,"Census Tract 5101, Cook County, Illinois",35.7,42500,25.6,-,18,-,13.8,72619,6.9,-,0,-
1400000US17031510200,"Census Tract 5102, Cook County, Illinois",43.5,51442,23.1,48875,19.6,63021,3.9,-,8,-,1.9,-
1400000US17031510300,"Census Tract 5103, Cook County, Illinois",52.3,35822,25.5,-,10.9,46364,6.7,-,3.2,-,1.3,-
1400000US17031520100,"Census Tract 5201, Cook County, Illinois",36.6,37321,17.4,45577,15,36071,12.3,61131,7,40313,11.6,-
1400000US17031520200,"Census Tract 5202, Cook County, Illinois",21,-,20.6,40766,22.7,39375,18.6,-,5.5,59355,11.6,59597
1400000US17031520300,"Census Tract 5203, Cook County, Illinois",27.5,40114,23.3,40278,17.2,43533,21.8,66591,8.7,-,1.4,-
1400000US17031520400,"Census Tract 5204, Cook County, Illinois",26.9,37250,16.5,85547,19.6,-,22.1,53910,7.2,84261,7.6,-
1400000US17031520500,"Census Tract 5205, Cook County, Illinois",22.6,73125,33,65682,27.8,61477,11.1,-,2.2,-,3.2,-
1400000US17031520600,"Census Tract 5206, Cook County, Illinois",27.3,54375,15.4,58438,24.9,35750,17.7,58221,6.3,82917,8.3,138125
1400000US17031530100,"Census Tract 5301, Cook County, Illinois",40.2,39167,18,55511,18.3,-,10,88542,9.1,64063,4.4,-
1400000US17031530200,"Census Tract 5302, Cook County, Illinois",27.5,75500,34,-,13,-,10.5,-,10.4,-,4.5,-
