,START,END,RISK_FLOW
0,17001000100,17001000100,0.12423696875810918
0,17001000100,17001000201,0.10083044743919646
0,17001000100,17001000202,0.10833641183601901
0,17001000100,17001000400,0.05681437873517913
0,17001000100,17001000500,0.07630456521897822
0,17001000100,17001000600,0.07487454351244487
0,17001000100,17001000700,0.07500037600767542
0,17001000100,17001000800,0.048378411817701805
0,17001000100,17001001001,0.17591149298559106
0,17001000100,17001001002,0.10992682631833577
0,17001000100,17001001100,0.08741499083428968
0,17001000100,17001010400,0.11504171380655828
0,17001000100,17001010500,0.11471853422093302
0,17001000100,17001010600,0.02571950124067272
0,17001000100,17009970500,0.0012985787408005226
0,17001000100,17021958200,0.0011198399443324851
0,17001000100,17115001000,2.4063746436148276e-05
0,17001000201,17001000100,0.01534531409811385
0,17001000201,17001000201,0.02163921208280145
0,17001000201,17001000400,0.024385856098566246
0,17001000201,17001000500,0.011284106128116362
0,17001000201,17001000600,0.015842496794838793
0,17001000201,17001000700,0.014462913489156449
0,17001000201,17001001001,0.037752347640953594
0,17001000201,17001001002,0.006434014099108454
0,17001000201,17001001100,0.014810622871210717
0,17001000201,17001010400,0.027909406668399358
0,17001000201,17001010600,0.017662910555945932
0,17001000201,17009970500,0.0008360635549696921
0,17001000201,17113001200,0.00013635670492652776
0,17001000202,17001000100,0.03591738435013959
0,17001000202,17001000201,0.03267673566783558
0,17001000202,17001000202,0.07802053144495383
0,17001000202,17001000400,0.04787167027768383
0,17001000202,17001000500,0.025767495950306994
0,17001000202,17001000600,0.02187271949945457
0,17001000202,17001000700,0.016908401736275266
0,17001000202,17001000800,0.031356571653617424
0,17001000202,17001000900,0.10060044949850738
0,17001000202,17001001002,0.009715814845531835
0,17001000202,17001001100,0.03205662124207315
0,17001000202,17001010400,0.022693553884487835
0,17001000202,17001010600,0.006668060014763567
0,17001000202,17009970500,0.0009468861787591023
0,17001000202,17167002000,0.00011032193379519621
0,17001000400,17001000100,0.05426685661610169
0,17001000400,17001000201,0.0627893082389176
0,17001000400,17001000202,0.022487811730916345
0,17001000400,17001000400,0.16982182486687322
0,17001000400,17001000500,0.035936855563863286
0,17001000400,17001000600,0.02068618463664447
0,17001000400,17001000700,0.027413429924042828
0,17001000400,17001000800,0.045189430705880156
0,17001000400,17001001002,0.04667305964475782
0,17001000400,17001001100,0.011818171073230938
0,17001000400,17001010400,0.02803264132484823
0,17001000400,17001010500,0.1071565819975952
0,17001000400,17001010600,0.02882896503882109
0,17001000400,17057953300,0.003220062380859238
0,17001000400,17167002000,0.00047697038799216895
0,17001000500,17001000100,0.026183231932816468
0,17001000500,17001000201,0.021219720811307075
0,17001000500,17001000202,0.0243193040329253
0,17001000500,17001000400,0.011478297221016986
0,17001000500,17001000500,0.01910798031664418
0,17001000500,17001000600,0.010652831250046981
0,17001000500,17001000700,0.004392012321626695
0,17001000500,17001000800,0.016289942859731923
0,17001000500,17001001002,0.015142286958324737
0,17001000500,17001001100,0.01917103132679829
0,17001000500,17001010400,0.021473638886219667
0,17001000500,17001010500,0.028970954665476674
0,17001000500,17009970400,0.004107124301586592
0,17001000500,17009970500,0.00040992793889815614
0,17001000500,17167002000,8.596944290742714e-05
0,17001000600,17001000100,0.024418829881303682
0,17001000600,17001000201,0.03375905946788169
0,17001000600,17001000400,0.027391725974159863
0,17001000600,17001000500,0.03864334480172479
0,17001000600,17001000600,0.06863896777068126
0,17001000600,17001000700,0.04891164428012671
0,17001000600,17001000800,0.051832270049193975
0,17001000600,17001001002,0.04818059299191378
0,17001000600,17001001100,0.06377218550899855
0,17001000600,17001010400,0.04823015291336679
0,17001000600,17001010600,0.07853369382509633
0,17001000600,17009970500,0.0011738989038433951
0,17001000600,17167002000,0.00013677124036363435
0,17001000700,17001000100,0.002002578943292369
0,17001000700,17001000500,0.002668102268128408
0,17001000700,17001000700,0.005914510816302682
0,17001000700,17001000800,0.0051616186083147
0,17001000700,17001001100,0.00220891565682407
0,17001000700,17001010400,0.001600969528077285
0,17001000700,17001010600,0.003292896592819217
