"","Origin.Zone.ID","Destination.ID","Traffic.V"
"4684",77,35,3
"4685",77,53,3
"4686",77,61,3
"4687",77,79,3
"4688",77,93,3
"4689",77,95,3
"4690",79,135,3
"4691",79,197,3
"4692",81,1,3
"4693",81,203,3
"4694",81,45,3
"4695",83,143,3
"4696",83,81,3
"4697",85,107,3
"4698",85,131,3
"4699",85,203,3
"4700",87,113,3
"4701",87,115,3
"4702",87,133,3
"4703",87,197,3
"4704",87,203,3
"4705",87,31,3
"4706",87,51,3
"4707",87,91,3
"4708",89,1,3
"4709",89,121,3
"4710",89,131,3
"4711",89,147,3
"4712",89,199,3
"4713",89,21,3
"4714",89,51,3
"4715",9,117,3
"4716",9,13,3
"4717",9,187,3
"4718",91,117,3
"4719",91,137,3
"4720",91,139,3
"4721",91,157,3
"4722",91,173,3
"4723",91,181,3
"4724",91,45,3
"4725",93,109,3
"4726",93,121,3
"4727",93,187,3
"4728",93,23,3
"4729",93,81,3
"4730",95,117,3
"4731",95,171,3
"4732",95,41,3
"4733",97,123,3
"4734",97,187,3
"4735",97,77,3
"4736",99,149,3
"4737",99,17,3
"4738",99,199,3
"4739",99,55,3
"4740",1,133,2
"4741",1,147,2
"4742",1,173,2
"4743",1,199,2
"4744",1,27,2
"4745",1,93,2
"4746",1,99,2
"4747",101,179,2
"4748",101,199,2
"4749",101,31,2
"4750",101,91,2
"4751",103,137,2
"4752",103,51,2
"4753",103,67,2
"4754",103,75,2
"4755",103,81,2
"4756",103,87,2
"4757",105,159,2
"4758",105,175,2
"4759",107,121,2
"4760",107,15,2
"4761",107,175,2
"4762",107,189,2
"4763",107,199,2
"4764",107,55,2
"4765",107,77,2
"4766",11,57,2
"4767",111,137,2
"4768",111,163,2
"4769",111,199,2
"4770",111,81,2
"4771",113,191,2
"4772",113,71,2
"4773",113,85,2
"4774",115,101,2
"4775",115,133,2
"4776",115,165,2
"4777",115,189,2
"4778",115,191,2
"4779",115,193,2
"4780",115,47,2
"4781",115,61,2
"4782",117,109,2
"4783",117,139,2
"4784",117,201,2
"4785",117,43,2
"4786",119,151,2
"4787",119,153,2
"4788",119,177,2
"4789",119,7,2
"4790",121,43,2
"4791",121,89,2
"4792",121,93,2
"4793",123,125,2
"4794",123,15,2
"4795",123,187,2
"4796",123,41,2
"4797",123,53,2
"4798",125,103,2
"4799",125,11,2
"4800",125,123,2
"4801",125,131,2
"4802",125,147,2
"4803",125,155,2
"4804",125,183,2
"4805",125,197,2
"4806",127,143,2
"4807",127,157,2
"4808",127,179,2
"4809",127,27,2
"4810",127,29,2
"4811",127,31,2
"4812",127,99,2
"4813",129,103,2
"4814",129,163,2
"4815",129,175,2
"4816",129,183,2
"4817",129,53,2
"4818",13,133,2
"4819",13,189,2
"4820",13,5,2
"4821",13,65,2
"4822",131,37,2
"4823",131,63,2
"4824",133,107,2
"4825",133,13,2
"4826",133,165,2
"4827",133,65,2
"4828",133,87,2
"4829",135,127,2
"4830",135,183,2
"4831",135,195,2
"4832",137,101,2
"4833",137,111,2
"4834",137,157,2
"4835",137,41,2
"4836",137,5,2
"4837",137,53,2
"4838",139,101,2
"4839",139,195,2
"4840",139,77,2
"4841",141,149,2
"4842",141,17,2
"4843",141,175,2
"4844",141,5,2
"4845",141,53,2
"4846",143,127,2
"4847",143,13,2
"4848",143,145,2
"4849",143,157,2
"4850",143,181,2
"4851",143,23,2
"4852",143,25,2
"4853",143,45,2
"4854",143,55,2
"4855",145,127,2
"4856",145,153,2
"4857",145,185,2
"4858",145,19,2
"4859",147,123,2
"4860",147,129,2
"4861",147,141,2
"4862",147,163,2
"4863",147,17,2
"4864",147,67,2
"4865",147,77,2
"4866",147,89,2
"4867",147,95,2
"4868",149,57,2
"4869",149,89,2
"4870",149,97,2
"4871",149,99,2
"4872",15,123,2
"4873",15,131,2
"4874",15,167,2
"4875",15,187,2
"4876",151,121,2
"4877",153,121,2
"4878",153,69,2
"4879",155,125,2
"4880",155,131,2
"4881",155,187,2
"4882",157,193,2
"4883",159,143,2
"4884",159,195,2
"4885",159,5,2
"4886",161,105,2
"4887",161,129,2
"4888",161,133,2
"4889",161,49,2
"4890",161,53,2
"4891",161,83,2
"4892",163,141,2
"4893",163,151,2
"4894",163,171,2
"4895",163,9,2
"4896",165,113,2
"4897",165,115,2
"4898",165,5,2
"4899",167,155,2
"4900",167,191,2
"4901",167,193,2
"4902",167,47,2
"4903",169,31,2
"4904",169,43,2
"4905",169,73,2
"4906",169,83,2
"4907",17,183,2
"4908",17,43,2
"4909",17,81,2
"4910",171,195,2
"4911",171,73,2
"4912",173,125,2
"4913",173,127,2
"4914",173,145,2
"4915",173,199,2
"4916",175,15,2
"4917",177,119,2
"4918",177,131,2
"4919",177,175,2
"4920",177,187,2
"4921",177,67,2
"4922",177,91,2
"4923",179,13,2
"4924",179,159,2
"4925",179,25,2
"4926",179,35,2
"4927",179,47,2
"4928",181,143,2
"4929",181,167,2
"4930",183,117,2
"4931",183,123,2
"4932",183,133,2
"4933",183,157,2
"4934",183,171,2
"4935",183,191,2
"4936",183,199,2
"4937",183,27,2
"4938",183,67,2
"4939",183,7,2
"4940",183,79,2
"4941",185,19,2
"4942",185,31,2
"4943",185,45,2
"4944",185,77,2
"4945",187,123,2
"4946",187,155,2
"4947",187,53,2
"4948",187,81,2
"4949",189,125,2
"4950",189,23,2
"4951",19,175,2
"4952",19,65,2
"4953",19,69,2
"4954",191,115,2
"4955",191,167,2
"4956",191,197,2
"4957",191,75,2
"4958",193,113,2
"4959",193,115,2
"4960",193,31,2
"4961",193,5,2
"4962",193,51,2
"4963",195,105,2
"4964",195,183,2
"4965",195,41,2
"4966",195,71,2
"4967",195,91,2
"4968",197,101,2
"4969",197,133,2
"4970",197,157,2
"4971",197,87,2
"4972",199,183,2
"4973",199,45,2
"4974",199,83,2
"4975",201,175,2
"4976",201,55,2
"4977",203,131,2
"4978",203,15,2
"4979",203,171,2
"4980",203,23,2
"4981",203,51,2
"4982",21,101,2
"4983",21,109,2
"4984",21,157,2
"4985",21,201,2
"4986",21,55,2
"4987",21,87,2
"4988",21,89,2
"4989",23,117,2
"4990",23,123,2
"4991",23,135,2
"4992",23,137,2
"4993",23,143,2
"4994",23,153,2
"4995",23,157,2
"4996",23,197,2
"4997",23,39,2
"4998",27,123,2
"4999",27,127,2
"5000",27,143,2
"5001",27,183,2
"5002",29,87,2
"5003",3,59,2
"5004",31,127,2
"5005",31,129,2
"5006",31,153,2
"5007",31,157,2
"5008",31,171,2
"5009",31,185,2
"5010",31,191,2
"5011",31,3,2
"5012",31,87,2
"5013",33,43,2
"5014",33,77,2
"5015",33,91,2
"5016",35,193,2
"5017",35,53,2
"5018",37,183,2
"5019",37,77,2
"5020",39,163,2
"5021",39,187,2
"5022",39,195,2
"5023",41,11,2
"5024",41,123,2
"5025",41,129,2
"5026",41,17,2
"5027",41,187,2
"5028",41,195,2
"5029",41,7,2
"5030",41,73,2
"5031",43,125,2
"5032",43,129,2
"5033",43,159,2
"5034",43,173,2
"5035",43,181,2
"5036",43,23,2
"5037",43,35,2
"5038",43,57,2
"5039",45,125,2
"5040",45,179,2
"5041",45,199,2
"5042",45,43,2
"5043",45,55,2
"5044",47,115,2
"5045",47,189,2
"5046",47,23,2
"5047",47,5,2
"5048",47,53,2
"5049",49,161,2
"5050",49,57,2
"5051",49,9,2
"5052",5,165,2
"5053",5,171,2
"5054",5,203,2
"5055",5,53,2
"5056",5,65,2
"5057",51,1,2
"5058",51,125,2
"5059",51,141,2
"5060",51,149,2
"5061",51,17,2
"5062",51,95,2
"5063",53,111,2
"5064",53,135,2
"5065",53,137,2
"5066",53,141,2
"5067",53,149,2
"5068",53,17,2
"5069",53,173,2
"5070",53,175,2
"5071",53,181,2
"5072",53,201,2
"5073",53,25,2
"5074",53,37,2
"5075",53,5,2
"5076",53,51,2
"5077",53,57,2
"5078",53,85,2
"5079",53,95,2
"5080",53,97,2
"5081",55,1,2
"5082",55,11,2
"5083",55,143,2
"5084",55,147,2
"5085",55,149,2
"5086",55,39,2
"5087",55,95,2
"5088",57,117,2
"5089",57,119,2
"5090",57,49,2
"5091",57,91,2
"5092",57,97,2
"5093",59,153,2
"5094",59,19,2
"5095",59,27,2
"5096",59,3,2
"5097",59,49,2
"5098",61,19,2
"5099",63,147,2
"5100",65,5,2
"5101",65,69,2
"5102",65,75,2
"5103",67,103,2
"5104",67,119,2
"5105",67,203,2
"5106",69,153,2
"5107",69,81,2
"5108",7,67,2
"5109",71,113,2
"5110",71,175,2
"5111",71,31,2
"5112",75,125,2
"5113",75,155,2
"5114",75,171,2
"5115",75,187,2
"5116",75,61,2
"5117",77,123,2
"5118",77,131,2
"5119",77,45,2
"5120",77,47,2
"5121",77,97,2
"5122",79,143,2
"5123",79,179,2
"5124",79,187,2
"5125",79,199,2
"5126",79,77,2
"5127",81,103,2
"5128",81,11,2
"5129",81,13,2
"5130",81,17,2
"5131",81,195,2
"5132",81,37,2
"5133",81,61,2
"5134",81,7,2
"5135",81,9,2
"5136",83,121,2
"5137",83,129,2
"5138",83,145,2
"5139",83,19,2
"5140",83,199,2
"5141",83,29,2
"5142",83,77,2
"5143",87,123,2
"5144",87,159,2
"5145",87,173,2
"5146",87,35,2
"5147",87,99,2
"5148",89,117,2
"5149",89,149,2
"5150",89,35,2
"5151",89,39,2
"5152",9,161,2
"5153",9,183,2
"5154",9,31,2
"5155",9,73,2
"5156",91,127,2
"5157",91,149,2
"5158",91,177,2
"5159",91,191,2
"5160",91,25,2
"5161",91,27,2
"5162",91,33,2
"5163",91,35,2
"5164",91,57,2
"5165",91,87,2
"5166",93,137,2
"5167",93,163,2
"5168",93,199,2
"5169",93,57,2
"5170",93,83,2
"5171",95,81,2
"5172",97,109,2
"5173",97,117,2
"5174",97,137,2
"5175",97,199,2
"5176",99,1,2
"5177",99,117,2
"5178",99,127,2
"5179",99,159,2
"5180",99,173,2
"5181",99,33,2
"5182",99,71,2
"5183",99,87,2
"5184",1,103,1
"5185",1,105,1
"5186",1,11,1
"5187",1,121,1
"5188",1,127,1
"5189",1,131,1
"5190",1,139,1
"5191",1,157,1
"5192",1,175,1
"5193",1,177,1
"5194",1,189,1
"5195",1,193,1
"5196",1,201,1
"5197",1,25,1
"5198",1,37,1
"5199",1,49,1
"5200",1,5,1
"5201",1,53,1
"5202",1,75,1
"5203",1,77,1
"5204",1,91,1
"5205",1,97,1
"5206",101,113,1
"5207",101,117,1
"5208",101,135,1
"5209",101,143,1
"5210",101,147,1
"5211",101,17,1
"5212",101,181,1
"5213",101,189,1
"5214",101,197,1
"5215",101,21,1
"5216",101,5,1
"5217",101,55,1
"5218",101,59,1
"5219",101,77,1
"5220",103,121,1
"5221",103,163,1
"5222",103,21,1
"5223",103,57,1
"5224",105,109,1
"5225",105,121,1
"5226",105,129,1
"5227",105,131,1
"5228",105,139,1
"5229",105,17,1
"5230",105,171,1
"5231",105,187,1
"5232",105,5,1
"5233",105,51,1
"5234",105,7,1
"5235",105,71,1
"5236",105,85,1
"5237",105,9,1
"5238",107,131,1
"5239",107,177,1
"5240",107,181,1
"5241",107,191,1
"5242",107,23,1
"5243",107,45,1
"5244",107,85,1
"5245",109,105,1
"5246",109,145,1
"5247",109,155,1
"5248",109,183,1
"5249",109,189,1
"5250",109,199,1
"5251",109,21,1
"5252",109,27,1
"5253",109,33,1
"5254",109,45,1
"5255",109,49,1
"5256",109,55,1
"5257",109,77,1
"5258",109,85,1
"5259",11,121,1
"5260",11,135,1
"5261",11,163,1
"5262",11,17,1
"5263",11,173,1
"5264",11,55,1
"5265",111,121,1
"5266",111,125,1
"5267",111,131,1
"5268",111,173,1
"5269",111,187,1
"5270",111,21,1
"5271",111,51,1
"5272",111,55,1
"5273",111,77,1
"5274",113,145,1
"5275",113,153,1
"5276",113,181,1
"5277",113,185,1
"5278",113,193,1
"5279",113,47,1
"5280",115,131,1
"5281",115,15,1
"5282",115,155,1
"5283",115,169,1
"5284",115,185,1
"5285",115,65,1
"5286",115,71,1
"5287",117,11,1
"5288",117,123,1
"5289",117,145,1
"5290",117,147,1
"5291",117,161,1
"5292",117,165,1
"5293",117,169,1
"5294",117,181,1
"5295",117,193,1
"5296",117,25,1
"5297",117,35,1
"5298",117,37,1
"5299",117,41,1
"5300",117,71,1
"5301",117,79,1
"5302",117,89,1
"5303",117,91,1
"5304",117,95,1
"5305",119,131,1
"5306",119,155,1
"5307",119,3,1
"5308",119,69,1
"5309",121,1,1
"5310",121,103,1
"5311",121,107,1
"5312",121,125,1
"5313",121,137,1
"5314",121,161,1
"5315",121,17,1
"5316",121,201,1
"5317",121,3,1
"5318",121,83,1
"5319",121,95,1
"5320",121,97,1
"5321",123,109,1
"5322",123,117,1
"5323",123,137,1
"5324",123,29,1
"5325",123,81,1
"5326",125,139,1
"5327",125,173,1
"5328",125,49,1
"5329",125,63,1
"5330",125,97,1
"5331",127,1,1
"5332",127,103,1
"5333",127,115,1
"5334",127,125,1
"5335",127,135,1
"5336",127,137,1
"5337",127,191,1
"5338",127,201,1
"5339",127,203,1
"5340",127,25,1
"5341",127,43,1
"5342",127,51,1
"5343",127,53,1
"5344",127,63,1
"5345",127,91,1
"5346",129,121,1
"5347",129,147,1
"5348",129,157,1
"5349",129,161,1
"5350",129,173,1
"5351",129,201,1
"5352",129,29,1
"5353",129,37,1
"5354",129,41,1
"5355",129,51,1
"5356",129,63,1
"5357",129,81,1
"5358",129,83,1
"5359",129,99,1
"5360",131,107,1
"5361",131,111,1
"5362",131,117,1
"5363",131,119,1
"5364",131,155,1
"5365",131,203,1
"5366",131,29,1
"5367",131,81,1
"5368",131,85,1
"5369",131,89,1
"5370",131,97,1
"5371",133,127,1
"5372",133,139,1
"5373",133,159,1
"5374",133,17,1
"5375",133,173,1
"5376",133,203,1
"5377",133,43,1
"5378",133,47,1
"5379",133,9,1
"5380",133,97,1
"5381",133,99,1
"5382",135,109,1
"5383",135,11,1
"5384",135,131,1
"5385",135,177,1
"5386",135,181,1
"5387",135,191,1
"5388",135,193,1
"5389",135,23,1
"5390",135,45,1
"5391",135,65,1
"5392",135,67,1
"5393",135,69,1
"5394",135,75,1
"5395",135,79,1
"5396",135,85,1
"5397",135,87,1
"5398",135,91,1
"5399",137,123,1
"5400",137,139,1
"5401",137,141,1
"5402",137,191,1
"5403",137,195,1
"5404",137,199,1
"5405",137,25,1
"5406",137,35,1
"5407",137,37,1
"5408",137,55,1
"5409",137,7,1
"5410",137,71,1
"5411",137,77,1
"5412",137,87,1
"5413",137,93,1
"5414",139,133,1
"5415",139,145,1
"5416",139,17,1
"5417",139,199,1
"5418",139,55,1
"5419",139,61,1
"5420",139,63,1
"5421",139,87,1
"5422",139,89,1
"5423",139,93,1
"5424",141,109,1
"5425",141,147,1
"5426",141,159,1
"5427",141,199,1
"5428",141,21,1
"5429",141,35,1
"5430",143,101,1
"5431",143,165,1
"5432",143,61,1
"5433",143,83,1
"5434",145,101,1
"5435",145,105,1
"5436",145,151,1
"5437",145,173,1
"5438",145,179,1
"5439",145,183,1
"5440",145,197,1
"5441",145,33,1
"5442",145,37,1
"5443",147,101,1
"5444",147,109,1
"5445",147,161,1
"5446",147,189,1
"5447",147,27,1
"5448",147,55,1
"5449",147,57,1
"5450",147,79,1
"5451",147,81,1
"5452",147,9,1
"5453",149,105,1
"5454",149,125,1
"5455",149,133,1
"5456",149,147,1
"5457",149,161,1
"5458",149,187,1
"5459",149,189,1
"5460",149,201,1
"5461",149,27,1
"5462",149,29,1
"5463",149,39,1
"5464",149,55,1
"5465",149,7,1
"5466",149,75,1
"5467",149,81,1
"5468",15,115,1
"5469",15,169,1
"5470",15,57,1
"5471",151,119,1
"5472",151,145,1
"5473",151,167,1
"5474",151,49,1
"5475",151,91,1
"5476",153,115,1
"5477",153,119,1
"5478",153,145,1
"5479",153,189,1
"5480",153,19,1
"5481",153,193,1
"5482",153,27,1
"5483",153,31,1
"5484",153,65,1
"5485",155,107,1
"5486",155,115,1
"5487",155,119,1
"5488",155,167,1
"5489",155,17,1
"5490",155,39,1
"5491",155,49,1
"5492",155,57,1
"5493",157,105,1
"5494",157,107,1
"5495",157,143,1
"5496",157,153,1
"5497",157,161,1
"5498",157,191,1
"5499",157,201,1
"5500",157,21,1
"5501",157,3,1
"5502",157,33,1
"5503",157,35,1
"5504",157,41,1
"5505",157,61,1
"5506",157,85,1
"5507",159,107,1
"5508",159,129,1
"5509",159,145,1
"5510",159,147,1
"5511",159,153,1
"5512",159,157,1
"5513",159,161,1
"5514",159,179,1
"5515",159,201,1
"5516",159,203,1
"5517",159,63,1
"5518",159,97,1
"5519",161,117,1
"5520",161,121,1
"5521",161,149,1
"5522",161,157,1
"5523",161,169,1
"5524",161,189,1
"5525",161,199,1
"5526",161,41,1
"5527",161,51,1
"5528",161,55,1
"5529",161,75,1
"5530",161,77,1
"5531",161,79,1
"5532",161,9,1
"5533",163,11,1
"5534",163,123,1
"5535",163,131,1
"5536",163,177,1
"5537",163,187,1
"5538",163,39,1
"5539",163,53,1
"5540",163,7,1
"5541",163,75,1
"5542",165,137,1
"5543",165,143,1
"5544",165,173,1
"5545",165,21,1
"5546",165,43,1
"5547",165,61,1
"5548",165,75,1
"5549",165,95,1
"5550",167,151,1
"5551",167,153,1
"5552",167,181,1
"5553",167,185,1
"5554",167,59,1
"5555",167,65,1
"5556",167,69,1
"5557",169,115,1
"5558",169,135,1
"5559",169,173,1
"5560",169,19,1
"5561",169,201,1
"5562",169,203,1
"5563",169,49,1
"5564",169,63,1
"5565",169,75,1
"5566",169,89,1
"5567",169,99,1
"5568",17,121,1
"5569",17,123,1
"5570",17,139,1
"5571",17,141,1
"5572",17,147,1
"5573",17,201,1
"5574",17,27,1
"5575",17,37,1
"5576",17,53,1
"5577",17,71,1
"5578",17,89,1
"5579",17,91,1
"5580",17,99,1
"5581",171,143,1
"5582",171,159,1
"5583",171,19,1
"5584",171,203,1
"5585",171,31,1
"5586",171,37,1
"5587",171,49,1
"5588",171,63,1
"5589",171,67,1
"5590",171,95,1
"5591",173,11,1
"5592",173,129,1
"5593",173,157,1
"5594",173,161,1
"5595",173,191,1
"5596",173,37,1
"5597",173,47,1
"5598",173,55,1
"5599",173,57,1
"5600",173,63,1
"5601",173,83,1
"5602",173,87,1
"5603",173,95,1
"5604",173,97,1
"5605",173,99,1
"5606",175,105,1
"5607",175,107,1
"5608",175,115,1
"5609",175,41,1
"5610",175,43,1
"5611",175,63,1
"5612",175,75,1
"5613",175,85,1
"5614",175,89,1
"5615",175,93,1
"5616",177,1,1
"5617",177,105,1
"5618",177,107,1
"5619",177,135,1
"5620",177,183,1
"5621",177,39,1
"5622",177,41,1
"5623",177,81,1
"5624",177,95,1
"5625",179,101,1
"5626",179,145,1
"5627",179,191,1
"5628",179,23,1
"5629",179,61,1
"5630",181,105,1
"5631",181,113,1
"5632",181,115,1
"5633",181,135,1
"5634",181,139,1
"5635",181,159,1
"5636",181,179,1
"5637",181,185,1
"5638",181,25,1
"5639",181,35,1
"5640",181,39,1
"5641",181,43,1
"5642",181,57,1
"5643",181,59,1
"5644",181,63,1
"5645",185,143,1
"5646",185,145,1
"5647",185,181,1
"5648",185,183,1
"5649",185,189,1
"5650",185,197,1
"5651",185,27,1
"5652",185,35,1
"5653",185,69,1
"5654",187,129,1
"5655",187,135,1
"5656",187,149,1
"5657",187,163,1
"5658",187,7,1
"5659",187,83,1
"5660",187,9,1
"5661",189,101,1
"5662",189,129,1
"5663",189,151,1
"5664",189,153,1
"5665",189,173,1
"5666",189,197,1
"5667",189,3,1
"5668",189,33,1
"5669",189,35,1
"5670",189,37,1
"5671",189,57,1
"5672",189,61,1
"5673",189,75,1
"5674",189,79,1
"5675",189,9,1
"5676",189,91,1
"5677",189,99,1
"5678",19,151,1
"5679",19,153,1
"5680",19,59,1
"5681",19,61,1
"5682",19,71,1
"5683",191,107,1
"5684",191,135,1
"5685",191,137,1
"5686",191,153,1
"5687",191,179,1
"5688",191,183,1
"5689",191,87,1
"5690",191,91,1
"5691",191,99,1
"5692",193,117,1
"5693",193,135,1
"5694",193,153,1
"5695",193,183,1
"5696",193,37,1
"5697",195,125,1
"5698",195,163,1
"5699",195,39,1
"5700",195,49,1
"5701",195,81,1
"5702",195,9,1
"5703",197,145,1
"5704",197,151,1
"5705",197,153,1
"5706",197,189,1
"5707",197,191,1
"5708",197,193,1
"5709",197,25,1
"5710",197,27,1
"5711",197,47,1
"5712",197,83,1
"5713",199,1,1
"5714",199,105,1
"5715",199,111,1
"5716",199,137,1
"5717",199,63,1
"5718",199,9,1
"5719",199,93,1
"5720",201,101,1
"5721",201,129,1
"5722",201,139,1
"5723",201,149,1
"5724",201,173,1
"5725",201,189,1
"5726",201,193,1
"5727",201,21,1
"5728",201,35,1
"5729",201,67,1
"5730",201,77,1
"5731",201,9,1
"5732",203,127,1
"5733",203,133,1
"5734",203,145,1
"5735",203,177,1
"5736",203,27,1
"5737",203,33,1
"5738",203,35,1
"5739",203,45,1
"5740",203,55,1
"5741",203,71,1
"5742",203,77,1
"5743",21,103,1
"5744",21,11,1
"5745",21,127,1
"5746",21,141,1
"5747",21,169,1
"5748",21,193,1
"5749",21,65,1
"5750",21,9,1
"5751",21,93,1
"5752",23,133,1
"5753",23,145,1
"5754",23,83,1
"5755",25,105,1
"5756",25,127,1
"5757",25,133,1
"5758",25,137,1
"5759",25,139,1
"5760",25,179,1
"5761",25,181,1
"5762",25,39,1
"5763",25,61,1
"5764",25,83,1
"5765",27,1,1
"5766",27,101,1
"5767",27,105,1
"5768",27,139,1
"5769",27,147,1
"5770",27,149,1
"5771",27,151,1
"5772",27,153,1
"5773",27,185,1
"5774",27,197,1
"5775",27,201,1
"5776",27,203,1
"5777",27,39,1
"5778",27,45,1
"5779",27,59,1
"5780",27,79,1
"5781",27,91,1
"5782",27,95,1
"5783",27,97,1
"5784",27,99,1
"5785",29,103,1
"5786",29,123,1
"5787",29,129,1
"5788",29,161,1
"5789",29,65,1
"5790",3,121,1
"5791",3,133,1
"5792",31,151,1
"5793",31,165,1
"5794",31,169,1
"5795",31,193,1
"5796",31,47,1
"5797",31,59,1
"5798",31,61,1
"5799",31,79,1
"5800",31,83,1
"5801",33,111,1
"5802",33,145,1
"5803",33,147,1
"5804",33,189,1
"5805",33,197,1
"5806",33,201,1
"5807",33,21,1
"5808",33,27,1
"5809",33,39,1
"5810",33,55,1
"5811",33,63,1
"5812",33,65,1
"5813",33,95,1
"5814",33,99,1
"5815",35,107,1
"5816",35,127,1
"5817",35,133,1
"5818",35,137,1
"5819",35,153,1
"5820",35,157,1
"5821",35,191,1
"5822",35,201,1
"5823",35,203,1
"5824",35,27,1
"5825",35,39,1
"5826",35,43,1
"5827",35,63,1
"5828",35,77,1
"5829",35,87,1
"5830",35,89,1
"5831",35,95,1
"5832",37,1,1
"5833",37,121,1
"5834",37,137,1
"5835",37,139,1
"5836",37,173,1
"5837",37,189,1
"5838",37,199,1
"5839",37,27,1
"5840",37,51,1
"5841",37,55,1
"5842",37,57,1
"5843",37,71,1
"5844",37,81,1
"5845",39,127,1
"5846",39,191,1
"5847",39,33,1
"5848",39,45,1
"5849",39,77,1
"5850",39,83,1
"5851",39,87,1
"5852",39,93,1
"5853",39,97,1
"5854",41,133,1
"5855",41,137,1
"5856",41,145,1
"5857",41,151,1
"5858",41,37,1
"5859",43,127,1
"5860",43,131,1
"5861",43,133,1
"5862",43,153,1
"5863",43,165,1
"5864",43,17,1
"5865",43,191,1
"5866",43,5,1
"5867",43,67,1
"5868",43,87,1
"5869",45,11,1
"5870",45,141,1
"5871",45,153,1
"5872",45,185,1
"5873",45,201,1
"5874",45,47,1
"5875",45,5,1
"5876",45,63,1
"5877",45,77,1
"5878",45,95,1
"5879",45,97,1
"5880",45,99,1
"5881",47,113,1
"5882",47,127,1
"5883",47,135,1
"5884",47,143,1
"5885",47,167,1
"5886",47,181,1
"5887",47,21,1
"5888",47,45,1
"5889",47,51,1
"5890",47,91,1
"5891",49,155,1
"5892",49,169,1
"5893",49,171,1
"5894",49,59,1
"5895",49,61,1
"5896",49,67,1
"5897",5,101,1
"5898",5,139,1
"5899",5,147,1
"5900",5,161,1
"5901",5,179,1
"5902",5,185,1
"5903",5,39,1
"5904",5,43,1
"5905",5,61,1
"5906",5,63,1
"5907",5,87,1
"5908",51,45,1
"5909",51,47,1
"5910",51,59,1
"5911",51,63,1
"5912",51,7,1
"5913",53,163,1
"5914",53,21,1
"5915",53,33,1
"5916",53,77,1
"5917",55,105,1
"5918",55,109,1
"5919",55,201,1
"5920",55,21,1
"5921",55,45,1
"5922",55,63,1
"5923",55,83,1
"5924",55,89,1
"5925",55,97,1
"5926",57,103,1
"5927",57,111,1
"5928",57,139,1
"5929",57,15,1
"5930",57,155,1
"5931",57,157,1
"5932",57,27,1
"5933",57,37,1
"5934",57,51,1
"5935",57,53,1
"5936",57,77,1
"5937",57,81,1
"5938",57,83,1
"5939",57,93,1
"5940",59,115,1
"5941",59,145,1
"5942",59,189,1
"5943",61,107,1
"5944",61,133,1
"5945",61,141,1
"5946",61,145,1
"5947",61,189,1
"5948",61,29,1
"5949",61,5,1
"5950",61,81,1
"5951",61,87,1
"5952",61,91,1
"5953",61,95,1
"5954",63,1,1
"5955",63,125,1
"5956",63,127,1
"5957",63,131,1
"5958",63,15,1
"5959",63,157,1
"5960",63,159,1
"5961",63,169,1
"5962",63,173,1
"5963",63,175,1
"5964",63,21,1
"5965",63,25,1
"5966",63,27,1
"5967",63,35,1
"5968",63,5,1
"5969",63,51,1
"5970",63,55,1
"5971",63,71,1
"5972",63,77,1
"5973",65,115,1
"5974",65,133,1
"5975",65,135,1
"5976",65,151,1
"5977",65,167,1
"5978",65,173,1
"5979",65,21,1
"5980",65,29,1
"5981",65,79,1
"5982",67,11,1
"5983",67,115,1
"5984",67,163,1
"5985",67,177,1
"5986",67,197,1
"5987",67,29,1
"5988",67,41,1
"5989",67,49,1
"5990",67,75,1
"5991",67,97,1
"5992",69,101,1
"5993",69,167,1
"5994",69,185,1
"5995",69,65,1
"5996",7,1,1
"5997",7,105,1
"5998",7,109,1
"5999",7,137,1
"6000",7,147,1
"6001",7,159,1
"6002",7,35,1
"6003",7,77,1
"6004",7,81,1
"6005",7,9,1
"6006",71,105,1
"6007",71,107,1
"6008",71,11,1
"6009",71,123,1
"6010",71,125,1
"6011",71,137,1
"6012",71,141,1
"6013",71,19,1
"6014",71,197,1
"6015",71,21,1
"6016",71,43,1
"6017",71,85,1
"6018",71,89,1
"6019",71,99,1
"6020",73,147,1
"6021",73,169,1
"6022",73,171,1
"6023",73,199,1
"6024",73,41,1
"6025",73,45,1
"6026",73,5,1
"6027",73,9,1
"6028",75,117,1
"6029",75,153,1
"6030",75,157,1
"6031",75,159,1
"6032",75,21,1
"6033",75,27,1
"6034",75,33,1
"6035",75,57,1
"6036",75,79,1
"6037",75,87,1
"6038",75,9,1
"6039",77,101,1
"6040",77,139,1
"6041",77,141,1
"6042",77,147,1
"6043",77,203,1
"6044",77,37,1
"6045",77,39,1
"6046",77,57,1
"6047",77,99,1
"6048",79,147,1
"6049",79,31,1
"6050",79,39,1
"6051",79,55,1
"6052",79,65,1
"6053",79,75,1
"6054",79,91,1
"6055",81,139,1
"6056",83,125,1
"6057",83,127,1
"6058",83,169,1
"6059",83,173,1
"6060",83,197,1
"6061",83,25,1
"6062",83,31,1
"6063",83,33,1
"6064",83,39,1
"6065",83,43,1
"6066",83,55,1
"6067",83,63,1
"6068",83,87,1
"6069",83,99,1
"6070",85,1,1
"6071",85,105,1
"6072",85,109,1
"6073",85,91,1
"6074",87,101,1
"6075",87,185,1
"6076",87,21,1
"6077",87,27,1
"6078",87,33,1
"6079",87,43,1
"6080",87,83,1
