"","Origin.Zone.ID","Destination.ID","Traffic.V"
"6081",87,89,1
"6082",89,101,1
"6083",89,169,1
"6084",89,17,1
"6085",89,191,1
"6086",89,23,1
"6087",89,5,1
"6088",89,67,1
"6089",89,71,1
"6090",9,105,1
"6091",9,123,1
"6092",9,133,1
"6093",9,147,1
"6094",9,199,1
"6095",9,43,1
"6096",9,49,1
"6097",9,51,1
"6098",9,63,1
"6099",9,75,1
"6100",9,91,1
"6101",9,99,1
"6102",91,1,1
"6103",91,101,1
"6104",91,165,1
"6105",91,17,1
"6106",91,185,1
"6107",91,187,1
"6108",91,189,1
"6109",91,193,1
"6110",91,71,1
"6111",91,85,1
"6112",93,1,1
"6113",93,117,1
"6114",93,131,1
"6115",93,147,1
"6116",93,15,1
"6117",93,21,1
"6118",93,25,1
"6119",93,39,1
"6120",93,41,1
"6121",93,5,1
"6122",93,51,1
"6123",93,55,1
"6124",93,77,1
"6125",95,121,1
"6126",95,149,1
"6127",95,165,1
"6128",95,173,1
"6129",95,177,1
"6130",95,199,1
"6131",95,27,1
"6132",95,33,1
"6133",95,45,1
"6134",95,49,1
"6135",95,53,1
"6136",95,61,1
"6137",95,77,1
"6138",97,1,1
"6139",97,127,1
"6140",97,131,1
"6141",97,133,1
"6142",97,147,1
"6143",97,149,1
"6144",97,155,1
"6145",97,157,1
"6146",97,159,1
"6147",97,169,1
"6148",97,173,1
"6149",97,181,1
"6150",97,39,1
"6151",97,55,1
"6152",97,67,1
"6153",99,129,1
"6154",99,133,1
"6155",99,139,1
"6156",99,145,1
"6157",99,181,1
"6158",99,193,1
"6159",99,23,1
"6160",99,25,1
"6161",99,45,1
"6162",99,77,1
"6163",99,83,1
"6164",99,9,1
"6165",1,123,0
"6166",1,159,0
"6167",1,47,0
"6168",101,139,0
"6169",101,153,0
"6170",101,183,0
"6171",101,43,0
"6172",101,89,0
"6173",101,95,0
"6174",103,1,0
"6175",103,129,0
"6176",103,133,0
"6177",103,147,0
"6178",103,157,0
"6179",103,159,0
"6180",103,17,0
"6181",103,173,0
"6182",103,55,0
"6183",103,77,0
"6184",105,133,0
"6185",105,145,0
"6186",105,15,0
"6187",105,199,0
"6188",105,23,0
"6189",105,33,0
"6190",105,35,0
"6191",105,45,0
"6192",105,67,0
"6193",107,127,0
"6194",107,151,0
"6195",107,165,0
"6196",107,185,0
"6197",107,193,0
"6198",107,25,0
"6199",107,33,0
"6200",107,87,0
"6201",109,147,0
"6202",109,181,0
"6203",109,53,0
"6204",109,7,0
"6205",109,75,0
"6206",11,119,0
"6207",11,129,0
"6208",11,133,0
"6209",11,139,0
"6210",11,199,0
"6211",11,21,0
"6212",11,23,0
"6213",11,41,0
"6214",11,45,0
"6215",11,53,0
"6216",11,81,0
"6217",111,117,0
"6218",111,133,0
"6219",111,147,0
"6220",111,181,0
"6221",111,23,0
"6222",111,33,0
"6223",111,45,0
"6224",111,57,0
"6225",111,61,0
"6226",111,67,0
"6227",111,83,0
"6228",113,3,0
"6229",115,151,0
"6230",115,177,0
"6231",117,111,0
"6232",117,127,0
"6233",117,159,0
"6234",117,185,0
"6235",117,191,0
"6236",117,195,0
"6237",117,23,0
"6238",117,33,0
"6239",117,45,0
"6240",117,85,0
"6241",117,87,0
"6242",119,15,0
"6243",121,105,0
"6244",121,11,0
"6245",121,123,0
"6246",121,129,0
"6247",121,149,0
"6248",121,195,0
"6249",121,61,0
"6250",121,7,0
"6251",121,9,0
"6252",123,1,0
"6253",123,121,0
"6254",123,127,0
"6255",123,131,0
"6256",123,147,0
"6257",123,159,0
"6258",123,17,0
"6259",123,193,0
"6260",123,47,0
"6261",123,71,0
"6262",123,79,0
"6263",123,85,0
"6264",125,111,0
"6265",125,121,0
"6266",125,151,0
"6267",125,157,0
"6268",125,165,0
"6269",125,181,0
"6270",125,189,0
"6271",125,193,0
"6272",125,195,0
"6273",125,201,0
"6274",125,23,0
"6275",125,29,0
"6276",125,41,0
"6277",125,51,0
"6278",125,75,0
"6279",125,79,0
"6280",125,89,0
"6281",125,91,0
"6282",127,117,0
"6283",127,133,0
"6284",127,141,0
"6285",127,159,0
"6286",127,177,0
"6287",127,183,0
"6288",127,23,0
"6289",127,39,0
"6290",127,73,0
"6291",127,79,0
"6292",127,9,0
"6293",127,95,0
"6294",127,97,0
"6295",129,133,0
"6296",129,141,0
"6297",129,145,0
"6298",129,155,0
"6299",129,159,0
"6300",129,199,0
"6301",129,73,0
"6302",129,77,0
"6303",129,85,0
"6304",129,89,0
"6305",129,91,0
"6306",13,113,0
"6307",13,145,0
"6308",13,179,0
"6309",13,67,0
"6310",13,71,0
"6311",131,105,0
"6312",131,123,0
"6313",131,125,0
"6314",131,149,0
"6315",131,163,0
"6316",131,169,0
"6317",131,175,0
"6318",131,21,0
"6319",131,23,0
"6320",131,75,0
"6321",131,77,0
"6322",133,103,0
"6323",133,11,0
"6324",133,111,0
"6325",133,123,0
"6326",133,147,0
"6327",133,151,0
"6328",133,161,0
"6329",133,181,0
"6330",133,183,0
"6331",133,201,0
"6332",133,25,0
"6333",133,3,0
"6334",133,41,0
"6335",133,57,0
"6336",133,63,0
"6337",133,73,0
"6338",133,75,0
"6339",133,89,0
"6340",133,95,0
"6341",135,151,0
"6342",135,155,0
"6343",135,169,0
"6344",135,175,0
"6345",135,185,0
"6346",135,47,0
"6347",137,121,0
"6348",137,145,0
"6349",137,165,0
"6350",137,23,0
"6351",137,33,0
"6352",137,79,0
"6353",139,1,0
"6354",139,11,0
"6355",139,151,0
"6356",139,157,0
"6357",139,187,0
"6358",139,193,0
"6359",139,37,0
"6360",139,47,0
"6361",139,57,0
"6362",141,127,0
"6363",141,139,0
"6364",141,157,0
"6365",141,193,0
"6366",141,23,0
"6367",141,33,0
"6368",141,45,0
"6369",141,65,0
"6370",141,71,0
"6371",141,77,0
"6372",141,79,0
"6373",141,9,0
"6374",143,159,0
"6375",143,191,0
"6376",143,33,0
"6377",143,79,0
"6378",145,137,0
"6379",145,23,0
"6380",145,35,0
"6381",145,61,0
"6382",145,67,0
"6383",145,75,0
"6384",145,85,0
"6385",145,91,0
"6386",145,93,0
"6387",145,95,0
"6388",145,97,0
"6389",145,99,0
"6390",147,103,0
"6391",147,11,0
"6392",147,111,0
"6393",147,133,0
"6394",147,145,0
"6395",147,155,0
"6396",147,171,0
"6397",147,191,0
"6398",147,25,0
"6399",147,47,0
"6400",147,5,0
"6401",147,61,0
"6402",147,71,0
"6403",147,85,0
"6404",147,87,0
"6405",147,93,0
"6406",149,131,0
"6407",149,141,0
"6408",149,173,0
"6409",149,193,0
"6410",149,199,0
"6411",149,49,0
"6412",149,5,0
"6413",149,53,0
"6414",149,73,0
"6415",149,77,0
"6416",149,87,0
"6417",149,93,0
"6418",15,105,0
"6419",15,203,0
"6420",15,63,0
"6421",151,113,0
"6422",151,117,0
"6423",151,157,0
"6424",151,173,0
"6425",151,179,0
"6426",151,27,0
"6427",151,29,0
"6428",151,31,0
"6429",151,33,0
"6430",151,39,0
"6431",151,41,0
"6432",153,113,0
"6433",153,157,0
"6434",153,197,0
"6435",153,25,0
"6436",153,29,0
"6437",153,35,0
"6438",153,41,0
"6439",153,51,0
"6440",153,91,0
"6441",155,177,0
"6442",155,183,0
"6443",155,41,0
"6444",155,7,0
"6445",155,91,0
"6446",157,101,0
"6447",157,103,0
"6448",157,125,0
"6449",157,129,0
"6450",157,139,0
"6451",157,147,0
"6452",157,151,0
"6453",157,169,0
"6454",157,183,0
"6455",157,69,0
"6456",157,91,0
"6457",157,93,0
"6458",159,111,0
"6459",159,117,0
"6460",159,127,0
"6461",159,131,0
"6462",159,133,0
"6463",159,141,0
"6464",159,169,0
"6465",159,17,0
"6466",159,187,0
"6467",159,3,0
"6468",159,53,0
"6469",159,69,0
"6470",159,73,0
"6471",159,9,0
"6472",159,95,0
"6473",161,147,0
"6474",161,159,0
"6475",161,21,0
"6476",161,23,0
"6477",161,27,0
"6478",161,5,0
"6479",161,61,0
"6480",161,87,0
"6481",163,129,0
"6482",163,155,0
"6483",163,169,0
"6484",163,85,0
"6485",165,1,0
"6486",165,109,0
"6487",165,117,0
"6488",165,183,0
"6489",165,197,0
"6490",165,31,0
"6491",165,53,0
"6492",165,79,0
"6493",165,91,0
"6494",167,3,0
"6495",169,11,0
"6496",169,111,0
"6497",169,13,0
"6498",169,163,0
"6499",169,199,0
"6500",169,21,0
"6501",169,27,0
"6502",169,39,0
"6503",169,5,0
"6504",169,91,0
"6505",17,105,0
"6506",17,127,0
"6507",17,133,0
"6508",17,155,0
"6509",17,175,0
"6510",17,189,0
"6511",17,199,0
"6512",17,41,0
"6513",17,49,0
"6514",17,55,0
"6515",17,73,0
"6516",17,75,0
"6517",17,77,0
"6518",17,97,0
"6519",171,105,0
"6520",171,121,0
"6521",171,139,0
"6522",171,147,0
"6523",171,157,0
"6524",171,181,0
"6525",171,183,0
"6526",171,187,0
"6527",171,197,0
"6528",171,21,0
"6529",171,29,0
"6530",171,33,0
"6531",171,39,0
"6532",171,43,0
"6533",171,45,0
"6534",171,99,0
"6535",173,101,0
"6536",173,103,0
"6537",173,111,0
"6538",173,133,0
"6539",173,141,0
"6540",173,165,0
"6541",173,169,0
"6542",173,17,0
"6543",173,177,0
"6544",173,181,0
"6545",173,185,0
"6546",173,189,0
"6547",173,193,0
"6548",173,3,0
"6549",173,9,0
"6550",173,93,0
"6551",175,111,0
"6552",175,119,0
"6553",175,121,0
"6554",175,139,0
"6555",175,141,0
"6556",175,145,0
"6557",175,147,0
"6558",175,149,0
"6559",175,183,0
"6560",175,29,0
"6561",175,39,0
"6562",177,155,0
"6563",177,57,0
"6564",179,127,0
"6565",179,151,0
"6566",179,165,0
"6567",179,181,0
"6568",179,33,0
"6569",181,101,0
"6570",181,117,0
"6571",181,125,0
"6572",181,129,0
"6573",181,161,0
"6574",181,173,0
"6575",181,201,0
"6576",181,203,0
"6577",181,21,0
"6578",181,33,0
"6579",181,53,0
"6580",181,97,0
"6581",181,99,0
"6582",183,127,0
"6583",183,131,0
"6584",183,145,0
"6585",183,185,0
"6586",183,189,0
"6587",183,193,0
"6588",183,25,0
"6589",183,47,0
"6590",183,61,0
"6591",183,83,0
"6592",185,107,0
"6593",185,115,0
"6594",185,21,0
"6595",185,5,0
"6596",185,91,0
"6597",187,111,0
"6598",187,117,0
"6599",187,147,0
"6600",187,159,0
"6601",187,199,0
"6602",187,27,0
"6603",187,39,0
"6604",187,41,0
"6605",187,49,0
"6606",187,77,0
"6607",187,97,0
"6608",189,1,0
"6609",189,105,0
"6610",189,11,0
"6611",189,13,0
"6612",189,183,0
"6613",189,201,0
"6614",189,39,0
"6615",189,59,0
"6616",189,69,0
"6617",189,73,0
"6618",189,89,0
"6619",191,105,0
"6620",191,117,0
"6621",191,143,0
"6622",191,35,0
"6623",191,37,0
"6624",191,39,0
"6625",191,83,0
"6626",191,89,0
"6627",193,105,0
"6628",193,123,0
"6629",193,133,0
"6630",193,139,0
"6631",193,141,0
"6632",193,179,0
"6633",193,21,0
"6634",193,23,0
"6635",193,43,0
"6636",193,45,0
"6637",193,53,0
"6638",193,57,0
"6639",193,61,0
"6640",193,73,0
"6641",193,89,0
"6642",193,91,0
"6643",193,95,0
"6644",193,99,0
"6645",195,117,0
"6646",195,121,0
"6647",195,133,0
"6648",195,135,0
"6649",195,137,0
"6650",195,159,0
"6651",195,17,0
"6652",195,189,0
"6653",195,199,0
"6654",195,29,0
"6655",195,55,0
"6656",197,171,0
"6657",197,61,0
"6658",197,69,0
"6659",197,79,0
"6660",199,11,0
"6661",199,123,0
"6662",199,139,0
"6663",199,161,0
"6664",199,169,0
"6665",199,171,0
"6666",199,195,0
"6667",199,37,0
"6668",199,7,0
"6669",199,73,0
"6670",201,125,0
"6671",201,127,0
"6672",201,159,0
"6673",201,169,0
"6674",201,17,0
"6675",201,171,0
"6676",201,27,0
"6677",201,3,0
"6678",201,5,0
"6679",201,53,0
"6680",201,87,0
"6681",203,101,0
"6682",203,157,0
"6683",203,181,0
"6684",203,185,0
"6685",203,189,0
"6686",203,5,0
"6687",203,61,0
"6688",203,79,0
"6689",203,83,0
"6690",203,87,0
"6691",21,111,0
"6692",21,15,0
"6693",21,153,0
"6694",21,161,0
"6695",21,175,0
"6696",21,185,0
"6697",21,187,0
"6698",21,191,0
"6699",21,37,0
"6700",21,47,0
"6701",21,59,0
"6702",21,67,0
"6703",21,71,0
"6704",23,105,0
"6705",23,109,0
"6706",23,127,0
"6707",23,129,0
"6708",23,189,0
"6709",23,193,0
"6710",23,195,0
"6711",23,37,0
"6712",23,65,0
"6713",23,97,0
"6714",25,1,0
"6715",25,109,0
"6716",25,125,0
"6717",25,129,0
"6718",25,147,0
"6719",25,151,0
"6720",25,183,0
"6721",25,3,0
"6722",25,63,0
"6723",25,69,0
"6724",25,73,0
"6725",25,87,0
"6726",25,89,0
"6727",25,91,0
"6728",27,109,0
"6729",27,13,0
"6730",27,141,0
"6731",27,169,0
"6732",27,3,0
"6733",27,53,0
"6734",27,57,0
"6735",27,67,0
"6736",29,153,0
"6737",29,171,0
"6738",29,177,0
"6739",29,57,0
"6740",29,61,0
"6741",29,69,0
"6742",29,7,0
"6743",29,85,0
"6744",29,9,0
"6745",3,119,0
"6746",3,159,0
"6747",3,167,0
"6748",3,191,0
"6749",3,193,0
"6750",3,51,0
"6751",3,65,0
"6752",33,129,0
"6753",33,143,0
"6754",33,157,0
"6755",33,171,0
"6756",33,179,0
"6757",33,203,0
"6758",33,59,0
"6759",33,73,0
"6760",33,83,0
"6761",33,87,0
"6762",33,89,0
"6763",33,93,0
"6764",33,97,0
"6765",35,1,0
"6766",35,105,0
"6767",35,129,0
"6768",35,141,0
"6769",35,149,0
"6770",35,15,0
"6771",35,17,0
"6772",35,61,0
"6773",35,73,0
"6774",35,93,0
"6775",37,125,0
"6776",37,149,0
"6777",37,17,0
"6778",37,21,0
"6779",37,25,0
"6780",37,33,0
"6781",39,111,0
"6782",39,131,0
"6783",39,133,0
"6784",39,145,0
"6785",39,149,0
"6786",39,151,0
"6787",39,155,0
"6788",39,17,0
"6789",39,171,0
"6790",39,175,0
"6791",39,177,0
"6792",39,181,0
"6793",39,193,0
"6794",39,5,0
"6795",41,125,0
"6796",41,157,0
"6797",41,175,0
"6798",41,189,0
"6799",41,3,0
"6800",43,101,0
"6801",43,145,0
"6802",43,151,0
"6803",43,189,0
"6804",43,25,0
"6805",43,33,0
"6806",43,61,0
"6807",43,71,0
"6808",43,83,0
"6809",43,9,0
"6810",45,103,0
"6811",45,105,0
"6812",45,135,0
"6813",45,137,0
"6814",45,161,0
"6815",45,163,0
"6816",45,191,0
"6817",45,195,0
"6818",45,197,0
"6819",45,39,0
"6820",45,57,0
"6821",45,73,0
"6822",45,89,0
"6823",47,1,0
"6824",47,103,0
"6825",47,117,0
"6826",47,123,0
"6827",47,157,0
"6828",47,183,0
"6829",47,31,0
"6830",47,75,0
"6831",47,87,0
"6832",49,109,0
"6833",49,149,0
"6834",49,151,0
"6835",49,175,0
"6836",49,177,0
"6837",49,195,0
"6838",5,1,0
"6839",5,105,0
"6840",5,109,0
"6841",5,127,0
"6842",5,129,0
"6843",5,141,0
"6844",5,149,0
"6845",5,181,0
"6846",5,193,0
"6847",5,201,0
"6848",5,3,0
"6849",5,59,0
"6850",5,89,0
"6851",5,9,0
"6852",51,111,0
"6853",51,123,0
"6854",51,129,0
"6855",51,177,0
"6856",51,195,0
"6857",51,203,0
"6858",51,37,0
"6859",51,57,0
"6860",51,61,0
"6861",51,89,0
"6862",53,1,0
"6863",53,109,0
"6864",53,153,0
"6865",53,161,0
"6866",53,169,0
"6867",53,187,0
"6868",53,189,0
"6869",53,193,0
"6870",53,27,0
"6871",53,47,0
"6872",53,65,0
"6873",53,7,0
"6874",53,87,0
"6875",55,125,0
"6876",55,137,0
"6877",55,141,0
"6878",55,17,0
"6879",55,187,0
"6880",55,57,0
"6881",55,73,0
"6882",57,133,0
"6883",57,147,0
"6884",57,177,0
"6885",57,199,0
"6886",57,29,0
"6887",57,35,0
"6888",57,85,0
"6889",59,113,0
"6890",59,167,0
"6891",59,179,0
"6892",59,31,0
"6893",59,39,0
"6894",59,41,0
"6895",59,5,0
"6896",61,105,0
"6897",61,127,0
"6898",61,183,0
"6899",61,193,0
"6900",61,197,0
"6901",61,199,0
"6902",61,201,0
"6903",61,31,0
"6904",61,35,0
"6905",61,43,0
"6906",61,49,0
"6907",61,57,0
"6908",61,67,0
"6909",61,77,0
"6910",61,93,0
"6911",61,99,0
"6912",63,101,0
"6913",63,139,0
"6914",63,145,0
"6915",63,181,0
"6916",63,193,0
"6917",63,33,0
"6918",63,45,0
"6919",63,67,0
"6920",63,79,0
"6921",63,87,0
"6922",65,113,0
"6923",65,117,0
"6924",65,125,0
"6925",65,127,0
"6926",65,141,0
"6927",65,33,0
"6928",65,41,0
"6929",65,43,0
"6930",67,111,0
"6931",67,13,0
"6932",67,135,0
"6933",67,141,0
"6934",67,145,0
"6935",67,183,0
"6936",67,21,0
"6937",67,39,0
"6938",67,43,0
"6939",67,5,0
"6940",67,63,0
"6941",67,77,0
"6942",67,81,0
"6943",67,85,0
"6944",67,89,0
"6945",69,115,0
"6946",69,119,0
"6947",69,121,0
"6948",69,159,0
"6949",69,183,0
"6950",69,29,0
"6951",69,35,0
"6952",7,121,0
"6953",7,139,0
"6954",7,155,0
"6955",7,163,0
"6956",7,21,0
"6957",7,53,0
"6958",7,57,0
"6959",7,71,0
"6960",7,75,0
"6961",71,201,0
"6962",71,39,0
"6963",71,49,0
"6964",71,63,0
"6965",71,7,0
"6966",71,9,0
"6967",71,91,0
"6968",73,129,0
"6969",73,159,0
"6970",73,61,0
"6971",73,77,0
"6972",75,1,0
"6973",75,127,0
"6974",75,165,0
"6975",75,191,0
"6976",75,47,0
"6977",75,7,0
"6978",75,83,0
"6979",77,1,0
"6980",77,109,0
"6981",77,13,0
"6982",77,137,0
"6983",77,149,0
"6984",77,17,0
"6985",77,177,0
"6986",77,187,0
"6987",77,63,0
"6988",77,73,0
"6989",79,137,0
"6990",79,157,0
"6991",79,17,0
"6992",79,201,0
"6993",79,27,0
"6994",79,43,0
"6995",79,63,0
"6996",79,89,0
"6997",79,97,0
"6998",79,99,0
"6999",81,109,0
"7000",81,123,0
"7001",81,129,0
"7002",81,149,0
"7003",81,187,0
"7004",81,71,0
"7005",81,85,0
"7006",83,105,0
"7007",83,111,0
"7008",83,141,0
"7009",83,165,0
"7010",83,193,0
"7011",83,23,0
"7012",83,37,0
"7013",83,45,0
"7014",83,57,0
"7015",83,67,0
"7016",85,115,0
"7017",85,119,0
"7018",85,123,0
"7019",85,145,0
"7020",85,149,0
"7021",85,163,0
"7022",85,175,0
"7023",85,183,0
"7024",85,19,0
"7025",85,199,0
"7026",85,41,0
"7027",85,49,0
"7028",87,107,0
"7029",87,135,0
"7030",87,137,0
"7031",87,139,0
"7032",87,169,0
"7033",87,179,0
"7034",87,37,0
"7035",87,5,0
"7036",87,53,0
"7037",87,75,0
"7038",87,95,0
"7039",89,125,0
"7040",89,129,0
"7041",89,145,0
"7042",89,157,0
"7043",89,159,0
"7044",89,173,0
"7045",89,175,0
"7046",89,189,0
"7047",89,33,0
"7048",89,47,0
"7049",89,55,0
"7050",89,65,0
"7051",89,9,0
"7052",9,103,0
"7053",9,127,0
"7054",9,141,0
"7055",9,155,0
"7056",9,195,0
"7057",9,5,0
"7058",9,7,0
"7059",9,71,0
"7060",91,125,0
"7061",91,129,0
"7062",91,145,0
"7063",91,153,0
"7064",91,155,0
"7065",91,47,0
"7066",91,67,0
"7067",93,125,0
"7068",93,139,0
"7069",93,149,0
"7070",93,173,0
"7071",93,71,0
"7072",93,87,0
"7073",95,127,0
"7074",95,133,0
"7075",95,139,0
"7076",95,189,0
"7077",95,193,0
"7078",95,23,0
"7079",95,35,0
"7080",95,5,0
"7081",95,55,0
"7082",95,65,0
"7083",95,83,0
"7084",97,129,0
"7085",97,139,0
"7086",97,45,0
"7087",97,57,0
"7088",97,79,0
"7089",97,9,0
"7090",99,101,0
"7091",99,185,0
"7092",99,189,0
"7093",99,27,0
"7094",99,35,0
"7095",99,47,0
"7096",99,61,0
