GEOID,income
17031150600,62897.163
17031150700,69483.195
17031150800,56629.611
17031151001,63869.92
17031151002,54146.10400000001
17031151100,58220.76899999999
17031151200,84583.32200000001
17031160100,83134.182
17031160200,135057.262
17031160300,54462.404
17031160400,47308.308
17031160501,52552.175
17031160502,58107.858
17031160601,75053.804
17031160602,81653.72
17031160700,64369.240999999995
17031160800,75759.09
17031160900,90941.91299999999
17031161000,118715.576
17031161100,128598.98200000002
17031161200,70468.456
17031161300,45104.414000000004
17031170100,75352.633
17031170200,71216.058
17031170300,69571.408
17031170400,66680.4
17031170500,85107.034
17031170600,85743.82699999999
17031170700,73214.117
17031170800,74812.50300000001
17031170900,85477.05699999999
17031171000,69332.209
17031171100,92446.98800000001
17031180100,53201.857
17031190100,35373.13
17031190200,59300.456
17031190300,72168.358
17031190401,68805.396
17031190402,57132.106
17031190601,78380.273
17031190602,60658.367
17031190701,38751.05
17031190702,41087.217000000004
17031190800,44501.967000000004
17031190900,45765.87100000001
17031191000,65391.273
17031191100,45839.112
17031191200,38938.82
17031191301,49995.450999999994
17031191302,37820.527
17031200100,60588.113
17031200200,55648.643
17031200300,29578.417
17031200401,39302.428
17031200402,36906.277
17031210100,55532.742
17031210400,51523.55
17031210501,37535.95
17031210502,50178.474
17031210601,70331.426
17031210602,58553.887
17031210700,55373.195
17031210800,37401.519
17031210900,65768.42599999999
17031220300,109404.609
17031220400,96722.74600000001
17031220500,111794.63899999998
17031220601,59489.693
17031220602,22665.291999999998
17031220701,72649.52900000001
17031220702,64999.468
17031220901,42281.325999999994
17031220902,55927.293
17031221000,40583.905999999995
17031221100,41345.27
17031221200,76307.11
17031221300,64428.272000000004
17031221400,73370.141
17031221500,45483.75
17031221600,168021.387
17031222200,155762.323
17031222500,47636.346000000005
17031222600,66209.677
17031222700,40157.48700000001
17031222800,23218.072
17031222900,25109.857999999997
17031230100,39144.06
17031230200,28997.8
17031230300,13998.586
17031230400,32264.564
17031230500,26658.09
17031230600,44833.897000000004
17031230700,36130.706
17031230800,23382.84
17031230900,42514.65
17031231100,23426.252999999997
17031231200,40539.239
17031231500,24427.5
17031240200,164686.01899999997
17031240300,124382.43
17031240500,155382.024
17031240600,161716.84600000002
17031240700,70357.5
17031240800,40480.626
17031240900,17418.03
17031241000,51043.100999999995
17031241100,42232.02
17031241200,100719.849
17031241300,141323.25699999998
17031241400,132996.34600000002
17031241500,134438.01799999998
17031241600,119881.35699999999
17031242000,110815.383
17031242100,145521.36800000002
17031242200,139060.163
17031242300,103243.401
17031242400,105083.5
17031242500,82435.22399999999
17031242600,33542.193999999996
17031242700,32081.963
17031242800,89511.954
17031242900,130995.103
17031243000,67648.969
17031243100,60427.028999999995
17031243200,142867.197
17031243300,78681.12800000001
17031243400,87047.579
17031243500,142324.098
17031250200,53964.53399999999
17031250300,35035.844
17031250400,33070.238
17031250500,103739.18299999999
17031250600,52988.691
17031250700,41754.655999999995
17031250800,35431.195
17031251000,35504.768
17031251100,28540.722
17031251200,33965.211
17031251300,33442.504
17031251400,43175.419
17031251500,15281.641000000001
17031251600,21527.034
17031251700,32515.922000000002
17031251800,28636.708
17031251900,14824.616000000002
17031252000,17918.485
17031252101,15592.33
17031252102,31296.193999999996
17031252201,35967.054
17031252202,24200.75
17031260100,18188.858
17031260200,21305.79
17031260300,21510.199
17031260400,10747.992
17031260500,7069.581999999999
17031260600,24802.706000000002
17031260700,16216.162
17031260800,30203.258
17031260900,12410
17031261000,31335.15
17031270500,14519.178
17031271200,17243.72
17031271300,7520.648999999999
17031271400,18515.025
17031271500,5259.33
17031271800,31348.8
17031280100,187007.008
17031280400,10422.838
17031280800,17889.691000000003
17031280900,2730
17031281900,112923.234
17031282700,65256.768
17031282800,77928.57800000001
17031283100,66066.786
17031283200,110818.93
17031283800,96954.65899999999
17031290900,16928.113999999998
17031291200,8276.642
17031291600,11690.778
17031292200,32857.869
17031292400,36671.498
17031292500,44348.721
17031300500,35925.73
17031300600,26155.142000000003
17031300700,31327.186
17031300800,16031.809000000001
17031300900,28425.714
17031301100,21025.035
17031301200,24757.977
17031301600,30152.605
17031301701,33261.351
17031301702,38693.775
17031301801,24768.602000000003
17031301802,33595.709
17031301803,44272.325999999994
17031310200,59758.8
17031310300,45394.452000000005
17031310400,18956.25
17031310500,21506.944
17031310600,42522.81
17031310700,46630.962
17031310800,47678.42399999999
17031310900,19515.327999999998
17031320100,141484.75
17031320400,55385.42399999999
17031320600,136101.831
17031330100,161352.747
17031330200,136976.43
17031340300,39832.623999999996
17031340400,20853.827
17031340500,37145.242
17031340600,14738.505
17031350100,56906
17031350400,13137.5
17031351000,3739.684
17031351100,15063.252
17031351400,15188.765999999998
17031351500,0
17031360200,27211.287
17031380100,28902.792
17031380200,0
17031380500,17342
17031380700,39358.683
17031381200,47497.218
17031381400,50722.583000000006
17031381500,26783.548000000003
17031381700,0
17031381800,48817.5
17031381900,35426.917
17031390100,76018.07400000001
17031390200,81414.31
17031390300,31637.68
17031390400,0
17031390500,97589.564
17031390600,78478.194
17031390700,107537.09800000001
17031400300,34960.865
17031400400,31115.772999999997
17031400500,26420.891
17031400800,24471.991
17031410100,82527.76
17031410200,53611.102
17031410500,96498.59800000001
17031410600,33860.162
17031410700,98360.40400000001
17031410800,59995.669
17031410900,109888.791
17031411000,99246.54600000002
17031411100,158278.147
17031411200,156637.235
17031420100,13350.625999999998
17031420200,17152.744000000002
17031420300,22067.5
17031420400,0
17031420500,30215.412
17031420600,20671.946
17031420700,11378.685
17031420800,0
17031421200,24644.457000000002
17031430101,26158.618
17031430102,28840.102000000003
17031430200,23311.742000000002
17031430300,13649.873
17031430400,32477.191000000003
17031430500,13405.126
17031430600,13327.678
17031430700,0
17031430800,61672.149
17031430900,38592.96
17031431200,55461.846
17031431301,28684.906000000003
17031431302,10339.23
17031431400,32088.225
17031440101,20175.023999999998
17031440102,16595.018
17031440201,14991.544
17031440202,37153.974
17031440300,56339.553
17031440600,70756.942
17031440700,41953.282999999996
17031440800,23438.179
17031440900,12298.820999999998
17031450300,39458.64
17031460100,26395.375
17031460200,17363.25
17031460301,25563.298
17031460302,25970.688
17031460400,37168.359000000004
17031460500,62792.732
17031460600,27596.584
17031460700,22609.045
17031461000,21940.038000000004
17031470100,40226.185999999994
17031480100,77993.82800000001
17031480200,47866.789000000004
17031480300,38756.25
17031480400,48658.802
17031480500,55544.84
17031490300,46482.02
17031490400,62936.864
17031490500,61829.856
17031490600,45281.666
17031490700,43130.611
17031490800,41470.538
17031490901,47010.014
17031490902,60099.475999999995
17031491000,17360.578
17031491100,57215.178
17031491200,22285.5
17031491300,32854.647
17031491400,28480.717
17031500100,61323.84300000001
17031500200,30364.055
17031500300,36840.053
17031510100,25193.922000000002
17031510200,46019.511
17031510300,23788.582
17031520100,37341.557
17031520200,27513.697999999997
17031520300,42420.638
17031520400,42116.407
17031520500,55291.916
17031520600,59738.84
17031530100,40421.047
17031530200,20762.5
17031530300,58994.335
17031530400,56842.93
17031530501,46817.542
17031530502,34849.775
17031530503,44723.054000000004
17031530600,26833.396
17031540101,16651.514000000003
17031540102,17830.564
17031550100,55132.459
17031550200,73305.351
17031560100,53830.709
17031560200,55082.975
17031560300,53793.971
17031560400,53769.812000000005
17031560700,62873.13300000001
17031560800,81289.648
17031560900,114219.50300000001
17031561000,130268.265
17031561100,94082.07199999999
17031570100,49926.35800000001
17031570200,59850.389
17031570300,43166.665
17031570400,36041.053
17031570500,43256.324
17031580100,39356.242999999995
17031580200,40009.183
17031580300,34545.265
17031580400,52909.167
17031580501,31061.977000000003
17031580502,32377.754
17031580600,58510.768
17031580700,42189.32
17031580800,37892.807
17031590500,68950.659
17031590600,53268.614
17031590700,25752.124
17031600400,51838.182
17031600600,42712.573000000004
17031600700,22816.386000000002
17031600900,44270.013
17031610300,35725.881
17031610400,34383.603
17031610800,65563.008
17031611000,14206.673999999999
17031611100,19568.159
17031611200,27256.504000000004
17031611300,25063.050999999996
17031611400,36324.262
17031611500,33523.121
17031611600,33105.748999999996
17031611700,9015.716999999999
17031611800,27318.015
17031611900,12704.718
17031612000,29559.07
17031612100,27083.24
17031620100,51400.657
17031620200,69883.398
17031620300,50572.711
17031620400,67715.15100000001
17031630100,24818.75
17031630200,42362.942
17031630300,43165.028
17031630400,40279.341
17031630500,51796.299000000006
17031630800,52323.669
17031630900,51014.457
17031640100,44591.344000000005
17031640300,57465.89199999999
17031640400,83947.07699999999
17031640500,80862.012
17031640600,47038.122
17031640700,41569.601
17031640800,59952.124
17031650100,43054.737
17031650200,60000.903000000006
17031650301,61385.16
17031650302,45697.874
17031650400,53615.288
17031650500,65897.94
17031660301,29226.601000000002
17031660302,28444.125
17031660400,63528.632000000005
17031660500,46263.246
17031660600,35516.946
17031660700,33594.795
17031660800,35789.195999999996
17031660900,32560.477000000003
17031661000,29878.331000000002
17031661100,64698.209
17031670100,39913.45
17031670200,34890.125
17031670300,21160.751
17031670400,26963.007999999998
17031670500,25854.78
17031670600,47286.568
17031670700,18200
17031670800,23796.170999999995
17031670900,23184.205
17031671100,19363.68
17031671200,14523.763
17031671300,19794.82
17031671400,33098.358
17031671500,26689.101000000002
17031671600,28687.05
17031671800,36994.151999999995
17031671900,51790.305
17031672000,34662.12
17031680500,16388.477
17031680600,10530.252000000002
17031680900,25493.822999999997
17031681000,39456.270000000004
17031681100,24963.748
17031681200,22681.702
17031681300,20838.307
17031681400,28523.161
17031690300,2035.489
17031690400,29401.603
17031690500,20943.194
17031690900,36171.25
17031691000,33541.611999999994
17031691100,19955.269999999997
17031691200,25941.453999999998
17031691300,51207.88199999999
17031691400,37215.225
17031691500,16071.25
17031700100,78153.116
17031700200,75359.808
17031700301,71193.675
17031700302,76620.95599999999
17031700401,70800.329
17031700402,59083.794
17031700501,74138.519
17031700502,101915.65899999999
17031710100,10086.201
17031710200,32333.002
17031710300,14830.686000000002
17031710400,42524.222
17031710500,31485.525
17031710600,23231.772
17031710700,24698.292
17031710800,30432.737999999998
17031710900,28783.162
17031711000,30732.976000000002
17031711100,48472.58900000001
17031711200,48000.421
17031711300,52041.251
17031711400,41067.271
17031711500,53556.846
17031720100,120664.144
17031720200,92280.69899999998
17031720300,146763.922
17031720400,121599.002
17031720500,136055.017
17031720600,124319.885
17031720700,79155.228
17031730100,45223.89
17031730201,34037.934
17031730202,50156.71400000001
17031730300,61837.663
17031730400,74325.63900000001
17031730500,55769.096
17031730600,50147.632000000005
17031730700,43451.163
17031740100,110437.72099999999
17031740200,112456.71800000001
17031740300,129992.475
17031740400,108350.73
17031750100,50338.441
17031750200,136828.06
17031750300,105051.244
17031750400,109255.23300000001
17031750500,47824.547999999995
17031750600,40107.913
17031760801,59789.93899999999
17031760802,52674.375
17031760803,49512.475
17031770201,99542.73
17031770202,79211.157
17031770300,93730.63699999999
17031770400,82470.48599999999
17031770500,39609.432
17031770601,82010.31300000001
17031770602,63155.422999999995
17031770700,67578.655
17031770800,64764.136
17031770901,84941.832
17031770902,83601.766
17031800100,68573.811
17031800200,96732.278
17031800300,103090.325
17031800400,68353.749
17031800500,129946.525
17031800600,114948.716
17031800700,149015.40300000002
17031800800,135104.375
17031800900,137299.724
17031801000,145732.494
17031801100,176636.185
17031801200,147799.313
17031801300,140783.32
17031801400,130941.875
17031801500,122123.962
17031801601,155183.753
17031801603,34380.885
17031801605,145391.48
17031801606,142067.155
17031801607,112211.65
17031801608,114998.168
17031801701,160953.16700000002
17031801702,131638.638
17031801800,176114.185
17031801901,107160.149
17031801902,151641.869
17031802002,128667.18
17031802003,105928.37599999999
17031802004,40656.81
17031802100,157814.87099999998
17031802200,114998.90899999999
17031802300,90589.06300000001
17031802402,67687.103
17031802403,94534.133
17031802404,51958.066
17031802503,86006.42199999999
17031802504,91418.33399999999
17031802505,52108.746
17031802506,93564.41900000001
17031802605,103910.32800000001
17031802607,106907.873
17031802608,78289.91900000001
17031802609,57223.26800000001
17031802610,103441.564
17031802701,98628.729
17031802702,101459.959
17031802801,127127.164
17031802802,104542.69600000001
17031802900,147942.02800000002
17031803005,88931.34199999999
17031803007,119919.23399999998
17031803008,122574.19699999999
17031803010,128566.781
17031803012,94630.413
17031803013,96775.15199999999
17031803014,74033.817
17031803015,99375.239
17031803016,100678.42599999999
17031803017,121937.92300000001
17031803100,144124.033
17031803200,136975.201
17031803300,130786.21
17031803400,122239.15199999999
17031803500,126569.364
17031803603,179829.888
17031803604,89930.02900000001
17031803605,111184.993
17031803606,55427.953
17031803607,117906.773
17031803608,97306.66900000001
17031803610,88796.979
17031803611,54064.037000000004
17031803612,49769.008
17031803701,116098.556
17031803702,121559.52799999999
17031803800,112429.40299999999
17031803901,89209.98
17031803902,101727.797
17031804000,88369.194
17031804102,141753.622
17031804104,136086.413
17031804105,128188.56
17031804106,122151.689
17031804108,91239.1
17031804109,139284.285
17031804201,153704.945
17031804202,134218.20799999998
17031804305,80757.746
17031804306,69857.285
17031804308,69176.12700000001
17031804309,86071.614
17031804310,98086.84599999999
17031804311,102331.664
17031804403,73343.491
17031804404,74220.1
17031804405,52684.128
17031804406,58832.833
17031804505,73410.633
17031804506,108025.54800000001
17031804507,122456.81300000001
17031804508,55133.925
17031804509,80321.709
17031804510,62078.83900000001
17031804511,39493.664
17031804603,68373.908
17031804606,118740.22300000001
17031804607,112957.347
17031804608,108726.687
17031804609,98895.058
17031804610,70390.428
17031804611,104098.33300000001
17031804701,86636.651
17031804705,70027
17031804706,103319.58300000001
17031804709,74425.34599999999
17031804710,98472.82699999999
17031804711,70106.265
17031804712,96848.772
17031804713,100196.175
17031804714,83293.24
17031804715,61138.244000000006
17031804716,102516.836
17031804803,76877.632
17031804804,81343.454
17031804805,92774.246
17031804806,77352.849
17031804807,91192.65400000001
17031804808,106266.92800000001
17031804809,106859.009
17031804810,80711.366
17031804901,116969.459
17031804902,94714.21
17031805001,126856.64
17031805002,46411.67
17031805105,60484.941
17031805106,88613.13700000002
17031805107,49044.924000000006
17031805108,66006.982
17031805109,96883.977
17031805110,87994.51400000001
17031805111,55181.45
17031805112,66011.733
17031805201,91558.57800000001
17031805202,112464.612
17031805301,86203.825
17031805302,103440.12
17031805401,91020.636
17031805402,78930.92300000001
17031805501,122284.19699999999
17031805502,139212.839
17031805600,142982.2
17031805701,127073.59199999999
17031805702,99010.24900000001
17031805801,126782.40199999999
17031805802,109218.692
17031805901,98014.147
17031805902,116642.66100000002
17031806001,60291.363
17031806002,65372.74600000001
17031806003,78245.205
17031806004,67186.21399999999
17031806102,95204.68200000002
17031806103,96385.498
17031806104,49238.965
17031806201,47632.312000000005
17031806202,66907.83
17031806300,102389.211
17031806400,94954.625
17031806501,46835.482
17031806502,81904.945
17031806600,80956.2
17031806700,135244.699
17031806801,79444.99799999999
17031806802,50276.26
17031806900,79503.94
17031807000,54054.114
17031807100,98351.93199999999
17031807200,107551.43
17031807300,68018.239
17031807400,56299.307
17031807500,110529.776
17031807600,83432.677
17031807700,78464.555
17031807800,131105.5
17031807900,123879.19900000001
17031808001,101197.245
17031808002,87139.328
17031808100,81771.78
17031808200,78589.67
17031808301,94073.054
17031808302,96041.83299999998
17031808400,84625.194
17031808500,96708.43699999999
17031808600,153922.28
17031808702,77414.616
17031808800,184997.18300000002
17031808900,131028
17031809000,187205.13199999998
17031809100,162990.5
17031809200,53339.904
17031809300,95380.15800000001
17031809400,108675.86
17031809500,107225.916
17031809600,106900.364
17031809700,87803.74299999999
17031809800,177933.675
17031809900,164805.658
17031810000,143463.91
17031810100,71333.86299999998
17031810200,61405.235
17031810301,66124.906
17031810302,96570.924
17031810400,129180.058
17031810501,80399.345
17031810502,66033.057
17031810600,65533.82
17031810701,56887.22
17031810702,72634.57699999999
17031810800,77852.886
17031810900,47051.415
17031811000,97456.98
17031811100,51671.526
17031811200,70993.54
17031811301,73237.47399999999
17031811302,49647.344000000005
17031811401,81422.269
17031811402,83644.07800000001
17031811500,83256.104
17031811600,51725.754
17031811701,54578.059
17031811702,59703.519
17031811800,80128.295
17031811900,154896.461
17031812000,186787.218
17031812100,128235.40399999998
17031812200,105872.99100000001
17031812301,93258.29899999998
17031812302,161899.99599999998
17031812400,161461.593
17031812500,113405.445
17031812600,91449.84
17031812700,132511.09
17031812801,103014.02699999999
17031812802,93663.555
17031812900,144432.886
17031813000,135876.047
17031813100,116324.273
17031813200,143146.559
17031813301,48090.907999999996
17031813302,38532.921
17031813400,49028.239
17031813500,53703.356
17031813600,54781.754
17031813701,43357.601
17031813702,22075.791
17031813801,50992.388999999996
17031813802,46245.263
17031813900,56022.114
17031814000,54777.285
17031814100,39477.984
17031814200,46947.75
17031814300,45155.92300000001
17031814400,57272.833
17031814500,66175.17899999999
17031814600,28691.558000000005
17031814700,66578.21
17031814800,62760.424000000006
17031814900,69677.746
17031815000,65964.292
17031815100,64179.675
17031815200,56355.63100000001
17031815300,65889.186
17031815400,64087.032
17031815500,74991.83
17031815600,63448.356
17031815701,136775.58800000002
17031815702,114182.875
17031815800,71309.718
17031815900,63005.27099999999
17031816000,77591.132
17031816100,71715.962
17031816200,65311.12300000001
17031816300,68756.055
17031816401,54120.052
17031816402,44295.168
17031816500,52984.904
17031816600,53646.759000000005
17031816700,51916.107
17031816800,79985.712
17031816900,59275.837
17031817000,70789.587
17031817101,41665.349
17031817102,58815.200999999994
17031817200,57681.471
17031817300,22065.686999999998
17031817400,45553.606
17031817500,45289.138
17031817600,38329.236000000004
17031817700,65559.284
17031817900,64917.49100000001
17031818000,83044.57400000001
17031818100,111558.263
17031818200,83746.37599999999
17031818300,49119.458
17031818401,89352.88900000001
17031818402,75216.848
17031818500,104912.60699999999
17031818600,107589.08
17031818700,106615.985
17031818800,94942.26800000001
17031818900,93095.617
17031819000,165401.592
17031819100,69050.187
17031819200,63774.669
17031819300,82684.077
17031819400,87958.989
17031819500,115909.89199999999
17031819600,137323.044
17031819700,159971.745
17031819801,155726.53
17031819802,161266.631
17031819900,122465.897
17031820000,115384.457
17031820101,121893.677
17031820103,79749.269
17031820104,72643.038
17031820201,136319.202
17031820202,54466.332
17031820300,50862.21599999999
17031820400,38431.842000000004
17031820501,70959.955
17031820502,65353.253
17031820603,69031.866
17031820604,38075.03
17031820605,55889.762
17031820606,83403.306
17031820700,61582.39
17031820800,75050.817
17031820901,57005.585
17031820902,75025.199
17031821001,72659.265
17031821002,67258.298
17031821101,57958.93
17031821102,66239.417
17031821200,45155.27
17031821300,42520.731
17031821401,49481.514
17031821402,60639.117
17031821500,40361.638000000006
17031821600,56516.42
17031821700,104138.755
17031821800,81861.02900000001
17031821900,82085.766
17031822000,66106.757
17031822101,85679.20199999999
17031822102,74290.705
17031822200,94210.326
17031822301,80103.85399999999
17031822302,76974.51299999999
17031822400,44821.28400000001
17031822500,76498.173
17031822601,88619.381
17031822602,62990.01899999999
17031822701,56642.814000000006
17031822702,58276.829000000005
17031822801,93635.71800000001
17031822802,77383.47
17031822900,71961.341
17031823001,47984.648
17031823002,35818.734000000004
17031823101,48900.46
17031823102,77930.93
17031823200,72147.197
17031823302,52135.920999999995
17031823303,48186.937000000005
17031823304,52776.532999999996
17031823400,47050.559
17031823500,61932.155999999995
17031823602,74264.77900000001
17031823603,49104.632000000005
17031823604,99677.46299999999
17031823605,73566.027
17031823702,60191.383
17031823703,56909.238
17031823704,103822.719
17031823705,67944.06
17031823801,117992.388
17031823803,75146.553
17031823805,78007.49
17031823806,53549.795
17031823901,103709.442
17031823903,109615.198
17031823904,107356.484
17031824003,80238.696
17031824004,95697.97
17031824005,128672.44900000001
17031824006,120238.69
17031824105,117143.75200000001
17031824106,97391.677
17031824107,96168.539
17031824108,94684.481
17031824113,103592.981
17031824114,111812.781
17031824115,82512.489
17031824116,79788.29400000001
17031824117,109115.269
17031824119,109507.036
17031824120,127479.546
17031824121,85511.569
17031824122,112045.476
17031824123,70877.07100000001
17031824300,50287.538
17031824400,61337.795999999995
17031824503,87248.511
17031824505,92532.39
17031824506,79428.909
17031824507,73734.109
17031824601,84652.32800000001
17031824602,78586.254
17031824701,78378.571
17031824702,73362.173
17031824800,40197.148
17031824900,34305.055
17031825000,75826.535
17031825200,75280.106
17031825302,70719.409
17031825303,78541.594
17031825304,61053.282
17031825400,89011.17300000001
17031825501,59658.223
17031825503,53087.100999999995
17031825504,46544.413
17031825505,60582.587999999996
17031825600,37531.498
17031825700,45056.420999999995
17031825801,54435.82
17031825802,53913.369000000006
17031825803,42405.804000000004
17031825900,47739.21
17031826000,36754.794
17031826100,46394.543
17031826201,77886.141
17031826202,41224.334
17031826301,43497.905999999995
17031826303,41451.785
17031826304,30628.941000000003
17031826401,62497.058000000005
17031826402,52746.398
17031826500,48524.946
17031826600,31853.28
17031826700,41790.786
17031826800,27655.34
17031826901,18371.481
17031826902,23819.117000000002
17031827000,38668.591
17031827100,26250.423000000003
