countyFIPS,#Deaths_01-01-2021,#Deaths_01-02-2021,#Deaths_01-03-2021,#Deaths_01-04-2021,#Deaths_01-05-2021,#Deaths_01-06-2021,#Deaths_01-07-2021,#Deaths_01-08-2021,#Deaths_01-09-2021,#Deaths_01-10-2021,#Deaths_01-11-2021,#Deaths_01-12-2021,#Deaths_01-13-2021,#Deaths_01-14-2021,#Deaths_01-15-2021,#Deaths_01-16-2021,#Deaths_01-17-2021,#Deaths_01-18-2021,#Deaths_01-19-2021,#Deaths_01-20-2021,#Deaths_01-21-2020,#Deaths_01-21-2021,#Deaths_01-22-2020,#Deaths_01-22-2021,#Deaths_01-23-2020,#Deaths_01-23-2021,#Deaths_01-24-2020,#Deaths_01-24-2021,#Deaths_01-25-2020,#Deaths_01-25-2021,#Deaths_01-26-2020,#Deaths_01-26-2021,#Deaths_01-27-2020,#Deaths_01-27-2021,#Deaths_01-28-2020,#Deaths_01-28-2021,#Deaths_01-29-2020,#Deaths_01-29-2021,#Deaths_01-30-2020,#Deaths_01-30-2021,#Deaths_01-31-2020,#Deaths_01-31-2021,#Deaths_02-01-2020,#Deaths_02-01-2021,#Deaths_02-02-2020,#Deaths_02-02-2021,#Deaths_02-03-2020,#Deaths_02-03-2021,#Deaths_02-04-2020,#Deaths_02-04-2021,#Deaths_02-05-2020,#Deaths_02-05-2021,#Deaths_02-06-2020,#Deaths_02-06-2021,#Deaths_02-07-2020,#Deaths_02-07-2021,#Deaths_02-08-2020,#Deaths_02-08-2021,#Deaths_02-09-2020,#Deaths_02-09-2021,#Deaths_02-10-2020,#Deaths_02-10-2021,#Deaths_02-11-2020,#Deaths_02-11-2021,#Deaths_02-12-2020,#Deaths_02-12-2021,#Deaths_02-13-2020,#Deaths_02-13-2021,#Deaths_02-14-2020,#Deaths_02-14-2021,#Deaths_02-15-2020,#Deaths_02-15-2021,#Deaths_02-16-2020,#Deaths_02-16-2021,#Deaths_02-17-2020,#Deaths_02-17-2021,#Deaths_02-18-2020,#Deaths_02-18-2021,#Deaths_02-19-2020,#Deaths_02-19-2021,#Deaths_02-20-2020,#Deaths_02-20-2021,#Deaths_02-21-2020,#Deaths_02-21-2021,#Deaths_02-22-2020,#Deaths_02-22-2021,#Deaths_02-23-2020,#Deaths_02-23-2021,#Deaths_02-24-2020,#Deaths_02-24-2021,#Deaths_02-25-2020,#Deaths_02-25-2021,#Deaths_02-26-2020,#Deaths_02-26-2021,#Deaths_02-27-2020,#Deaths_02-27-2021,#Deaths_02-28-2020,#Deaths_02-28-2021,#Deaths_02-29-2020,#Deaths_03-01-2020,#Deaths_03-01-2021,#Deaths_03-02-2020,#Deaths_03-02-2021,#Deaths_03-03-2020,#Deaths_03-03-2021,#Deaths_03-04-2020,#Deaths_03-04-2021,#Deaths_03-05-2020,#Deaths_03-05-2021,#Deaths_03-06-2020,#Deaths_03-06-2021,#Deaths_03-07-2020,#Deaths_03-07-2021,#Deaths_03-08-2020,#Deaths_03-08-2021,#Deaths_03-09-2020,#Deaths_03-09-2021,#Deaths_03-10-2020,#Deaths_03-10-2021,#Deaths_03-11-2020,#Deaths_03-11-2021,#Deaths_03-12-2020,#Deaths_03-12-2021,#Deaths_03-13-2020,#Deaths_03-13-2021,#Deaths_03-14-2020,#Deaths_03-14-2021,#Deaths_03-15-2020,#Deaths_03-15-2021,#Deaths_03-16-2020,#Deaths_03-16-2021,#Deaths_03-17-2020,#Deaths_03-17-2021,#Deaths_03-18-2020,#Deaths_03-18-2021,#Deaths_03-19-2020,#Deaths_03-19-2021,#Deaths_03-20-2020,#Deaths_03-20-2021,#Deaths_03-21-2020,#Deaths_03-21-2021,#Deaths_03-22-2020,#Deaths_03-22-2021,#Deaths_03-23-2020,#Deaths_03-23-2021,#Deaths_03-24-2020,#Deaths_03-24-2021,#Deaths_03-25-2020,#Deaths_03-25-2021,#Deaths_03-26-2020,#Deaths_03-26-2021,#Deaths_03-27-2020,#Deaths_03-27-2021,#Deaths_03-28-2020,#Deaths_03-28-2021,#Deaths_03-29-2020,#Deaths_03-29-2021,#Deaths_03-30-2020,#Deaths_03-30-2021,#Deaths_03-31-2020,#Deaths_03-31-2021,#Deaths_04-01-2020,#Deaths_04-01-2021,#Deaths_04-02-2020,#Deaths_04-02-2021,#Deaths_04-03-2020,#Deaths_04-03-2021,#Deaths_04-04-2020,#Deaths_04-04-2021,#Deaths_04-05-2020,#Deaths_04-05-2021,#Deaths_04-06-2020,#Deaths_04-06-2021,#Deaths_04-07-2020,#Deaths_04-07-2021,#Deaths_04-08-2020,#Deaths_04-08-2021,#Deaths_04-09-2020,#Deaths_04-09-2021,#Deaths_04-10-2020,#Deaths_04-10-2021,#Deaths_04-11-2020,#Deaths_04-11-2021,#Deaths_04-12-2020,#Deaths_04-12-2021,#Deaths_04-13-2020,#Deaths_04-13-2021,#Deaths_04-14-2020,#Deaths_04-14-2021,#Deaths_04-15-2020,#Deaths_04-15-2021,#Deaths_04-16-2020,#Deaths_04-16-2021,#Deaths_04-17-2020,#Deaths_04-17-2021,#Deaths_04-18-2020,#Deaths_04-18-2021,#Deaths_04-19-2020,#Deaths_04-19-2021,#Deaths_04-20-2020,#Deaths_04-20-2021,#Deaths_04-21-2020,#Deaths_04-21-2021,#Deaths_04-22-2020,#Deaths_04-22-2021,#Deaths_04-23-2020,#Deaths_04-23-2021,#Deaths_04-24-2020,#Deaths_04-24-2021,#Deaths_04-25-2020,#Deaths_04-25-2021,#Deaths_04-26-2020,#Deaths_04-26-2021,#Deaths_04-27-2020,#Deaths_04-27-2021,#Deaths_04-28-2020,#Deaths_04-28-2021,#Deaths_04-29-2020,#Deaths_04-29-2021,#Deaths_04-30-2020,#Deaths_04-30-2021,#Deaths_05-01-2020,#Deaths_05-01-2021,#Deaths_05-02-2020,#Deaths_05-02-2021,#Deaths_05-03-2020,#Deaths_05-03-2021,#Deaths_05-04-2020,#Deaths_05-04-2021,#Deaths_05-05-2020,#Deaths_05-06-2020,#Deaths_05-07-2020,#Deaths_05-08-2020,#Deaths_05-09-2020,#Deaths_05-10-2020,#Deaths_05-11-2020,#Deaths_05-12-2020,#Deaths_05-13-2020,#Deaths_05-14-2020,#Deaths_05-15-2020,#Deaths_05-16-2020,#Deaths_05-17-2020,#Deaths_05-18-2020,#Deaths_05-19-2020,#Deaths_05-20-2020,#Deaths_05-21-2020,#Deaths_05-22-2020,#Deaths_05-23-2020,#Deaths_05-24-2020,#Deaths_05-25-2020,#Deaths_05-26-2020,#Deaths_05-27-2020,#Deaths_05-28-2020,#Deaths_05-29-2020,#Deaths_05-30-2020,#Deaths_05-31-2020,#Deaths_06-01-2020,#Deaths_06-02-2020,#Deaths_06-03-2020,#Deaths_06-04-2020,#Deaths_06-05-2020,#Deaths_06-06-2020,#Deaths_06-07-2020,#Deaths_06-08-2020,#Deaths_06-09-2020,#Deaths_06-10-2020,#Deaths_06-11-2020,#Deaths_06-12-2020,#Deaths_06-13-2020,#Deaths_06-14-2020,#Deaths_06-15-2020,#Deaths_06-16-2020,#Deaths_06-17-2020,#Deaths_06-18-2020,#Deaths_06-19-2020,#Deaths_06-20-2020,#Deaths_06-21-2020,#Deaths_06-22-2020,#Deaths_06-23-2020,#Deaths_06-24-2020,#Deaths_06-25-2020,#Deaths_06-26-2020,#Deaths_06-27-2020,#Deaths_06-28-2020,#Deaths_06-29-2020,#Deaths_06-30-2020,#Deaths_07-01-2020,#Deaths_07-02-2020,#Deaths_07-03-2020,#Deaths_07-04-2020,#Deaths_07-05-2020,#Deaths_07-06-2020,#Deaths_07-07-2020,#Deaths_07-08-2020,#Deaths_07-09-2020,#Deaths_07-10-2020,#Deaths_07-11-2020,#Deaths_07-12-2020,#Deaths_07-13-2020,#Deaths_07-14-2020,#Deaths_07-15-2020,#Deaths_07-16-2020,#Deaths_07-17-2020,#Deaths_07-18-2020,#Deaths_07-19-2020,#Deaths_07-20-2020,#Deaths_07-21-2020,#Deaths_07-22-2020,#Deaths_07-23-2020,#Deaths_07-24-2020,#Deaths_07-25-2020,#Deaths_07-26-2020,#Deaths_07-27-2020,#Deaths_07-28-2020,#Deaths_07-29-2020,#Deaths_07-30-2020,#Deaths_07-31-2020,#Deaths_08-01-2020,#Deaths_08-02-2020,#Deaths_08-03-2020,#Deaths_08-04-2020,#Deaths_08-05-2020,#Deaths_08-06-2020,#Deaths_08-07-2020,#Deaths_08-08-2020,#Deaths_08-09-2020,#Deaths_08-10-2020,#Deaths_08-11-2020,#Deaths_08-12-2020,#Deaths_08-13-2020,#Deaths_08-14-2020,#Deaths_08-15-2020,#Deaths_08-16-2020,#Deaths_08-17-2020,#Deaths_08-18-2020,#Deaths_08-19-2020,#Deaths_08-20-2020,#Deaths_08-21-2020,#Deaths_08-22-2020,#Deaths_08-23-2020,#Deaths_08-24-2020,#Deaths_08-25-2020,#Deaths_08-26-2020,#Deaths_08-27-2020,#Deaths_08-28-2020,#Deaths_08-29-2020,#Deaths_08-30-2020,#Deaths_08-31-2020,#Deaths_09-01-2020,#Deaths_09-02-2020,#Deaths_09-03-2020,#Deaths_09-04-2020,#Deaths_09-05-2020,#Deaths_09-06-2020,#Deaths_09-07-2020,#Deaths_09-08-2020,#Deaths_09-09-2020,#Deaths_09-10-2020,#Deaths_09-11-2020,#Deaths_09-12-2020,#Deaths_09-13-2020,#Deaths_09-14-2020,#Deaths_09-15-2020,#Deaths_09-16-2020,#Deaths_09-17-2020,#Deaths_09-18-2020,#Deaths_09-19-2020,#Deaths_09-20-2020,#Deaths_09-21-2020,#Deaths_09-22-2020,#Deaths_09-23-2020,#Deaths_09-24-2020,#Deaths_09-25-2020,#Deaths_09-26-2020,#Deaths_09-27-2020,#Deaths_09-28-2020,#Deaths_09-29-2020,#Deaths_09-30-2020,#Deaths_10-01-2020,#Deaths_10-02-2020,#Deaths_10-03-2020,#Deaths_10-04-2020,#Deaths_10-05-2020,#Deaths_10-06-2020,#Deaths_10-07-2020,#Deaths_10-08-2020,#Deaths_10-09-2020,#Deaths_10-10-2020,#Deaths_10-11-2020,#Deaths_10-12-2020,#Deaths_10-13-2020,#Deaths_10-14-2020,#Deaths_10-15-2020,#Deaths_10-16-2020,#Deaths_10-17-2020,#Deaths_10-18-2020,#Deaths_10-19-2020,#Deaths_10-20-2020,#Deaths_10-21-2020,#Deaths_10-22-2020,#Deaths_10-23-2020,#Deaths_10-24-2020,#Deaths_10-25-2020,#Deaths_10-26-2020,#Deaths_10-27-2020,#Deaths_10-28-2020,#Deaths_10-29-2020,#Deaths_10-30-2020,#Deaths_10-31-2020,#Deaths_11-01-2020
17021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,7,7,7,7,7,7,7,8,9,10,10,10,10,11,11,11,11,11,11,11,11,12,12,12,12,12,12,12,12,14,15,16,16,17,17,21,21,21,22,22,22,22,23,24,26,26,26,26,26,27,28,30,30,30,30,30,30,31,32,32,32
17023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,6,6,6,6,6,9,10,10,11,17,17,17,17,17,18,18,18,18
17025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,6,6,9,11,11,11,11,11,12,13,13,13,13,13,13,13,14,14,14,14
17027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,3,3,4,4,5,5,5,5,5,5,7,7,7,8,8,10,10,10,12,13,13,13,14,14,14,14,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,19,19,19,19,19,19,19,19,20,20,20,20,20,20,20,20,20,20,20,20,20,21,21,21,21,21,21,21,22,23,23,23,23,23,23,23,23,23,23,24,24,24,24,25,25,26,26,26,26,28,29,31,31,31,31
17029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,4,4,4,4,5,7,7,7,7,7,9,9,9,12,13,14,15,15,15,15,16,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,19,19,19,19,19,19,19,19,20,20,20,20,20,20,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,22,22,23,23,23,23,24,24,25,25,26,26,26,26,26,28,28,28,28,28,28,30,30,30,30,30,30,31,31,31,31,32,32,32,32,34,35,36,37,37,37,37,37,38,38,38,38,38,38,38,38,38,38,39,39,39,40,40,40,40,40,40
17031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,2,3,3,4,4,6,6,9,9,12,12,13,13,18,18,20,20,28,28,40,40,44,44,61,61,95,95,107,107,141,141,167,167,186,186,209,209,249,249,312,312,351,351,398,398,453,453,485,485,543,543,577,577,630,630,722,722,760,760,860,860,877,877,915,915,1002,1002,1072,1072,1142,1142,1220,1220,1267,1267,1313,1313,1347,1347,1457,1457,1516,1516,1607,1607,1673,1673,1743,1743,1786,1786,1802,1802,1922,1922,2004,2110,2197,2264,2317,2361,2449,2589,2675,2762,2814,2839,2889,2980,3074,3114,3187,3246,3304,3324,3354,3455,3519,3570,3603,3642,3658,3726,3780,3846,3880,3913,3944,3959,4010,4053,4111,4162,4173,4189,4206,4253,4304,4333,4363,4390,4404,4423,4439,4478,4500,4526,4536,4542,4554,4565,4581,4609,4618,4622,4627,4630,4651,4664,4676,4693,4711,4725,4729,4741,4745,4750,4765,4774,4776,4777,4788,4801,4810,4822,4829,4830,4845,4857,4864,4872,4886,4888,4894,4897,4902,4909,4912,4920,4924,4928,4928,4933,4934,4943,4951,4953,4962,4964,4974,4984,4988,4997,5008,5013,5015,5022,5031,5039,5045,5046,5054,5058,5069,5073,5080,5086,5092,5094,5097,5098,5100,5103,5113,5128,5133,5134,5137,5146,5147,5150,5157,5162,5167,5172,5180,5187,5194,5203,5210,5217,5221,5225,5229,5239,5245,5256,5260,5268,5273,5280,5289,5298,5300,5304,5315,5321,5332,5340,5350,5357,5364,5369,5382,5390,5392,5409,5421,5433,5439,5450,5463,5469,5469,5500
17033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,3,3,3,3,4,4,4,5,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
17035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
17037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,4,4,4,4,4,5,6,8,8,9,9,9,12,13,13,15,15,15,15,15,16,18,18,18,18,18,18,18,18,18,18,18,18,18,18,19,19,19,19,20,20,20,20,20,20,20,20,22,22,22,23,23,23,23,23,24,24,24,24,24,24,25,26,28,29,29,29,29,29,29,30,30,30,30,30,30,31,31,32,32,32,32,32,33,33,33,33,33,33,33,33,33,35,35,35,35,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,37,38,38,38,38,38,38,38,38,38,38,38,38,39,39,39,39,40,40,41,41,41,41,41,41,41,41,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,43,43,43,43
17039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,4,5,6,6,6,6,6,6,6,6,6
