"","X.x","GEOID","countyFIPS","POPULATION","POP_DENSITY","Shape_Area","NUM_WORKERS","EMPLOYMENT_DENSITY","No..Hospitals","No..Populated.Places","Total.Points.of.Interest","exposure_entropy","ALAND","cases1","cases2","cases3","cases4","income","X.y","exposure1","exposure2","exposure3","exposure4","county_pop","estimate_cases1","estimate_cases2","estimate_cases3","estimate_cases4","estimate_cases1_density","estimate_cases2_density","estimate_cases3_density","estimate_cases4_density","pop_density_class","income_class"
"1",0,17091011700,17091,3417,7.05987286464,6.6359397847e-05,46799,2.4421255746775,0,0,8,2.40953952932858,2370100,1,845,1207,3786,20571.874,0,0.000333837289304157,0.000871123355821801,0.0018017568549799,0.00205416737039735,113449,0.0301192606369382,25.4507752382128,36.3539475887844,114.031520771448,0.032913752605236,27.8121209514244,39.7268993945199,124.611467363424,"3","1"
"2",1,17091011800,17091,2627,5.83879439916,9.8985790421e-05,46799,1.3272683497515,0,1,3,2.45987429846009,1791332,1,845,1207,3786,60197.261,0,0.000324669159788458,0.00084763119662547,0.00175571943380954,0.00200067208166015,113449,0.0231557792488255,19.5666334652575,27.9490255533323,87.6677802360532,0.0334798173953561,28.2904456990759,40.4101395961948,126.754588658818,"2","2"
"3",2,17119400951,17119,4966,3.77242790847,0.000184364584662,1237055,0.566353191575033,0,0,4,2.06309870711242,5169973,1,512,864,7592,71223.484,0,0.000517182479026212,0.000887118848207006,0.00178214033610324,0.0052927501402978,269282,0.0184416336777059,9.44211644298542,15.9335714975379,140.008882881143,0.00923870032304971,4.73021456540145,7.98223707911495,70.1402128525934,"2","3"
"4",3,17119400952,17119,3335,2.7777859108,0.000313628063658,1237055,0.242828196371,0,1,2,2.79806730118319,5751299,1,512,864,7592,57223.811,0,0.000201627396075437,0.000348130856021125,0.000707480961669251,0.00213845841913084,269282,0.0123847862092528,6.34101053913741,10.7004552847944,94.0252969006469,0.0055772785038588,2.85556659397571,4.81876862733401,42.342698401296,"2","2"
"5",4,17135957500,17135,3273,0.128182617555925,0.011776500483063,0,0.040990093246667,0,7,49,1.03947547193247,450037682,0,39,44,671,68961.929,NA,NA,NA,NA,NA,30104,0,4.240200637789,4.7838161041722,72.9531955886261,0,0.0244026669123976,0.0275312139524486,0.41985101277484,"1","2"
"6",5,17119401100,17119,6505,6.920252490805,6.7116306195e-05,1237055,2.569606622285,1,1,22,2.62687747690336,3892851,1,512,864,7592,57324.648,0,0.000326378122531799,0.000562284822840481,0.00113672312409634,0.00341660030836507,269282,0.024156831871421,12.3682979181676,20.8715027369078,183.398667567829,0.0160720753368111,8.22890257244729,13.8862730910048,122.01919595707,"3","2"
"7",6,17119401500,17119,2763,6.07152674655,0.000127574742303,1237055,0.4874631792503,0,1,3,2.37005373202389,3676720,1,512,864,7592,45088.228,0,7.10784970648033e-05,0.000122980848420479,0.000250171641201498,0.000760586942742319,269282,0.0102606189793599,5.25343691743228,8.86517479816698,77.8986192913006,0.00722791051713,3.70069018477056,6.24491468680032,54.874296646051,"2","1"
"8",7,17119401722,17119,2684,5.374394120795,0.000116799788721,1237055,2.00862236603,0,1,1,2.71862673735379,2243730,1,512,864,7592,58808.054,0,0.000114245657162769,0.000197602956070704,0.000402297885829823,0.00122215622189289,269282,0.00996724623257403,5.1032300710779,8.61170074494396,75.671333397702,0.0115054697946574,5.89080053486461,9.94072590258403,87.3495266810393,"2","2"
"9",8,17189950200,17189,3795,0.06078197239748,0.00862914874631,0,0.015509767953752,0,10,30,1.5324347769259,417752856,1,18,19,351,78230.491,0,0.0033743342376959,0.000246524785918442,0.000402829341517163,0.00226053189144004,14716,0.25788257678717,4.64188638216907,4.89976895895624,90.5167844522968,0.00159883017981993,0.0287789432367588,0.0303777734165788,0.561189393116797,"1","3"
"10",9,17189950400,17189,4231,0.04042634898282,0.012109212001362,0,0.00632505359853,0,12,48,1.12972441590069,586329233,1,18,19,351,75449.953,0,0.00242774252009748,0.000179645735288943,0.000298915800718308,0.00163812280936048,14716,0.287510192987225,5.17518347377005,5.46269366675727,100.916077738516,0.0012700226390331,0.0228604075025958,0.0241304301416289,0.445777946300617,"1","3"
"11",10,17189950300,17189,3355,1.009584681235,0.000764929124416,0,0.59462233475,1,1,15,0.742043077168445,30445243,1,18,19,351,70377.576,0,0.00409934759647188,0.000312192159150396,0.000510676772223707,0.00278866115933643,14716,0.227983147594455,4.10369665670019,4.33167980429465,80.0220848056537,0.019394699929629,0.349104598733322,0.368499298662951,6.80753967529979,"1","3"
"12",11,17189950100,17189,3335,0.08006938119838,0.008754446204996,0,0.016147297115068,0,9,41,1.87434715877167,422566185,1,18,19,351,68195.322,0,0.00127166107848772,9.16978845685488e-05,0.000148863854228966,0.000852453621486201,14716,0.22662408263115,4.0792334873607,4.30585756999185,79.5450530035336,0.00138902826314576,0.0250025087366236,0.0263915369997693,0.48754892036416,"1","2"
"13",12,17161024000,17161,4106,0.934034463323,0.000635045511996,168173,0.186748149749675,0,1,11,2.68600487690487,23167384,0,624,896,4419,83572.892,NA,NA,NA,NA,NA,147546,0,17.36505225489,24.9344340070215,122.974624862755,0,1.94132774508184,2.78754753139957,13.7479604255075,"1","3"
"14",13,17161024400,17161,1943,5.34152475904,0.000203072930857,168173,1.80624962505,0,0,3,1.91608823362292,2777653,0,624,896,4419,27603.337,NA,NA,NA,NA,NA,147546,0,8.21731527794722,11.7992219375652,58.1928144443089,0,7.66216894978721,11.0020887484124,54.2614176107527,"2","1"
"15",14,17119403401,17119,3923,4.06796013337,0.000178909128638,1237055,1.006151025953,0,1,5,3.40717216806374,3439193,1,512,864,7592,75912.473,0,0.000461773908253927,0.00079677883966124,0.00164471044150408,0.00495644945547785,269282,0.0145683707043174,7.45900580061051,12.5870722885302,110.603070387178,0.0109712017104542,5.61725527575255,9.47911827783242,83.2933633857682,"2","3"
"16",15,17119403531,17119,8226,2.4779322386844,0.000508097442006,1237055,0.526546426506,0,1,19,2.87554581167641,24141657,1,512,864,7592,86664.174,0,0.00142845968823512,0.00244785320206535,0.00500761708867061,0.0147099890859826,269282,0.0305479014564657,15.6405255457104,26.3933868583864,231.919667857488,0.00327728394004795,1.67796937730455,2.83157332420143,24.881139672844,"1","3"
"17",16,17119401701,17119,2570,1.608621152207,0.000604489590645,1237055,0.20069007187755,1,1,5,2.54269777225583,11398464,1,512,864,7592,37553.858,0,7.54729395802689e-05,0.000130632428088757,0.000265822472331854,0.000808937774436322,269282,0.00954389821822476,4.88647588773108,8.24592806054619,72.4572752727624,0.00216859889062264,1.11032263199879,1.87366944149796,16.4640027776071,"1","1"
"18",17,17119403402,17119,6031,4.0363777305405,0.00021436692314,1237055,0.65226074009325,0,0,4,3.34861442554894,8280082,1,512,864,7592,50368.803,0,0.000683417806983904,0.00117729964947579,0.00241047517305219,0.00725211017208818,269282,0.0223965953907057,11.4670568400413,19.3506584175697,170.034952206237,0.00700562893724092,3.58688201586735,6.05286340177615,53.186734891533,"2","2"
"19",18,17089853100,17089,3008,8.90483052419,7.7753794174e-05,4066635,5.051244360828,0,0,7,2.75669862102894,1436221,8,6083,7434,18294,59494.481,0,0.000408927510336459,0.000938626367268774,0.00162048820855553,0.00152907210624201,515269,0.0467018198261491,35.5108962503081,43.397666073449,106.795386487446,0.0842194295653148,64.0383487557263,78.2609049235688,192.588780558484,"3","2"
"20",19,17089853200,17089,6179,15.4130683308333,6.4470051705e-05,4066635,2.31887296678067,1,0,12,3.40942754847878,1693159,8,6083,7434,18294,49544.3,0,0.00206410375118847,0.00470809022700174,0.00807735669343421,0.00765678838134689,515269,0.0959343566176114,72.9460864131163,89.1470008869154,219.377889995323,0.146749350556926,111.584537429722,136.366834005023,335.579077386049,"3","2"
"21",20,17193958400,17193,3316,0.476073777778833,0.01554711338251,0,0.05360272520945,0,12,38,1.7176740515132,446496591,0,2,4,294,67025.541,NA,NA,NA,NA,NA,14665,0,0.452233208319127,0.904466416638254,66.4782816229117,0,0.00262327648890502,0.00524655297781003,0.385621643869038,"1","2"
"22",21,17193958300,17193,2677,0.033149334058267,0.011945416395983,0,0.006384319984,0,8,51,1.92124222839374,347259141,0,2,4,294,56527.169,NA,NA,NA,NA,NA,14665,0,0.36508694169792,0.73017388339584,53.6677804295943,0,0.00272296699310678,0.00544593398621356,0.400276147986697,"1","2"
"23",22,17193958200,17193,2880,0.0446916293826,0.016327895645177,0,0.012531678609,0,9,63,1.27324407173641,468845656,0,2,4,294,59309.942,NA,NA,NA,NA,NA,14665,0,0.392771905898398,0.785543811796795,57.7374701670644,0,0.00216975293096637,0.00433950586193274,0.318953680852056,"1","2"
"24",23,17135957700,17135,3103,1.75183486725667,0.000263389132869,0,0.747750800516333,1,0,14,1.12241581389373,7578907,0,39,44,671,43096.332,NA,NA,NA,NA,NA,30104,0,4.01996412436885,4.53534414031358,69.1639981397821,0,1.37377422392376,1.5498991244268,23.6359616475088,"1","1"
"25",24,17135958000,17135,5809,0.114911291024225,0.00996239038644,0,0.023600354503678,0,7,47,2.84379210554041,378274407,0,39,44,671,62053.265,NA,NA,NA,NA,NA,30104,0,7.52561121445655,8.4904331650279,129.479105766676,0,0.0515269674203533,0.0581329888845012,0.886528080488643,"1","2"
