"","X.x","GEOID","countyFIPS","POPULATION","POP_DENSITY","Shape_Area","NUM_WORKERS","EMPLOYMENT_DENSITY","No..Hospitals","No..Populated.Places","Total.Points.of.Interest","exposure_entropy","ALAND","cases1","cases2","cases3","cases4","income","X.y","exposure1","exposure2","exposure3","exposure4","county_pop","estimate_cases1","estimate_cases2","estimate_cases3","estimate_cases4","estimate_cases1_density","estimate_cases2_density","estimate_cases3_density","estimate_cases4_density","pop_density_class","income_class"
"273",272,17201001600,17201,5214,9.99420835682833,3.9790466805e-05,145965,0.364561504901083,0,0,4,2.9622092067331,2190230,2,2150,2936,11448,49718.838,0,0.00139065920128194,0.00434419348737116,0.00847199784573695,0.0116879177936682,295266,0.0353173071061348,37.9661051390949,51.8458068318059,202.156265875516,0.0417635706774581,44.8958384782675,61.3089217545086,239.05467855777,"3","2"
"274",273,17201001700,17201,3110,8.92290992447333,5.3725411293e-05,145965,0.01817093166011,0,0,2,2.59738103728206,1477556,2,2150,2936,11448,49925.702,0,0.000449293747413542,0.00141258195945357,0.00274495945243555,0.00380355332844537,295266,0.0210657508822553,22.6456821984245,30.9245222951508,120.580358050029,0.0369260419131602,39.6954950566472,54.2074295285191,211.364663910929,"3","2"
"275",274,17201001800,17201,5370,8.00238897839667,6.8930209664e-05,145965,3.1572805060655,0,0,7,2.0918266935722,3791547,2,2150,2936,11448,27300.606,0,0.000302107355816993,0.0009478591104443,0.00184261555804976,0.00254827826616171,295266,0.0363739814269167,39.1020300339355,53.3970047347138,208.204669687671,0.02484701149576,26.710537357942,36.4754128757757,142.22429380173,"3","1"
"276",275,17201001900,17201,3651,6.20188840443,6.6631781957e-05,145965,1.102581564497,0,9,24,2.64094119501642,2443884,2,2150,2936,11448,39005.466,0,0.000421114922936613,0.00132536422568032,0.00258792316915355,0.0035781461375605,295266,0.0247302432383004,26.5850114811729,36.303997073825,141.555912296031,0.0262088257819103,28.1744877155535,38.4745562478443,150.019318775654,"2","1"
"277",276,17115001802,17115,2387,3.9764670371,0.000168665629124,45742,0.8169943393695,0,0,2,2.4961789160157,3205032,0,174,210,3626,48913.265,NA,NA,NA,NA,NA,110768,0,3.74962082912032,4.52540444893832,78.1386501516684,0,3.03008455061342,3.65699859556792,63.1441757501395,"2","2"
"278",277,17115001900,17115,2645,9.47852205754333,4.4702804286e-05,45742,0.786235329594333,0,0,0,2.69131411627938,1275095,0,174,210,3626,22742.356,NA,NA,NA,NA,NA,110768,0,4.15490033222591,5.01453488372093,86.5843023255814,0,8.43952165169271,10.1856295796291,175.871870741596,"3","1"
"279",278,17115001300,17115,2265,4.73751525484,0.000303442278542,45742,0.125497092843,0,0,4,2.15778198903481,2060937,0,174,210,3626,81794.03,NA,NA,NA,NA,NA,110768,0,3.55797703307815,4.29411021233569,74.1449696663296,0,4.47134508025835,5.39645095893249,93.1787198909009,"2","3"
"280",279,17115001400,17115,2479,4.16913015436,0.000146854208218,45742,1.2074395511625,0,0,3,2.19700561174835,2756584,0,174,210,3626,69712.854,NA,NA,NA,NA,NA,110768,0,3.89413910154557,4.69982305358948,81.1502780586451,0,3.65881114923508,4.41580655942165,76.2462599260138,"2","3"
"281",280,17115001600,17115,2407,8.36856280414,6.6600053185e-05,45742,2.0127788285384,0,0,5,2.27840669586523,1274046,0,174,210,3626,58874.201,NA,NA,NA,NA,NA,110768,0,3.78103784486494,4.56332153690597,78.7933518705763,0,7.6864477563606,9.27674729215935,160.178503244618,"3","2"
"282",281,17115001700,17115,2240,5.014202412795,0.000247474369143,45742,0.410362777898,0,0,5,2.13910129087902,4663385,0,174,210,3626,55634.963,NA,NA,NA,NA,NA,110768,0,3.51870576339737,4.24671385237614,73.3265925176946,0,1.95425595939413,2.35858477857912,40.7248971767995,"2","2"
"283",282,17011964800,17011,3496,0.037953631992125,0.014528666675607,68623,0.008553384656254,0,7,52,1.68458591705606,538630799,0,14,27,1003,64404.583,NA,NA,NA,NA,NA,34978,0,1.39927954714392,2.69861055520613,100.248384698954,0,0.00672841960361563,0.012976237806973,0.482043204459034,"1","2"
"284",283,17011965100,17011,4152,0.433349073951,0.001637809325735,68623,0.238513163408867,1,4,12,2.223530327473,45638594,0,14,27,1003,65575.832,NA,NA,NA,NA,NA,34978,0,1.66184458802676,3.20498599119446,119.059294413631,0,0.0943100368733819,0.181883642541522,6.75664049885729,"1","2"
"285",284,17011964900,17011,2815,1.95245559438863,0.006716283798683,68623,0.71756008263724,0,4,9,1.23207877889326,186976762,0,14,27,1003,64625.798,NA,NA,NA,NA,NA,34978,0,1.12670821659329,2.17293727485848,80.7205958030762,0,0.0156071495182734,0.0300995026423843,1.11814078334487,"1","2"
"286",285,17011965400,17011,3549,2.493181164174,0.0009897077436,68623,1.55997761443933,1,1,13,1.48357472879543,27569428,0,14,27,1003,71907.16,NA,NA,NA,NA,NA,34978,0,1.42049288123964,2.73952198524787,101.768168563097,0,0.133447692944905,0.257363407822316,9.56057400169567,"1","3"
"287",286,17011965300,17011,3429,2.773119847382,0.000450389544119,68623,1.69494925327233,0,0,14,1.5905899587575,12525394,0,14,27,1003,67514.275,NA,NA,NA,NA,NA,34978,0,1.37246269083424,2.64689233232317,98.3271484933387,0,0.283797728778885,0.547324191216422,20.332080140373,"2","2"
"288",287,17011964700,17011,3072,0.03693204962775,0.009740359195455,68623,0.004845630827368,0,7,37,1.838538974954,361091184,0,14,27,1003,81152.973,NA,NA,NA,NA,NA,34978,0,1.22957287437818,2.37131911487221,88.0901137858082,0,0.00881936166195486,0.0170087689194844,0.631844267638623,"1","3"
"289",288,17011965500,17011,3759,0.1136818113361,0.011476058920545,68623,0.011993408798065,0,6,41,1.60829833640793,426475503,0,14,27,1003,66185.921,NA,NA,NA,NA,NA,34978,0,1.50454571444908,2.90162387786609,107.789953685174,0,0.00913715646739767,0.0176216589014098,0.654611995485704,"1","2"
"290",289,17011965200,17011,3600,2.75185339873175,0.000446458364316,68623,0.674470455970825,0,4,17,2.3006845696411,14966265,0,14,27,1003,63104.849,NA,NA,NA,NA,NA,34978,0,1.44090571216193,2.77888958774087,103.230602092744,0,0.249357190621668,0.480903153341789,17.8646615852524,"2","2"
"291",290,17011965000,17011,4078,0.41498109477294,0.006289951504711,68623,0.01485621410659,0,8,29,2.18908085317869,284307949,0,14,27,1003,68065.024,NA,NA,NA,NA,NA,34978,0,1.6322259706101,3.1478643718909,116.937332037281,0,0.014869317860262,0.0286765415876481,1.06528041527448,"1","2"
"292",291,17031301200,17031,4012,37.3564970368,1.7425537077e-05,4066635,3.31391229518333,0,0,6,2.48312741709573,482205,408,73516,85971,187602,24757.977,0,0.002943637375304,0.00182708411036362,0.00304301029252039,0.00244678623829978,5194675,0.315110377453835,56.7785649727846,66.3979271080482,144.890531938957,1.6925081191722,304.966732571235,356.633861552337,778.230167090548,"4","1"
"293",292,17065973100,17065,3208,0.65684780863,0.000683142806887,19330,0.2249100967931,3,2,18,1.39597504866152,26397694,0,2,5,146,56080.322,NA,NA,NA,NA,NA,8457,0,0.758661463876079,1.8966536596902,55.3822868629538,0,0.0744357894079326,0.186089473519831,5.43381262677908,"1","2"
"294",293,17065973200,17065,2465,0.018456193323033,0.0192094741913,19330,0.000248635700564,0,15,75,1.60174705095985,559659227,0,2,5,146,67079.448,NA,NA,NA,NA,NA,8457,0,0.582949036301289,1.45737259075322,42.5552796499941,0,0.00269778095523178,0.00674445238807944,0.19693800973192,"1","2"
"295",294,17197880312,17197,9102,2.93443351718,0.000657831662805,4066635,0.848902515576,0,0,5,3.45500244330636,12119082,9,5237,6366,20212,169267.483,0,0.00365469941258769,0.00604560797927305,0.00993111106673849,0.0112079576132814,677560,0.120901469980518,70.3512220319972,85.51763976622,271.517834582915,0.0258381622675333,15.0349395327858,18.2761934439019,58.0267706390426,"2","4"
"296",295,17115000900,17115,1955,4.1368749514,0.000102719520433,45742,2.391715763895,0,0,11,2.64470953167366,1957482,0,174,210,3626,28564.598,NA,NA,NA,NA,NA,110768,0,3.07101328903654,3.70639534883721,63.9970930232558,0,4.0633448576307,4.9040368971405,84.6763704239592,"2","1"
"297",296,17115001000,17115,1276,2.30188344771,0.000244569102087,45742,10.7463320517,0,0,2,1.66807614402532,2288222,0,174,210,3626,24277.092,NA,NA,NA,NA,NA,110768,0,2.00440560450672,2.41911021233569,41.7699696663296,0,2.26875299497706,2.73815016635162,47.2787262056714,"1","1"
"298",297,17029000300,17029,4656,2.8003396903558,0.00026031556945,24774,0.47921538608718,0,2,9,1.95832678743166,12425424,0,111,147,2138,51983.923,NA,NA,NA,NA,NA,53873,0,9.59322851892414,12.704545876413,184.77768084198,0,1.99964700311342,2.64818116628533,38.5157233572656,"2","2"
"299",298,17029000400,17029,2870,1.919472086115,0.001099746621151,24774,1.27635719016367,1,1,12,1.89899563259938,31438517,0,111,147,2138,40248.18,NA,NA,NA,NA,NA,53873,0,5.91335177175951,7.83119558962746,113.898613405602,0,0.487159782023342,0.645157549166047,9.38331183753067,"1","1"
"300",299,17029000500,17029,6239,3.15910390258733,0.000443313736245,24774,6.08081892451667,1,1,22,1.48617239108157,25364728,0,111,147,2138,43735.922,NA,NA,NA,NA,NA,53873,0,12.8548437993058,17.0239823288104,247.600504891133,0,1.31261196414966,1.73832395252253,25.282561976144,"2","1"
"301",300,17029000700,17029,6894,8.5457835755676,0.000296368462375,24774,1.3381740569828,0,0,7,1.67157149074424,13803014,0,111,147,2138,50782.091,NA,NA,NA,NA,NA,53873,0,14.204406660108,18.8112412525755,273.59478774154,0,2.66531739007725,3.52974465172393,51.337374594461,"3","2"
"302",301,17029000800,17029,5675,15.1832236663725,5.155083321e-05,24774,0.208325435487075,0,0,4,2.17144647571234,1968523,0,111,147,2138,39783.392,NA,NA,NA,NA,NA,53873,0,11.6927774580959,15.4850296066675,225.217641490171,0,15.3842721758742,20.3737658545361,296.320485693865,"3","1"
"303",302,17029001000,17029,3353,3.11677306786333,0.000258783615005,24774,0.6928190303766,0,1,5,2.21795656832623,7434166,0,111,147,2138,68071.569,NA,NA,NA,NA,NA,53873,0,6.90852560651904,9.14912850593061,133.066916637277,0,2.40687137210607,3.18747830359993,46.3593783203854,"2","2"
"304",303,17029000900,17029,4255,2.30445308956175,0.000399576905422,24774,0.592912204773875,0,0,4,1.27041742837966,13825638,0,111,147,2138,107638.289,NA,NA,NA,NA,NA,53873,0,8.76700759192917,11.6103614055278,168.863623707609,0,1.64235094706635,2.17500530827706,31.6337506741249,"1","4"
"305",304,17113001302,17113,2292,13.1713049481,7.7309655974e-05,77677,9.57390665073,1,0,6,1.88966747719624,727814,4,205,247,4462,59560.862,0,0.000176149905771633,3.43653696730612e-05,5.40977742926874e-05,0.000331660028501272,169572,0.0540655296865048,2.77085839643337,3.33854645814167,60.3100983652962,0.192397675625981,9.86038087583151,11.8805564699043,214.619607160782,"3","2"
"306",305,17113005602,17113,2212,0.0306073336357,0.0182531493697,77677,0.002867602957295,0,5,9,1.16982390497831,343198843,4,205,247,4462,81405.522,0,0.000156879142778344,3.07751812580053e-05,5.45981410659901e-05,0.000307639046229983,169572,0.0521784256834855,2.67414431627863,3.22201778595523,58.2050338499281,0.000393772080753277,0.0201808191386055,0.0243154259865149,0.439252756080281,"1","3"
"307",306,17113005202,17113,3161,0.096031393708033,0.00780991051557,77677,0.007686359840053,0,4,26,1.82072738682357,220184464,4,205,247,4462,89689.593,0,0.000550325488297519,0.000108615377478373,0.000172297406523473,0.00103302537821048,169572,0.0745641969193027,3.82141509211426,4.60433915976694,83.1763616634822,0.000877088539820839,0.044950787665818,0.0541602173339368,0.978392266170146,"1","3"
"308",307,17113005400,17113,9006,0.379525078077633,0.006239535525764,77677,0.070077027939651,0,9,25,1.11858585954903,352870053,4,205,247,4462,103762.757,0,0.00931277576649336,0.00195419862546651,0.00303814537965555,0.0169139570745414,169572,0.212440733139905,10.8875875734201,13.1182152713891,236.977637817564,0.00155927513302568,0.0799128505675662,0.0962852394643359,1.73937141089015,"1","4"
"309",308,17113000105,17113,3820,0.381385425692,0.00432603653178,77677,0.088956652956,0,1,4,2.11199882030637,40705728,4,205,247,4462,125318.568,0,0.00267543221936627,0.000536648892297051,0.000848167202396066,0.00498823868596001,169572,0.0901092161441747,4.61809732738896,5.56424409690279,100.516830608827,0.00573341594120151,0.293837566986577,0.354038434369193,6.39562548241028,"1","4"
"310",309,17115000400,17115,1292,5.99073095079,0.000102427227042,45742,0.0139103659848,0,0,1,2.63988143897583,973494,0,174,210,3626,10828.18,NA,NA,NA,NA,NA,110768,0,2.02953921710241,2.44944388270981,42.293731041456,0,5.39962914234217,6.51679379248193,112.523306150188,"2","1"
"311",310,17115000600,17115,2035,7.70134799813,4.2537746147e-05,45742,1.73259477822267,0,0,5,1.88476753798766,1212594,0,174,210,3626,11963.66,NA,NA,NA,NA,NA,110768,0,3.19668135201502,3.85806370070779,66.6158998988878,0,6.82784567771151,8.24050340413458,142.286025444724,"3","1"
"312",311,17113000104,17113,10908,4.1271598803075,0.000437062435687,77677,3.15338475095955,0,3,12,2.10580255274883,16202265,4,205,247,4462,69464.385,0,0.0127283313133504,0.00262252546742809,0.00411219291060254,0.0234213478915946,169572,0.257306630811691,13.1869648290991,15.8886844526219,287.025546670441,0.0411315438799624,2.10799162384807,2.53987283458768,45.882237198098,"2","3"
"313",312,17113005502,17113,2420,0.02716046928715,0.0177220976206,77677,0.0037227025235,0,9,13,1.35571969889716,333944071,4,205,247,4462,87325.24,0,0.000286068504643337,5.64143238239432e-05,8.8680274571068e-05,0.000535186324296563,169572,0.0570848960913358,2.92560092468096,3.52499233363999,63.6782015898851,0.000442738451483272,0.0226903456385177,0.027339099379092,0.49387474262959,"1","3"
"314",313,17113005700,17113,5144,0.367655444638683,0.007905946390603,77677,0.049258748055665,0,7,32,1.69992010977102,445121339,4,205,247,4462,79679.2,0,0.00129966971847303,0.0002585204328997,0.000427499367228237,0.00248106033914294,169572,0.121340787394145,6.21871535394994,7.49279362158847,135.355648338169,0.000706038133460135,0.0361844543398319,0.0435978547411634,0.787585537874781,"1","3"
"315",314,17113005601,17113,1889,0.43133495880715,0.012098231611627,77677,0.11846478973851,0,4,12,1.46539972045708,227674857,4,205,247,4462,69597.801,0,0.00014580590239916,2.8452165933437e-05,4.88480997180906e-05,0.000283746760105462,169572,0.0445592432712948,2.28366121765386,2.75153327200245,49.7058358691293,0.000506900241833263,0.0259786373939547,0.031301089933204,0.565447219765004,"1","3"
"316",315,17113000400,17113,2876,18.2090081374433,4.1781131286e-05,77677,2.76080590873937,2,0,6,1.81724047237322,1179923,4,205,247,4462,72633.195,0,0.000458245241948403,9.03147540630904e-05,0.000142182177117065,0.000857432247064505,169572,0.0678413889085462,3.47687118156299,4.18920576510273,75.6770693274833,0.148915816772056,7.63193560956787,9.19555168567446,166.115593609229,"4","3"
"317",316,17113001301,17113,2012,8.81032315355,5.2948543961e-05,77677,2.46838622296,0,0,3,1.8112889284181,985688,4,205,247,4462,62885.162,0,0.000318821159382527,6.26065079938791e-05,9.83156788850127e-05,0.000597198510331144,169572,0.0474606656759371,2.43235911589177,2.93069610548911,52.9423725615078,0.124707944198039,6.39128214014952,7.70071555422893,139.111711752913,"3","2"
"318",317,17113005501,17113,2474,2.48824536425,0.002414400877713,77677,0.5401390177472,0,1,8,1.43328600595544,45491351,4,205,247,4462,80574.729,0,0.00031634225560573,6.23898200254448e-05,9.78692327962922e-05,0.00059134307128532,169572,0.0583586912933739,2.99088292878541,3.60364918736584,65.0991201377586,0.00332258785741137,0.170282627692333,0.205169800195152,3.70634675494238,"1","3"
"319",318,17113000200,17113,7036,28.9649411927,5.4910142789e-05,77677,1.322239477801,0,0,7,3.27138039709248,1033562,4,205,247,4462,0,0,0.00163313568143024,0.00032205079690951,0.000543282483648324,0.00314879399704839,169572,0.165970797065553,8.50600334960961,10.2486967187979,185.140424126625,0.415905736085289,21.315168974371,25.6821792032666,463.942848603139,"4","1"
"320",319,17023060200,17023,4337,1.881490299097,0.000588136116126,0,0.566530851347928,1,4,27,0.623771606869131,28026730,0,11,14,316,56668.485,NA,NA,NA,NA,NA,16335,0,2.92053872053872,3.71704928068564,83.899112335476,0,0.269892181007035,0.343499139463499,7.75326629074754,"1","2"
"321",320,17023060300,17023,5371,1.09073823718969,0.002065068500985,0,0.262418490168014,2,3,39,1.17283903343128,137780214,0,11,14,316,56446.379,NA,NA,NA,NA,NA,16335,0,3.61683501683502,4.60324456688093,103.90180593817,0,0.0679894625044108,0.0865320431874319,1.95315183194489,"1","2"
"322",321,17023060400,17023,1793,0.11662886110975,0.021542675746805,0,0.00628966513962,0,10,39,1.0264673193912,411606798,0,11,14,316,67714.829,NA,NA,NA,NA,NA,16335,0,1.20740740740741,1.53670033670034,34.6855218855219,0,0.00759750616457308,0.00966955330036573,0.218255631636827,"1","2"
"323",322,17023060100,17023,4834,0.030651755289667,0.012685130789645,0,0.001928864524299,0,20,92,1.08565950641738,721141166,0,11,14,316,61027.36,NA,NA,NA,NA,NA,16335,0,3.25521885521886,4.14300581573309,93.5135598408326,0,0.0116912155795816,0.0148797289194675,0.33585673846798,"1","2"
"324",323,17143002300,17143,4710,5.90725329693333,0.000116308752562,170560,1.540129956619,0,0,19,2.2481272343673,3273073,3,213,459,5004,66812.742,0,0.00116734751249879,0.000305360048641406,0.000873059090071935,0.00313945745945496,186494,0.0757665125955795,5.37942239428614,11.5922764271237,126.378543009427,0.0599544426972912,4.25676543150767,9.17302973268555,100.004010419082,"2","2"
"325",324,17143002400,17143,4677,9.3565075027525,5.4069636304e-05,170560,2.54451998851535,0,0,9,2.02976785165232,2029560,3,213,459,5004,52061.989,0,0.000908767541072515,0.00023777363202948,0.000679384464041227,0.00244408411315963,186494,0.0752356644181582,5.34173217368923,11.5110566559782,125.493088249488,0.0960111407610663,6.81679099403571,14.6897045364431,160.146582789459,"3","2"
"326",325,17143002500,17143,3528,12.592974351325,4.2006522157e-05,170560,2.92118826169,0,1,6,2.60836461499545,1566472,3,213,459,5004,23621.964,0,0.000309986994096545,7.99386694146413e-05,0.000231075406735493,0.000845534542053278,186494,0.0567524960588544,4.02942722017867,8.68313189700473,94.6631634261692,0.0938344029082122,6.66224260648307,14.3566636449565,156.515784050898,"3","1"
"327",326,17143002600,17143,1835,3.95412494518,0.000235762895256,170560,1.04799472008,0,0,6,2.17913383593965,4061528,3,213,459,5004,74399.578,0,0.000179070157404551,4.60943451318924e-05,0.000133516399607509,0.000489151813798265,186494,0.0295183759263033,2.09580469076753,4.5163115167244,49.2366510450738,0.0188236037395595,1.33647586550872,2.8800113721526,31.3977710375852,"2","3"
"328",327,17143002800,17143,3187,4.7517836749,0.000157274142703,170560,3.54508063136667,0,1,11,2.77646670375991,4461799,3,213,459,5004,47699.248,0,0.00108537678797863,0.000282315821564006,0.000811751668789714,0.00293467853439044,186494,0.0512670648921681,3.63996160734394,7.84386092850172,85.5134642401364,0.0297596772222853,2.11293708278226,4.55323061500965,49.6391416067719,"2","2"
"329",328,17143003000,17143,4701,5.370750660342,9.2266793677e-05,170560,1.718211905556,0,0,10,2.53349473911557,4328930,3,213,459,5004,72615.99,0,0.00166349611387216,0.000435513208020846,0.0012465664890694,0.00447117001680331,186494,0.0756217358199191,5.36914324321426,11.5701255804476,126.137055347625,0.0452445051718532,3.21235986720158,6.92240929129354,75.4678346266512,"2","3"
"330",329,17143003101,17143,5377,3.88150110257667,0.000228579549826,170560,2.067338360875,0,0,4,2.37057561313454,6465430,3,213,459,5004,67383.489,0,0.00223907803688946,0.000588409492692354,0.00167607325907737,0.0059956229247448,186494,0.0864960803028516,6.14122170150246,13.2339002863363,144.275461945156,0.0346496440274484,2.46012472594883,5.3013955361996,57.7956062377839,"2","2"
"331",330,17097865801,17097,3084,5.46755444048667,0.000125370324759,4066635,1.221635019281,0,3,6,2.84721911778063,3452239,53,7950,9303,22096,129134.747,0,0.00260892096717422,0.00136083922760788,0.0022506881176921,0.00198880774433309,703462,0.232353702118949,34.8530553178423,40.7846507700487,96.8695736230244,0.17432051734775,26.1480776021624,30.5981843940776,72.6752104021863,"2","4"
"332",331,17097861505,17097,3806,4.48967897944,0.000243440405484,4066635,0.087912552888,0,0,1,3.13863249928489,4434536,53,7950,9303,22096,126151.158,0,0.00647281790840085,0.00338732893507966,0.00551883024061153,0.00494214128163406,703462,0.286750385948353,43.0125578922529,50.3328083108967,119.54785901726,0.167477160994123,25.1215741491184,29.3969816741193,69.8221764023799,"2","4"
"333",332,17097861702,17097,4148,7.4480337806,9.2035980804e-05,4066635,0.814764512017333,1,0,6,2.59475298974733,2525519,53,7950,9303,22096,77782.432,0,0.00490195605823308,0.00257085485267171,0.0041696917048753,0.00374118112943455,703462,0.312517236183333,46.8775854275,54.8556197776141,130.290204730319,0.320496358061386,48.0744537092079,56.2561814914165,133.61674580612,"3","3"
"334",333,17083010200,17083,3494,0.19415548803405,0.00625969619089,1237055,0.006940667331015,0,2,12,2.78889301025352,120645331,0,19,34,474,81332.801,NA,NA,NA,NA,NA,22985,0,2.88823145529693,5.16841418316293,72.0537742005656,0,0.062004218540534,0.110954917388324,1.54684208359016,"1","3"
"335",334,17083010500,17083,1633,0.0764310435296,0.014905864059,1237055,0.0186280191824,0,6,18,1.99448150664774,131598028,0,19,34,474,66927.991,NA,NA,NA,NA,NA,22985,0,1.34988035675441,2.41557537524472,33.6759625842941,0,0.0265671923594015,0.047541291590508,0.662781535702965,"1","2"
"336",335,17083010100,17083,5150,0.57739755477145,0.006155167276089,1237055,0.395787682542529,0,3,25,1.61554802732539,235865594,0,19,34,474,60335.32,NA,NA,NA,NA,NA,22985,0,4.25712421144225,7.61801174679139,106.204046117033,0,0.0467467574250588,0.0836520922343158,1.16620857997252,"1","2"
"337",336,17083010300,17083,4173,0.156579374226,0.004120974905757,1237055,0.02918624450852,0,7,21,2.20684327780319,112490447,0,19,34,474,83750.348,NA,NA,NA,NA,NA,22985,0,3.44951055035893,6.17280835327387,86.0562105721122,0,0.0794221426236277,0.142123834168597,1.98137345282103,"1","3"
"338",337,17021958900,17021,2763,1.63017891993333,0.000246373573566,15901,0.232281215465667,1,0,10,2.01498408918009,7068864,0,30,38,880,42088.34,NA,NA,NA,NA,NA,34800,0,2.38189655172414,3.01706896551724,69.8689655172414,0,0.872716191592527,1.10544050935053,25.5996749533808,"1","1"
"339",338,17031805402,17031,5095,10.80911178527,4.2955602592e-05,4066635,5.1260028771356,0,0,5,3.10231724504527,1975529,408,73516,85971,187602,78930.923,0,0.00486582658192761,0.00301839102251237,0.00503373007397894,0.00404382338933069,5194675,0.40017132929394,72.1053809911111,84.3213954674739,184.002308132848,0.524641117832897,94.5331284769688,110.548827306892,241.2346151659,"3","3"
"340",339,17031805501,17031,3400,8.27235260882,7.3309942714e-05,4066635,3.09310340127333,0,0,4,2.84501102120916,2023150,408,73516,85971,187602,122284.197,0,0.00178676273994164,0.00110479777227763,0.00185115225877232,0.00148316596964702,5194675,0.267042692757487,48.1174279430378,56.2694297525832,122.788586388946,0.341863220345447,61.5990600659704,72.035105187055,157.191725155016,"3","4"
"341",340,17031829600,17031,3062,8.06794152087333,5.7483028654e-05,4066635,1.3851102616612,0,1,3,2.63944217798015,1605835,408,73516,85971,187602,56804.233,0,0.000947547688966219,0.000584981783918503,0.000974189352056555,0.000778543213722317,5194675,0.240495507418655,43.3339895181123,50.6755864418852,110.581956330281,0.387887525315064,69.8920081153486,81.7330353893661,178.354106676854,"3","2"
"342",341,17031420800,17031,2213,25.9623033063,1.882136008e-05,4066635,0.9057415615095,0,0,5,1.74378733097002,347603,408,73516,85971,187602,0,0,0.00139859963584316,0.000868248489406003,0.00144501003682227,0.00116138911132514,5194675,0.173813376197741,31.318784717042,36.6247788360196,79.9209240231583,1.29508848989263,233.357170154281,272.89228569745,595.493114904014,"4","1"
"343",342,17031470100,17031,2916,7.94744018427,8.5978214348e-05,4066635,1.41760398272,0,1,6,1.19665524575963,1589028,408,73516,85971,187602,40226.186,0,0.00111521236819463,0.000693357845822061,0.00115271864168188,0.000927597274770641,5194675,0.229028380023774,41.2677705534995,48.2593109289802,105.309269973579,0.373299592116423,67.2634627794877,78.659164788826,171.646446275062,"3","1"
"344",343,17031480100,17031,2033,14.16840686645,3.6156632241e-05,4066635,2.50659254841,0,0,3,0.838898490413606,659618,408,73516,85971,187602,77993.828,0,0.00120425084378242,0.000750453599762138,0.00124453887661179,0.00100258689458851,5194675,0.159675821875286,28.7713914729988,33.6458090255887,73.4203518025671,0.6269695166854,112.971301442755,132.11077529157,288.286115855918,"3","3"
"345",344,17031480200,17031,1229,17.7914129361,1.5477374028e-05,4066635,6.770516180585,0,0,0,1.07492119002002,286108,408,73516,85971,187602,47866.789,0,0.000404830830337331,0.000250639218079715,0.000418575043793384,0.000336160334222718,5194675,0.0965280792349858,17.3930349829393,20.3397438723308,44.3844625505927,0.87382291029476,157.450894787327,184.12605250233,401.79148435568,"4","2"
"346",345,17031480300,17031,1468,14.25304438655,2.2494024892e-05,4066635,1.36111364033,0,0,3,1.22997685074741,415735,408,73516,85971,187602,38756.25,0,0.000582692593601149,0.000361079063432692,0.000602435903543839,0.00048402413123267,5194675,0.115299609696468,20.775407123641,24.2951537872918,53.0157778879333,0.718308511705419,129.429334672881,151.357110440751,330.284591698431,"3","1"
"347",346,17031480400,17031,5876,13.7300930062971,2.7979130393e-05,4066635,3.91138855354041,1,2,13,1.22452406676478,1809911,408,73516,85971,187602,48658.802,0,0.00559536171313409,0.00351337329746375,0.00577930910678951,0.00467255079502003,5194675,0.461512606659704,83.1582372333207,97.2468144782879,212.207568712191,0.660428966534064,119.000235058133,139.161124220343,303.671066126773,"3","2"
"348",347,17031805502,17031,3888,9.184723166475,4.9633271611e-05,4066635,5.6574776020942,0,0,10,2.75259301694187,1849506,408,73516,85971,187602,139212.839,0,0.00254811981382229,0.00157848841468254,0.00263314920449826,0.00211635420426936,5194675,0.305371173365032,55.0236940713327,64.3457479053069,140.412359964772,0.427633832501995,77.0537471328839,90.1081083677181,196.629809424116,"3","4"
"349",348,17031805600,17031,4511,9.981113537955,5.0820295796e-05,4066635,3.74951459412025,0,1,10,2.03000877894659,1890905,408,73516,85971,187602,142982.2,0,0.00221781700337943,0.00137777118439155,0.00229407315911309,0.00184422372759013,5194675,0.354302819714419,63.8405051326599,74.6562934158537,162.91156270604,0.485293710186575,87.4432656815594,102.257807741299,223.142329947112,"3","4"
"350",349,17031830001,17031,2105,3.72436820883,0.00029028591249,4066635,0.626330805665,0,1,2,2.32314368276442,2643928,408,73516,85971,187602,38908.875,0,0.000414021521008992,0.000255136547709826,0.000425836184435815,0.000340085173014445,5194675,0.165330843604268,29.7903487706161,34.8373969497611,76.0205806908036,0.161958602857209,29.1827172736533,34.1268211917575,74.4699946402403,"2","1"
"351",350,17031830006,17031,2487,4.23575700696,0.000313123107016,4066635,2.341337850755,0,1,7,2.45682710898101,5771655,408,73516,85971,187602,38233.842,0,0.000641647284429148,0.000395825246709192,0.000657350384244476,0.00052399060233843,5194675,0.195333875555256,35.1964833218633,41.1594328807866,89.8162395145028,0.0876550552117397,15.7942378405545,18.4700802735502,40.3045678133156,"2","1"
"352",351,17031650400,17031,6743,25.77429118678,2.3790539972e-05,4066635,0.65965224641388,0,0,3,1.75337209235606,1098628,408,73516,85971,187602,53615.288,0,0.00497549171837572,0.00310981983291731,0.00513730475948456,0.00414855699602476,5194675,0.529608493312864,95.4281813587953,111.595519065197,243.518658241372,1.2485445461797,224.970590335655,263.084860734351,574.091798902953,"4","2"
